model,seed,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
TRANSFORMER_BRES_COND,0,ATU1,293,6.3376183573218334,8.1426670464653057,18.302251587554366,1,196.96833483645753,196.96833483645753,1,252.80612084669477,252.80612084669477,1,301.23707289938739,301.23707289938739
TRANSFORMER_BRES_COND,0,ATU5,293,11.385904589941864,14.562447489383553,20.123622503760025,1,209.42528739868271,209.42528739868271,1,268.79444636836911,268.79444636836911,1,320.28833781568432,320.28833781568432
TRANSFORMER_BRES_COND,0,MJ3,293,11.700957458721893,16.367841574645084,20.495831352989821,1,210.66579437950031,210.66579437950031,1,270.38661984114651,270.38661984114651,1,322.18552952481377,322.18552952481377
TRANSFORMER_BRES_COND,0,MJ1,293,4.730453630492474,5.2968880814099197,18.564497412420216,1,202.05399596712363,202.05399596712363,1,259.33349624158762,259.33349624158762,1,309.01492040991263,309.01492040991263
TRANSFORMER_BRES_COND,1,ATU1,293,6.0853656953344419,8.5349562723773555,18.33406932076559,1,196.96833483645753,196.96833483645753,1,252.80612084669477,252.80612084669477,1,301.23707289938739,301.23707289938739
TRANSFORMER_BRES_COND,1,ATU5,293,2.7634372212995233,4.0487684369344699,19.174621574619241,1,209.42528739868271,209.42528739868271,1,268.79444636836911,268.79444636836911,1,320.28833781568432,320.28833781568432
TRANSFORMER_BRES_COND,1,MJ3,293,11.046604955502076,15.458823053488342,20.357374158995107,1,210.66579437950031,210.66579437950031,1,270.38661984114651,270.38661984114651,1,322.18552952481377,322.18552952481377
TRANSFORMER_BRES_COND,1,MJ1,293,7.3546177701700648,7.9903945500609597,18.745305386041775,1,202.05399596712363,202.05399596712363,1,259.33349624158762,259.33349624158762,1,309.01492040991263,309.01492040991263
TRANSFORMER_BRES_COND,2,ATU1,293,10.751040377379143,14.116152422578699,18.980728457646851,1,196.96833483645753,196.96833483645753,1,252.80612084669477,252.80612084669477,1,301.23707289938739,301.23707289938739
TRANSFORMER_BRES_COND,2,ATU5,293,6.5954860671027431,7.8028281714243128,19.391494833666123,1,209.42528739868271,209.42528739868271,1,268.79444636836911,268.79444636836911,1,320.28833781568432,320.28833781568432
TRANSFORMER_BRES_COND,2,MJ3,293,13.577896201576031,17.753355723566226,20.721442003876213,1,210.66579437950031,210.66579437950031,1,270.38661984114651,270.38661984114651,1,322.18552952481377,322.18552952481377
TRANSFORMER_BRES_COND,2,MJ1,293,5.7338330823210724,6.3006040467960984,18.623328733866053,1,202.05399596712363,202.05399596712363,1,259.33349624158762,259.33349624158762,1,309.01492040991263,309.01492040991263
TRANSFORMER_BRES_REG1,0,ATU1,293,5.4098543295352286,7.1969994381930045,16.043634573988065,1,172.61486851941939,172.61486851941939,1,221.54878522524589,221.54878522524589,1,263.99166025786002,263.99166025786002
TRANSFORMER_BRES_REG1,0,ATU5,293,8.3087878775712039,10.601859030678556,17.86641100946062,1,189.32237948434064,189.32237948434064,1,242.99264339438946,242.99264339438946,1,289.54359327636348,289.54359327636348
TRANSFORMER_BRES_REG1,0,MJ3,293,10.40325455282971,15.023185009531575,19.314136518906107,1,199.25487230403087,199.25487230403087,1,255.74085991441231,255.74085991441231,1,304.73403018634644,304.73403018634644
TRANSFORMER_BRES_REG1,0,MJ1,293,4.834864904281055,5.4621701947833614,17.658243979131992,1,191.9287647315677,191.9287647315677,1,246.33790264294137,246.33790264294137,1,293.52971552984496,293.52971552984496
TRANSFORMER_BRES_REG1,1,ATU1,293,5.8838994224577927,8.3525232724694334,16.147579830283792,1,172.61486851941939,172.61486851941939,1,221.54878522524589,221.54878522524589,1,263.99166025786002,263.99166025786002
TRANSFORMER_BRES_REG1,1,ATU5,293,5.3402621680747329,6.357039891087144,17.479747727467181,1,189.32237948434064,189.32237948434064,1,242.99264339438946,242.99264339438946,1,289.54359327636348,289.54359327636348
TRANSFORMER_BRES_REG1,1,MJ3,293,10.285750573536212,14.757506610325253,19.273935809367945,1,199.25487230403087,199.25487230403087,1,255.74085991441231,255.74085991441231,1,304.73403018634644,304.73403018634644
TRANSFORMER_BRES_REG1,1,MJ1,293,6.0020839147412222,6.7080005680003865,17.738880420822131,1,191.9287647315677,191.9287647315677,1,246.33790264294137,246.33790264294137,1,293.52971552984491,293.52971552984491
TRANSFORMER_BRES_REG1,2,ATU1,293,6.0421307271975557,10.089374987597818,16.332314305627484,1,172.61486851941939,172.61486851941939,1,221.54878522524589,221.54878522524589,1,263.99166025786002,263.99166025786002
TRANSFORMER_BRES_REG1,2,ATU5,293,4.3468796227581779,5.1923707088271884,17.407219009051541,1,189.32237948434064,189.32237948434064,1,242.99264339438946,242.99264339438946,1,289.54359327636348,289.54359327636348
TRANSFORMER_BRES_REG1,2,MJ3,293,12.067079810150339,16.091340188556174,19.482149044555957,1,199.25487230403087,199.25487230403087,1,255.74085991441231,255.74085991441231,1,304.73403018634644,304.73403018634644
TRANSFORMER_BRES_REG1,2,MJ1,293,5.00594010987008,5.578474909533373,17.665082393061585,1,191.9287647315677,191.9287647315677,1,246.33790264294137,246.33790264294137,1,293.52971552984496,293.52971552984496
