model,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
BPLUS_CONTINUOUS,293,6.9016892503619642,9.1241732177745973,16.154436020259663,1,171.46866018184943,171.46866018184943,1,220.07764275077767,220.07764275077767,1,262.23868587835307,262.23868587835307
DRIFT1,293,9.109845279087784,12.977734531327499,7.2775867206034039,0.55802047781569963,18.47638823828197,54.775680212727842,0.68088737201365179,23.714187570584983,78.313588319779612,0.7960750853242321,28.257197357504115,118.5121179321772
RR_COND,293,11.318236548369157,12.338213669009026,18.572699509267117,1,194.25307811229553,194.25307811229553,1,249.32112657028864,249.32112657028864,1,297.08444609043329,297.08444609043329
TRANSFORMER_BRES_COND,293,6.883835616636941,9.2790819797131103,19.176916655313555,1,204.77835314544103,204.77835314544103,1,262.83017082444951,262.83017082444951,1,313.18146516244951,313.18146516244951
TRANSFORMER_BRES_REG1,293,6.5393675617795672,8.9073334645510798,17.657105446406703,1,188.28022125983964,188.28022125983964,1,241.65504779424725,241.65504779424725,1,287.94974981260373,287.94974981260373
