outer_days,strategy,part,station,days,rmse_mm,mae_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm,seed
432,P0,train,ATU1,402,9.6637593255418,7.424712228000846,9.876802056175642,1.0,97.89694309558227,97.89694309558227,1.0,125.64936665749912,125.64936665749912,1.0,149.72045475197956,149.72045475197956,0
432,P0,train,ATU5,402,4.005363489196314,2.893415141871011,12.37086946393099,1.0,134.3449837170556,134.3449837170556,1.0,172.42992052549425,172.42992052549425,1.0,205.46292274035827,205.46292274035827,0
432,P0,train,MJ3,402,6.545388968296211,5.642903753780936,6.172962837778656,1.0,59.75862724224088,59.75862724224088,1.0,76.69936800762032,76.69936800762032,1.0,91.39293386645171,91.39293386645171,0
432,P0,train,MJ1,402,8.277645765670897,6.927245936145315,5.3145446776883505,0.3781094527363184,10.537824789370816,38.569799138466614,0.4850746268656716,13.52515174492545,52.60468290791045,0.5895522388059702,16.116212311357582,70.3668259468702,0
432,P0,prediction,ATU1,180,55.386000418770955,54.513970896972424,36.03956067232512,0.1666666666666666,97.8969430955823,168.29153845489765,0.9444444444444444,125.6493666574992,140.75374258175128,0.9666666666666668,149.72045475197956,159.11091435770655,0
432,P0,prediction,ATU5,180,140.06419011407704,134.6063919201048,106.70341561410947,0.0666666666666666,134.34498371705558,831.0425103555029,0.1333333333333333,172.42992052549425,1223.9961002212544,0.1722222222222222,205.4629227403582,1748.5565414047974,0
432,P0,prediction,MJ3,180,14.720515018928182,12.545990697413949,8.931087249357883,1.0,59.75862724224062,59.75862724224062,1.0,76.69936800761951,76.69936800761951,1.0,91.39293386645186,91.39293386645186,0
432,P0,prediction,MJ1,180,21.877992443612733,18.144087691792183,16.371228819011314,0.2333333333333333,10.537824789370836,148.55283286270986,0.2555555555555555,13.52515174492547,266.9179650094598,0.2722222222222222,16.116212311357604,484.6858662505409,0
432,R,train,ATU1,402,7.031645734415312,4.560296682378013,9.817715110302403,1.0,102.358039865602,102.358039865602,1.0,131.3751223964043,131.3751223964043,1.0,156.54311351924895,156.54311351924895,0
432,R,train,ATU5,402,4.296528526128961,2.66287921160404,12.972815094255065,1.0,140.82115783540098,140.82115783540098,1.0,180.74200005119795,180.74200005119795,1.0,215.36737637692343,215.36737637692343,0
432,R,train,MJ3,402,4.3316011780927495,3.45791033328129,4.512356963903857,1.0,44.86596762505832,44.86596762505832,1.0,57.58484625061613,57.58484625061613,1.0,68.61657640476835,68.61657640476835,0
432,R,train,MJ1,402,3.870526060265381,2.9838747068177187,2.5549032028315755,1.0,20.149946680321246,20.149946680321246,1.0,25.86217667790481,25.86217667790481,1.0,30.816684206985993,30.816684206985993,0
432,R,prediction,ATU1,180,64.15922764690946,63.20877762984619,43.10893490239244,0.0444444444444444,102.35803986560194,234.7177701988247,0.3888888888888889,131.37512239640415,170.83484464799594,0.9722222222222222,156.5431135192491,164.76865505789084,0
432,R,prediction,ATU5,180,148.0101459348482,142.35236917703776,113.02809783854454,0.0666666666666666,140.82115783540095,883.0004672367687,0.1333333333333333,180.74200005119792,1304.6030801545346,0.1666666666666666,215.36737637692352,1873.6106298394309,0
432,R,prediction,MJ3,180,9.73029656736362,8.146202973110338,6.134796138036619,1.0,44.865967625058765,44.865967625058765,1.0,57.58484625061618,57.58484625061618,1.0,68.6165764047684,68.6165764047684,0
432,R,prediction,MJ1,180,9.30887173743398,7.291112073486365,5.243947918124475,0.7388888888888889,20.14994668032121,35.21660735248806,0.8055555555555556,25.862176677904777,43.36768105657787,0.8555555555555555,30.81668420698595,49.19064206721848,0
432,R,train,ATU1,402,7.257512155252278,4.666781058764275,10.491377301608264,1.0,109.77934259397152,109.77934259397152,1.0,140.90026136507225,140.90026136507225,1.0,167.89301663377978,167.89301663377978,1
432,R,train,ATU5,402,4.403040002134337,2.7281884123455526,14.443254330789356,1.0,157.03216663371754,157.03216663371754,1.0,201.54860467008663,201.54860467008663,1.0,240.15997492520057,240.15997492520057,1
