phase,model,rule,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
final_exploratory,TRANSFORMER_BRES_REG1,DIST90,ATU5,293,5.5020264989306495,6.874177030315004,9.415850596824878,1.0,99.13107076962872,99.13107076962872,1.0,127.23335188601288,127.23335188601288,1.0,151.60788974948335,151.60788974948335
final_exploratory,TRANSFORMER_BRES_REG1,DIST90,MJ3,293,10.914830228584544,15.272657164200396,7.101649209195049,0.8430034129692833,34.82807521417071,40.92426798833024,0.9249146757679181,44.70135059405353,46.225772190173515,1.0,53.264944545261905,53.264944545261905
final_exploratory,TRANSFORMER_BRES_REG1,DIST90,MJ1,293,5.280166453287214,5.906485798209436,6.558838534444752,1.0,65.48128069635256,65.48128069635256,1.0,84.04431389778091,84.04431389778091,1.0,100.14497682102235,100.14497682102235
final_exploratory,TRANSFORMER_BRES_REG1,DIST90_UNIT,ATU1,293,4.460447066315863,7.5760138654794815,8.354247288951129,1.0,86.91869970341473,86.91869970341473,1.0,111.55894331595819,111.55894331595819,1.0,132.93067995227415,132.93067995227415
final_exploratory,TRANSFORMER_BRES_REG1,DIST90_UNIT,ATU5,293,5.5020264989306495,6.874177030315004,10.1595712994522,1.0,107.61237290946133,107.61237290946133,1.0,138.11898533303426,138.11898533303426,1.0,164.57892203799713,164.57892203799713
final_exploratory,TRANSFORMER_BRES_REG1,DIST90_UNIT,MJ3,293,10.914830228584544,15.272657164200396,7.104044758115366,0.8498293515358362,35.67588610528839,41.17377613862746,0.9351535836177475,45.78950409229469,46.647789518354664,1.0,54.561559411933544,54.561559411933544
final_exploratory,TRANSFORMER_BRES_REG1,DIST90_UNIT,MJ1,293,5.280166453287214,5.906485798209436,7.539114208724863,1.0,77.19878546457794,77.19878546457794,1.0,99.08356845063717,99.08356845063717,1.0,118.06535392628436,118.06535392628436
final_exploratory,TRANSFORMER_BRES_HALF,LAST90,ATU1,293,4.400691787108671,7.598181388956273,16.217890791395572,1.0,174.19933909713717,174.19933909713717,1.0,223.5824311951992,223.5824311951992,1.0,266.4148988932641,266.4148988932641
final_exploratory,TRANSFORMER_BRES_HALF,LAST90,ATU5,293,5.625086184082816,6.998998579802339,17.35420562813797,1.0,187.41013706763147,187.41013706763147,1.0,240.53830682354857,240.53830682354857,1.0,286.619070871471,286.619070871471
final_exploratory,TRANSFORMER_BRES_HALF,LAST90,MJ3,293,10.341384890638254,14.696908756135437,19.259611377866793,1.0,199.19031818818942,199.19031818818942,1.0,255.6580056037228,255.6580056037228,1.0,304.6353031858071,304.6353031858071
final_exploratory,TRANSFORMER_BRES_HALF,LAST90,MJ1,293,5.589950624630876,6.1744410509786105,17.64596832869622,1.0,191.3032222596412,191.3032222596412,1.0,245.53502757226613,245.53502757226613,1.0,292.57303087607124,292.57303087607124
final_exploratory,TRANSFORMER_BRES_HALF,DIST90,ATU1,293,4.400691787108671,7.598181388956273,8.281597334477768,1.0,85.99828203096509,85.99828203096509,1.0,110.37760002276367,110.37760002276367,1.0,131.52302259595942,131.52302259595942
final_exploratory,TRANSFORMER_BRES_HALF,DIST90,ATU5,293,5.625086184082816,6.998998579802339,9.65325592025354,1.0,101.7466368874415,101.7466368874415,1.0,130.5903946543915,130.5903946543915,1.0,155.6080529328648,155.6080529328648
final_exploratory,TRANSFORMER_BRES_HALF,DIST90,MJ3,293,10.341384890638254,14.696908756135437,6.818048053033764,0.856655290102389,35.741862784485754,40.04811785521428,0.9795221843003413,45.87418424328498,45.93417619879226,1.0,54.66246203538083,54.66246203538083
final_exploratory,TRANSFORMER_BRES_HALF,DIST90,MJ1,293,5.589950624630876,6.1744410509786105,6.518004854485706,1.0,64.44516411432807,64.44516411432807,1.0,82.7144726618074,82.7144726618074,1.0,98.56037325207443,98.56037325207443
final_exploratory,TRANSFORMER_BRES_HALF,DIST90_UNIT,ATU1,293,4.400691787108671,7.598181388956273,8.601200470172623,1.0,89.69765194948012,89.69765194948012,1.0,115.1256899096648,115.1256899096648,1.0,137.18072065565408,137.18072065565408
final_exploratory,TRANSFORMER_BRES_HALF,DIST90_UNIT,ATU5,293,5.625086184082816,6.998998579802339,10.41744803654185,1.0,110.45171756955816,110.45171756955816,1.0,141.7632447509851,141.7632447509851,1.0,168.921324968246,168.921324968246
final_exploratory,TRANSFORMER_BRES_HALF,DIST90_UNIT,MJ3,293,10.341384890638254,14.696908756135437,6.828070515871124,0.8668941979522184,36.611917771767665,40.372931231674556,1.0,46.990887729866635,46.990887729866635,1.0,55.993096311433106,55.993096311433106
final_exploratory,TRANSFORMER_BRES_HALF,DIST90_UNIT,MJ1,293,5.589950624630876,6.1744410509786105,7.473424903286658,1.0,75.97726168127087,75.97726168127087,1.0,97.51575964808903,97.51575964808903,1.0,116.19719451240734,116.19719451240734
