model,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
BPLUS_CONTINUOUS,293,6.9016892503619642,9.1241732177745973,16.154436020259663,1,171.46866018184943,171.46866018184943,1,220.07764275077767,220.07764275077767,1,262.23868587835307,262.23868587835307
DRIFT1,293,9.109845279087784,12.977734531327499,7.2775867206034039,0.55802047781569963,18.47638823828197,54.775680212727842,0.68088737201365179,23.714187570584983,78.313588319779612,0.7960750853242321,28.257197357504115,118.5121179321772
RR_COND,293,11.318236548369157,12.338213669009026,18.572699509267117,1,194.25307811229553,194.25307811229553,1,249.32112657028864,249.32112657028864,1,297.08444609043329,297.08444609043329
TCN_DIRECT_COND,293,39.487995835886409,43.25335670757466,37.436021735390682,1,347.80465934349786,347.80465934349786,1,446.40244744944204,446.40244744944204,1,531.92132435091958,531.92132435091958
TCN_BRES_COND,293,11.495659945329464,12.862059398748798,18.814220063409955,1,196.54374569854511,196.54374569854511,1,252.26116658793842,252.26116658793842,1,300.58771984882827,300.58771984882827
TRANSFORMER_DIRECT_COND,293,32.84790521418843,36.41685844101815,22.822843367928709,0.88737201365187712,138.30035359437292,157.48589170828058,0.91894197952218426,177.50658212625657,197.92570886223649,0.94709897610921501,211.51213839681589,229.89020184841138
TRANSFORMER_BRES_COND,293,6.883835616636941,9.2790819797131103,19.176916655313555,1,204.77835314544103,204.77835314544103,1,262.83017082444951,262.83017082444951,1,313.18146516244951,313.18146516244951
CNN_MAMBA_DIRECT_COND,293,36.249985041741326,39.61011918014843,26.294360935839769,0.88395904436860073,173.38991454965819,194.64741891354896,0.91552901023890787,222.54354603563203,248.10109209353161,0.93600682593856654,265.17699087308443,293.37053415928011
CNN_MAMBA_BRES_COND,293,8.4988248422502402,10.375614434729393,18.990489920288319,1,202.01421265964365,202.01421265964365,1,259.28243491923445,259.28243491923445,1,308.95407709159213,308.95407709159213
