outer_days,strategy,station,physical_mean_mm,physical_rms_mm,physical_max_abs_mm,correction_mean_mm,correction_rms_mm,correction_max_abs_mm,total_mean_mm,total_rms_mm,total_max_abs_mm
432,P0,ATU1,140.38833832950257,141.79337917123607,165.24409461490083,0.0,0.0,0.0,140.38833832950257,141.79337917123607,165.24409461490083
432,P0,ATU5,128.5725279282748,128.9681467736434,140.5238912753881,0.0,0.0,0.0,128.5725279282748,128.9681467736434,140.5238912753881
432,P0,MJ3,71.9114113263832,73.27316926524958,89.09102786151266,0.0,0.0,0.0,71.9114113263832,73.27316926524958,89.09102786151266
432,P0,MJ1,15.969465965394024,16.983940291520444,23.029201519880644,0.0,0.0,0.0,15.969465965394024,16.983940291520444,23.029201519880644
432,IN,ATU1,140.38833832950257,141.79337917123607,165.24409461490083,2.9819929503958216,5.056126562802642,7.3077194144628095,143.3703312798984,144.91387756220612,163.8525767662869
432,IN,ATU5,128.5725279282748,128.9681467736434,140.5238912753881,0.2633498286983158,2.581669832053062,7.23536525107815,128.83587775697313,129.21929070966686,143.30954063436783
432,IN,MJ3,71.9114113263832,73.27316926524958,89.09102786151266,1.335626219519098,2.944428943447114,5.548327842254139,73.2470375459023,74.93666999653767,93.95907563817627
432,IN,MJ1,15.969465965394024,16.983940291520444,23.029201519880644,-3.2348451446032276,3.919097418052289,6.740028209470665,12.734620820790795,13.384637364832521,18.936521161316136
432,OOF,ATU1,140.38833832950257,141.79337917123607,165.24409461490083,2.9150649013629133,6.310732976897752,20.14921042905675,143.30340323086546,145.12949034994102,163.69881050393107
432,OOF,ATU5,128.5725279282748,128.9681467736434,140.5238912753881,2.1520483957819105,3.618453702553875,10.189934041401074,130.72457632405667,131.1905280173855,143.133465941992
432,OOF,MJ3,71.9114113263832,73.27316926524958,89.09102786151266,3.2784610381007155,4.408698309534894,7.15369669043389,75.1898723644839,76.96605322591292,95.0680386947638
432,OOF,MJ1,15.969465965394024,16.983940291520444,23.029201519880644,-0.22166393194177278,2.1294195679741135,6.94605430273316,15.747802033452249,16.539016008612553,23.03675740360893
612,P0,ATU1,45.496686253344386,46.36986737798264,59.50313849318076,0.0,0.0,0.0,45.496686253344386,46.36986737798264,59.50313849318076
612,P0,ATU5,128.7323968149621,131.45324267188766,160.92875660512834,0.0,0.0,0.0,128.7323968149621,131.45324267188766,160.92875660512834
612,P0,MJ3,-22.77107515557716,23.215810209297537,27.837017819915445,0.0,0.0,0.0,-22.77107515557716,23.215810209297537,27.837017819915445
612,P0,MJ1,-31.163569292599597,31.96928880169607,40.84864449343877,0.0,0.0,0.0,-31.163569292599597,31.96928880169607,40.84864449343877
612,IN,ATU1,45.496686253344386,46.36986737798264,59.50313849318076,-2.665680860805364,3.1879880318210763,7.427581265176002,42.831005392539026,43.64983779868628,56.45747839339532
612,IN,ATU5,128.7323968149621,131.45324267188766,160.92875660512834,-0.725582164659906,1.4913716732295403,3.2000202745238653,128.0068146503022,130.6096369483325,160.5009674463904
612,IN,MJ3,-22.77107515557716,23.215810209297537,27.837017819915445,-0.41188542558270963,2.534963673603055,7.918878976235419,-23.182960581159872,23.617518782845156,29.42156531712294
612,IN,MJ1,-31.163569292599597,31.96928880169607,40.84864449343877,0.7254732416177154,2.823060270482671,6.342251375114188,-30.438096050981883,31.313075467730965,39.62277286743438
612,OOF,ATU1,45.496686253344386,46.36986737798264,59.50313849318076,-1.8946314509887991,8.331388603157212,22.55895939063157,43.602054802355596,46.29209382853571,65.99336366254425
612,OOF,ATU5,128.7323968149621,131.45324267188766,160.92875660512834,-2.064680704604126,8.205704571577506,22.128052521546124,126.66771611035797,130.62519154937044,168.17673553702213
612,OOF,MJ3,-22.77107515557716,23.215810209297537,27.837017819915445,-1.0053425389159618,8.119674244080839,23.41390210107511,-23.776417694493123,24.59174717398662,45.07152844474831
612,OOF,MJ1,-31.163569292599597,31.96928880169607,40.84864449343877,-0.6064752813657878,3.071181072149837,8.641981471211125,-31.770044573965382,32.27216972408777,41.14848382945149
