outer_days,branch,strategy,station,part,first_index,end_index_exclusive,days,rmse_mm,mae_mm,bias_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm
432,OLD,P0,MJ3,outer_train,30,432,402,11.250123373712501,5.674584969902051,-3.8996151749271015,7.277130471459705,0.9402985074626866,59.75862724224088,65.26665928829124,0.9651741293532339,76.69936800762036,79.7764318770332,0.9975124378109452,91.39293386645171,91.42288464613787
432,OLD,P0,MJ1,outer_train,30,432,402,4.400085244635963,3.7353431574545586,-0.8821313177816137,2.5578535057563414,0.7238805970149254,10.537824789370818,14.636423912489725,0.8606965174129353,13.525151744925454,15.983960143058805,0.9800995024875622,16.11621231135759,16.263637513982655
432,OLD,P0,ATU1,prediction,432,612,180,196.33890469709152,194.90230922647493,-194.90230922647493,173.3604535429428,0.0,97.8969430955823,1557.435319882421,0.0,125.64936665749916,2767.201884612008,0.0,149.72045475197956,4951.403728771383
432,OLD,P0,ATU5,prediction,432,612,180,266.92473395079844,263.1789198483796,-263.1789198483796,233.628877169232,0.0,134.3449837170556,2094.409263615574,0.0,172.42992052549425,3711.709112238144,0.005555555555555556,205.4629227403582,6623.380803062569
432,OLD,P0,MJ3,prediction,432,612,180,62.772169401164426,62.542387736851644,-62.542387736851644,49.45884212559619,0.0,59.75862724224067,386.3893683995539,0.0,76.69936800761955,560.5534426684568,0.0,91.39293386645181,765.2297660114805
432,OLD,P0,MJ1,prediction,432,612,180,7.91131448101995,6.058090614380136,2.0195820186376237,4.610936207395432,0.5111111111111111,10.537824789370834,32.55844051822449,0.7055555555555556,13.52515174492547,46.36890352380597,0.7722222222222223,16.116212311357604,67.72508305510581
432,OLD,IN,ATU1,old_fit_context,30,342,312,7.22730367283371,5.879450389164352,-5.0547746257932635,9.701610538560045,1.0,100.66830233486702,100.66830233486702,1.0,129.32034282058734,129.32034282058734,1.0,154.23644569828224,154.23644569828224
432,OLD,IN,ATU5,old_fit_context,30,342,312,9.053138909611523,6.653121504509606,-5.931342510874343,13.525260090950834,1.0,141.92067263002377,141.92067263002377,1.0,182.18300561527576,182.18300561527576,1.0,217.12199351967203,217.12199351967203
432,OLD,IN,MJ3,old_fit_context,30,342,312,3.174641209184509,2.2515069147709963,0.40230757150252044,5.6752744039133045,1.0,60.42808738585016,60.42808738585016,1.0,77.62486445732887,77.62486445732887,1.0,92.58080573055388,92.58080573055388
432,OLD,IN,MJ1,old_fit_context,30,342,312,3.929630069628206,2.9957048519142693,1.023292333077977,2.1910367247530966,0.8237179487179487,10.109435667504231,14.867668740635727,0.8685897435897436,12.978070685289588,18.281734276061464,0.9006410256410257,15.46957856954776,20.206484712350715
432,OLD,IN,ATU1,scale_context,342,432,90,39.23626968729435,36.38485593902719,-36.38485593902719,23.158378186865647,0.9111111111111111,100.68409874836351,110.58000974964672,0.9666666666666667,129.3362025418233,133.29587936942994,1.0,154.24951401300876,154.24951401300876
432,OLD,IN,ATU5,scale_context,342,432,90,55.28873723662839,50.747232398919095,-50.747232398919095,32.59691760060044,0.8666666666666667,141.88486398213212,159.02871472308206,0.9666666666666667,182.1347580207011,184.8391453744113,1.0,217.06159296434308,217.06159296434308
432,OLD,IN,MJ3,scale_context,342,432,90,23.516991571814337,17.722301079103005,-17.549140909266775,13.282893499715692,0.7444444444444445,60.51772930535845,86.23035150185248,0.8555555555555555,77.74130639742745,95.02611031938207,0.9666666666666667,92.72081341905653,93.9283087952177
432,OLD,IN,MJ1,scale_context,342,432,90,3.7137380929943586,3.1239356811219445,-0.13660017491227133,2.1463947582458007,0.8,10.219648615844157,12.11325798362552,0.9444444444444444,13.118968651935221,13.355040594382647,1.0,15.634271330448291,15.634271330448291
432,OLD,IN,ATU1,outer_train,30,432,402,19.62652661248839,12.709018795850064,-12.068971934726234,12.714319713553836,0.9800995024875622,100.6718388453513,102.88734130832518,0.9925373134328358,129.32389350444615,130.2103883165969,1.0,154.23937144038518,154.23937144038518
432,OLD,IN,ATU5,outer_train,30,432,402,27.349193508364458,16.52493737639233,-15.964750694764959,17.795034160275375,0.9701492537313433,141.91265576855548,145.75083130757415,0.9925373134328358,182.17220391499788,182.77766377030613,1.0,217.108471007285,217.108471007285
432,OLD,IN,MJ3,outer_train,30,432,402,11.473400400848345,5.71511754857667,-3.6166734316547844,7.378472708943691,0.9427860696517413,60.448156472307254,66.20471368047755,0.9676616915422885,77.65093354839573,81.52066576972884,0.9925373134328358,92.61215073544253,92.88248552115026
432,OLD,IN,MJ1,outer_train,30,432,402,3.8823392097005045,3.024413246513003,0.7636149059159811,2.181042254639523,0.818407960199005,10.134110208177349,14.251009615931949,0.8855721393034826,13.0096150061804,17.178743153297546,0.9228855721393034,15.506450083182205,19.18285485073077
432,OLD,IN,ATU1,prediction,432,612,180,212.54917043603538,210.63306637565725,-210.63306637565725,188.46948552572567,0.0,100.6636514672067,1704.013214141864,0.0,129.3118798950172,3050.570560823304,0.0,154.2231082472639,5500.665431529333
432,OLD,IN,ATU5,prediction,432,612,180,285.51968189047335,280.3728926245152,-280.3728926245152,249.081487769418,0.0,142.28886674732587,2235.011035055443,0.0,182.64548680001874,3965.9118328057307,0.011111111111111112,217.66002697229382,7088.037410523587
