candidate,window,station,days,start,end,observed_mm_day,predicted_mm_day,background_mm_day,other_state_mm_day
B_baseline,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.2758748499177102,0.2737343743794199,0.0021404755382908053
B_baseline,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.19793408196278506,0.18873512532658576,0.009198956636203093
B_baseline,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.14260295621842262,0.13539856214856438,0.007204394069856808
B_baseline,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.04620260362922611,0.04159987195590757,0.004602731673318456
B_baseline,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.2711334384619085,0.26991444862185715,0.0012189898400511842
B_baseline,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.19219098071859358,0.1773396250694524,0.014851355649140885
B_baseline,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.13751486196591461,0.12908999716282527,0.00842486480308856
B_baseline,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.04399382915351945,0.041634881462725086,0.0023589476907943663
B_baseline,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.32004793801258224,0.3189225130090307,0.0011254250035525122
B_baseline,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.37804838534347407,0.3055191332157837,0.07252925212769318
B_baseline,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.455230724047946,0.20029206243833025,0.25493866160961764
B_baseline,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.484508353716957,0.04168796785852685,0.4428203858584305
B_baseline,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.5375078237120432,0.336810168843307,0.20069765486873684
B_baseline,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.553330833462188,0.4256402497874155,0.12769058367477285
B_baseline,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.6699232661412667,0.26704567748212105,0.40287758865914625
B_baseline,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.24804802329700015,0.041692014449992994,0.20635600884700725
B_baseline,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.43592863976592816,0.3435170638022413,0.09241157596368718
B_baseline,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,0.5946733030850648,0.4413731207842752,0.15330018230079037
B_baseline,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.5421793656553247,0.27577776661571934,0.2664015990396058
A_continued,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.13443953049844215,0.13207273793991875,0.0023667925585224717
A_continued,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.19119111553383353,0.18514944115444412,0.006041674379389406
A_continued,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.25658795546022095,0.25397255640817207,0.0026153990520555227
A_continued,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.16055654895713284,0.15871328796863463,0.0018432609884987035
A_continued,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.12583515372734458,0.12475986146477061,0.001075292262573334
A_continued,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.21272207737837398,0.18378587373388264,0.028936203644491343
A_continued,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.24184109942585413,0.24307010480742974,-0.0012290053815740343
A_continued,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.15237759967222803,0.15274989567902789,-0.0003722960067997229
A_continued,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.22238401571016386,0.21624171035020842,0.006142305359956405
A_continued,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.24370934959487348,0.2403394302769158,0.003369919317958647
A_continued,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.40028426530019867,0.3976098904821394,0.0026743748180531194
A_continued,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.24120223607251318,0.23750599445568005,0.003696241616834565
A_continued,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.3865039169197309,0.29786335848519246,0.08864055843453873
A_continued,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.386357175716515,0.26634750916163563,0.12000966655488002
A_continued,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.7694304593277467,0.5227881789691423,0.24664228035860275
A_continued,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.8053830584083824,0.30617556610224045,0.49920749230614125
A_continued,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.3224357031481598,0.3089460758507207,0.013489627297439218
A_continued,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.9014881259944436,0.271886787770576,0.6296013382238679
A_continued,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,1.1765707423029816,0.5412282056079497,0.6353425366950319
A_continued,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.9633414475326365,0.31628598532652374,0.6470554622061123
B_continued,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.04518622290532335,0.04107876904636356,0.004107453858959313
B_continued,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.27328888879965046,0.27119824576494644,0.0020906430347035136
B_continued,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.19734246835092412,0.1879724387297538,0.009370029621166509
B_continued,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.14271506156582064,0.13539513150854532,0.007319930057275788
B_continued,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.04565682730041468,0.041078767577142135,0.004578059723272392
B_continued,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.26863226848445326,0.2674118064509263,0.0012204620335264987
B_continued,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.19166095595474214,0.17652190667845025,0.015139049276291101
B_continued,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.13770595690936285,0.12912666448630228,0.008579292423059806
B_continued,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.04343655994810736,0.04107877722224818,0.0023577827258596546
B_continued,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.31660427057465007,0.3155150288453797,0.0010892417292723167
B_continued,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.37772685461811,0.3040948575983189,0.07363199701979302
B_continued,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.45797451599868283,0.1991747052498776,0.25879981074880426
B_continued,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.3948598620039478,0.041078791857791765,0.3537810701461562
B_continued,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.4443023174621809,0.33304258618414684,0.11125973127803503
B_continued,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.5535451807093498,0.4246322718595195,0.12891290884983103
B_continued,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.6726996058059689,0.2653844424210206,0.4073151633849485
B_continued,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.19959479657415058,0.041078792972310575,0.15851600360184015
B_continued,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.39692547737820344,0.3396533802563277,0.057272097121876045
B_continued,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,0.5987127269425767,0.4402977510659832,0.15841497587659278
B_continued,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.5449185240496977,0.2739798896211003,0.27093863442859717
