candidate,window,station,days,start,end,observed_mm_day,predicted_mm_day,background_mm_day,other_state_mm_day
A_baseline,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.13451494028075028,0.1322075481336886,0.0023073921470616672
A_baseline,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.19135581854745662,0.18545329480011788,0.005902523747338743
A_baseline,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.25732306591260873,0.25469929718095347,0.0026237687316533237
A_baseline,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.1608790761991789,0.15896175831487463,0.0019173178843066316
A_baseline,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.12590200189861145,0.12486514207204509,0.0010368598265661907
A_baseline,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.21219696213687483,0.18411398778015667,0.028082974356717867
A_baseline,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.24271869204255836,0.24396425658290657,-0.0012455645403488486
A_baseline,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.15274642489165696,0.15309469745794785,-0.0003482725662907329
A_baseline,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.22272213150953726,0.21650032589314303,0.006221805616394249
A_baseline,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.24356724540354927,0.24024701567424434,0.0033202297293068264
A_baseline,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.40058411842470226,0.3978466901928963,0.0027374282318078256
A_baseline,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.24135411197974008,0.237427081964339,0.003927030015401082
A_baseline,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.387171174388913,0.29838821639207,0.088782957996843
A_baseline,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.3882799792973458,0.2659439605911031,0.12233601870624335
A_baseline,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.7702548112086738,0.5215675845941882,0.24868722661448667
A_baseline,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.8198692538808624,0.3052464568823156,0.5146227969985466
A_baseline,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.3246795375988149,0.30949219787521337,0.015187339723601668
A_baseline,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.9110257474997389,0.2714306425034175,0.6395951049963218
A_baseline,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,1.1804222171483794,0.5399010602727233,0.6405211568756561
A_baseline,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.9907084822121874,0.3152908728771521,0.6754176093350351
B_baseline,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.04571099365134614,0.04160520173080755,0.004105791920538119
