case,date,station,displacement,dt_days,displacement_valid,time_status,velocity,velocity_status,delta_v,delta_v_status,acceleration,acceleration_status
ootang,2016-07-01,MJ9,262.42367,,True,warmup,,warmup,,warmup,,warmup
ootang,2016-07-02,MJ9,262.42711,1.0,True,valid,0.003440000000011878,valid,,warmup,,warmup
ootang,2016-07-03,MJ9,262.43055,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-07-04,MJ9,262.43399,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-07-05,MJ9,262.43743,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-06,MJ9,262.44087,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-07,MJ9,262.44431,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-07-08,MJ9,262.44775,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-07-09,MJ9,262.45119,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-10,MJ9,262.45463,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-11,MJ9,262.45808,1.0,True,valid,0.0034499999999866304,valid,9.999999974752427e-06,valid,9.999999974752427e-06,valid
ootang,2016-07-12,MJ9,262.46152,1.0,True,valid,0.003440000000011878,valid,-9.999999974752427e-06,valid,-9.999999974752427e-06,valid
ootang,2016-07-13,MJ9,262.46496,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-14,MJ9,262.4684,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-07-15,MJ9,262.47184,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-07-16,MJ9,262.47528,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-17,MJ9,262.47872,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-18,MJ9,262.48216,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-19,MJ9,262.4856,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-07-20,MJ9,262.48904,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-07-21,MJ9,262.49248,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-22,MJ9,262.49592,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-23,MJ9,262.49937,1.0,True,valid,0.0034499999999866304,valid,9.999999974752427e-06,valid,9.999999974752427e-06,valid
ootang,2016-07-24,MJ9,262.50281,1.0,True,valid,0.003440000000011878,valid,-9.999999974752427e-06,valid,-9.999999974752427e-06,valid
ootang,2016-07-25,MJ9,262.50625,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-26,MJ9,262.50969,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-07-27,MJ9,262.51313,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-07-28,MJ9,262.51657,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-29,MJ9,262.52001,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-30,MJ9,262.52345,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-07-31,MJ9,262.52689,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-08-01,MJ9,262.53033,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-08-02,MJ9,262.53377,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-03,MJ9,262.53722,1.0,True,valid,0.0034499999999866304,valid,9.999999974752427e-06,valid,9.999999974752427e-06,valid
ootang,2016-08-04,MJ9,262.54066,1.0,True,valid,0.003440000000011878,valid,-9.999999974752427e-06,valid,-9.999999974752427e-06,valid
ootang,2016-08-05,MJ9,262.5441,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-06,MJ9,262.54754,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-07,MJ9,262.55098,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-08-08,MJ9,262.55442,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-08-09,MJ9,262.55786,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-10,MJ9,262.5613,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-11,MJ9,262.56474,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-08-12,MJ9,262.56818,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-08-13,MJ9,262.57162,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-14,MJ9,262.57506,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-15,MJ9,262.57851,1.0,True,valid,0.0034499999999866304,valid,9.999999974752427e-06,valid,9.999999974752427e-06,valid
ootang,2016-08-16,MJ9,262.58195,1.0,True,valid,0.003440000000011878,valid,-9.999999974752427e-06,valid,-9.999999974752427e-06,valid
ootang,2016-08-17,MJ9,262.58539,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-18,MJ9,262.58883,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-08-19,MJ9,262.59227,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-08-20,MJ9,262.59571,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-21,MJ9,262.59915,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-22,MJ9,262.60259,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-23,MJ9,262.60603,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-08-24,MJ9,262.60947,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-08-25,MJ9,262.61291,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-26,MJ9,262.61635,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-27,MJ9,262.6198,1.0,True,valid,0.0034499999999866304,valid,9.999999974752427e-06,valid,9.999999974752427e-06,valid
ootang,2016-08-28,MJ9,262.62324,1.0,True,valid,0.003440000000011878,valid,-9.999999974752427e-06,valid,-9.999999974752427e-06,valid
ootang,2016-08-29,MJ9,262.62668,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-08-30,MJ9,262.63012,1.0,True,valid,0.0034399999999550346,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-08-31,MJ9,262.63356,1.0,True,valid,0.003440000000011878,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-09-01,MJ9,262.637,1.0,True,valid,0.003440000000011878,valid,0.0,valid,0.0,valid
ootang,2016-09-02,MJ9,262.63242,1.0,True,valid,-0.004579999999975826,valid,-0.008019999999987704,valid,-0.008019999999987704,valid
ootang,2016-09-03,MJ9,262.61235,1.0,True,valid,-0.02007000000003245,valid,-0.015490000000056625,valid,-0.015490000000056625,valid
ootang,2016-09-04,MJ9,262.57761,1.0,True,valid,-0.03473999999999933,valid,-0.014669999999966876,valid,-0.014669999999966876,valid
ootang,2016-09-05,MJ9,262.52902,1.0,True,valid,-0.04858999999999014,valid,-0.013849999999990814,valid,-0.013849999999990814,valid
ootang,2016-09-06,MJ9,262.46741,1.0,True,valid,-0.06161000000003014,valid,-0.01302000000004,valid,-0.01302000000004,valid
ootang,2016-09-07,MJ9,262.39359,1.0,True,valid,-0.07381999999995514,valid,-0.012209999999925003,valid,-0.012209999999925003,valid
ootang,2016-09-08,MJ9,262.30839,1.0,True,valid,-0.08520000000004302,valid,-0.011380000000087875,valid,-0.011380000000087875,valid
ootang,2016-09-09,MJ9,262.21263,1.0,True,valid,-0.0957599999999843,valid,-0.010559999999941283,valid,-0.010559999999941283,valid
ootang,2016-09-10,MJ9,262.10713,1.0,True,valid,-0.10550000000000637,valid,-0.009740000000022064,valid,-0.009740000000022064,valid
ootang,2016-09-11,MJ9,261.99271,1.0,True,valid,-0.11441999999999553,valid,-0.008919999999989159,valid,-0.008919999999989159,valid
ootang,2016-09-12,MJ9,261.87019,1.0,True,valid,-0.12252000000000862,valid,-0.008100000000013097,valid,-0.008100000000013097,valid
ootang,2016-09-13,MJ9,261.7404,1.0,True,valid,-0.12978999999995722,valid,-0.007269999999948595,valid,-0.007269999999948595,valid
ootang,2016-09-14,MJ9,261.60416,1.0,True,valid,-0.13624000000004344,valid,-0.00645000000008622,valid,-0.00645000000008622,valid
ootang,2016-09-15,MJ9,261.46228,1.0,True,valid,-0.14187999999995782,valid,-0.00563999999991438,valid,-0.00563999999991438,valid
ootang,2016-09-16,MJ9,261.3156,1.0,True,valid,-0.14668000000000347,valid,-0.004800000000045657,valid,-0.004800000000045657,valid
ootang,2016-09-17,MJ9,261.16493,1.0,True,valid,-0.15066999999999098,valid,-0.0039899999999875035,valid,-0.0039899999999875035,valid
ootang,2016-09-18,MJ9,261.01109,1.0,True,valid,-0.15384000000000242,valid,-0.0031700000000114414,valid,-0.0031700000000114414,valid
ootang,2016-09-19,MJ9,260.85491,1.0,True,valid,-0.1561800000000062,valid,-0.0023400000000037835,valid,-0.0023400000000037835,valid
ootang,2016-09-20,MJ9,260.69721,1.0,True,valid,-0.15770000000003392,valid,-0.0015200000000277214,valid,-0.0015200000000277214,valid
ootang,2016-09-21,MJ9,260.53881,1.0,True,valid,-0.1583999999999719,valid,-0.0006999999999379725,valid,-0.0006999999999379725,valid
ootang,2016-09-22,MJ9,260.38052,1.0,True,valid,-0.15829000000002225,valid,0.00010999999994965037,valid,0.00010999999994965037,valid
ootang,2016-09-23,MJ9,260.22318,1.0,True,valid,-0.1573399999999765,valid,0.0009500000000457476,valid,0.0009500000000457476,valid
ootang,2016-09-24,MJ9,260.06761,1.0,True,valid,-0.15557000000001153,valid,0.0017699999999649663,valid,0.0017699999999649663,valid
ootang,2016-09-25,MJ9,259.91462,1.0,True,valid,-0.1529899999999884,valid,0.0025800000000231194,valid,0.0025800000000231194,valid
ootang,2016-09-26,MJ9,259.76504,1.0,True,valid,-0.14958000000001448,valid,0.003409999999973934,valid,0.003409999999973934,valid
ootang,2016-09-27,MJ9,259.61968,1.0,True,valid,-0.1453599999999824,valid,0.004220000000032087,valid,0.004220000000032087,valid
ootang,2016-09-28,MJ9,259.47938,1.0,True,valid,-0.14030000000002474,valid,0.005059999999957654,valid,0.005059999999957654,valid
ootang,2016-09-29,MJ9,259.34495,1.0,True,valid,-0.13443000000000893,valid,0.005870000000015807,valid,0.005870000000015807,valid
ootang,2016-09-30,MJ9,259.21722,1.0,True,valid,-0.12772999999998547,valid,0.006700000000023465,valid,0.006700000000023465,valid
ootang,2016-10-01,MJ9,259.097,1.0,True,valid,-0.12022000000001754,valid,0.007509999999967931,valid,0.007509999999967931,valid
ootang,2016-10-02,MJ9,258.97736,1.0,True,valid,-0.11964000000000397,valid,0.0005800000000135697,valid,0.0005800000000135697,valid
ootang,2016-10-03,MJ9,258.85128,1.0,True,valid,-0.12608000000000175,valid,-0.006439999999997781,valid,-0.006439999999997781,valid
ootang,2016-10-04,MJ9,258.71946,1.0,True,valid,-0.13181999999994787,valid,-0.0057399999999461215,valid,-0.0057399999999461215,valid
ootang,2016-10-05,MJ9,258.58261,1.0,True,valid,-0.1368500000000381,valid,-0.00503000000009024,valid,-0.00503000000009024,valid
ootang,2016-10-06,MJ9,258.44143,1.0,True,valid,-0.141179999999963,valid,-0.004329999999924894,valid,-0.004329999999924894,valid
ootang,2016-10-07,MJ9,258.29662,1.0,True,valid,-0.14481000000000677,valid,-0.003630000000043765,valid,-0.003630000000043765,valid
ootang,2016-10-08,MJ9,258.14889,1.0,True,valid,-0.14773000000002412,valid,-0.002920000000017353,valid,-0.002920000000017353,valid
ootang,2016-10-09,MJ9,257.99895,1.0,True,valid,-0.14994000000001506,valid,-0.0022099999999909414,valid,-0.0022099999999909414,valid
ootang,2016-10-10,MJ9,257.84749,1.0,True,valid,-0.15145999999998594,valid,-0.001519999999970878,valid,-0.001519999999970878,valid
ootang,2016-10-11,MJ9,257.69522,1.0,True,valid,-0.15226999999998725,valid,-0.0008100000000013097,valid,-0.0008100000000013097,valid
ootang,2016-10-12,MJ9,257.54284,1.0,True,valid,-0.15237999999999374,valid,-0.00011000000000649379,valid,-0.00011000000000649379,valid
ootang,2016-10-13,MJ9,257.39106,1.0,True,valid,-0.15178000000003067,valid,0.0005999999999630745,valid,0.0005999999999630745,valid
ootang,2016-10-14,MJ9,257.24059,1.0,True,valid,-0.15046999999998434,valid,0.0013100000000463297,valid,0.0013100000000463297,valid
ootang,2016-10-15,MJ9,257.09212,1.0,True,valid,-0.1484699999999748,valid,0.0020000000000095497,valid,0.0020000000000095497,valid
ootang,2016-10-16,MJ9,256.94636,1.0,True,valid,-0.14575999999999567,valid,0.002709999999979118,valid,0.002709999999979118,valid
ootang,2016-10-17,MJ9,256.80401,1.0,True,valid,-0.14235000000002174,valid,0.003409999999973934,valid,0.003409999999973934,valid
ootang,2016-10-18,MJ9,256.66578,1.0,True,valid,-0.1382300000000214,valid,0.004120000000000346,valid,0.004120000000000346,valid
ootang,2016-10-19,MJ9,256.53237,1.0,True,valid,-0.1334099999999694,valid,0.004820000000052005,valid,0.004820000000052005,valid
ootang,2016-10-20,MJ9,256.40448,1.0,True,valid,-0.12789000000003625,valid,0.005519999999933134,valid,0.005519999999933134,valid
ootang,2016-10-21,MJ9,256.28283,1.0,True,valid,-0.12164999999998827,valid,0.006240000000047985,valid,0.006240000000047985,valid
ootang,2016-10-22,MJ9,256.1681,1.0,True,valid,-0.11473000000000866,valid,0.006919999999979609,valid,0.006919999999979609,valid
ootang,2016-10-23,MJ9,256.06102,1.0,True,valid,-0.10707999999999629,valid,0.007650000000012369,valid,0.007650000000012369,valid
ootang,2016-10-24,MJ9,255.96227,1.0,True,valid,-0.09874999999999545,valid,0.008330000000000837,valid,0.008330000000000837,valid
ootang,2016-10-25,MJ9,255.87257,1.0,True,valid,-0.08969999999999345,valid,0.009050000000002001,valid,0.009050000000002001,valid
ootang,2016-10-26,MJ9,255.79261,1.0,True,valid,-0.07995999999999981,valid,0.009739999999993643,valid,0.009739999999993643,valid
ootang,2016-10-27,MJ9,255.72311,1.0,True,valid,-0.069500000000005,valid,0.010459999999994807,valid,0.010459999999994807,valid
ootang,2016-10-28,MJ9,255.66476,1.0,True,valid,-0.05834999999999013,valid,0.01115000000001487,valid,0.01115000000001487,valid
ootang,2016-10-29,MJ9,255.61827,1.0,True,valid,-0.04649000000000569,valid,0.011859999999984439,valid,0.011859999999984439,valid
ootang,2016-10-30,MJ9,255.58434,1.0,True,valid,-0.03392999999999802,valid,0.012560000000007676,valid,0.012560000000007676,valid
ootang,2016-10-31,MJ9,255.56369,1.0,True,valid,-0.020649999999989177,valid,0.01328000000000884,valid,0.01328000000000884,valid
ootang,2016-11-01,MJ9,255.557,1.0,True,valid,-0.006690000000020291,valid,0.013959999999968886,valid,0.013959999999968886,valid
ootang,2016-11-02,MJ9,255.55878,1.0,True,valid,0.0017800000000249838,valid,0.008470000000045275,valid,0.008470000000045275,valid
ootang,2016-11-03,MJ9,255.56296,1.0,True,valid,0.004179999999990969,valid,0.002399999999965985,valid,0.002399999999965985,valid
ootang,2016-11-04,MJ9,255.56942,1.0,True,valid,0.006460000000004129,valid,0.0022800000000131604,valid,0.0022800000000131604,valid
ootang,2016-11-05,MJ9,255.57803,1.0,True,valid,0.008610000000004447,valid,0.0021500000000003183,valid,0.0021500000000003183,valid
ootang,2016-11-06,MJ9,255.58865,1.0,True,valid,0.01061999999998875,valid,0.002009999999984302,valid,0.002009999999984302,valid
ootang,2016-11-07,MJ9,255.60116,1.0,True,valid,0.012509999999991805,valid,0.001890000000003056,valid,0.001890000000003056,valid
ootang,2016-11-08,MJ9,255.61544,1.0,True,valid,0.014280000000013615,valid,0.0017700000000218097,valid,0.0017700000000218097,valid
ootang,2016-11-09,MJ9,255.63134,1.0,True,valid,0.015899999999987813,valid,0.0016199999999741976,valid,0.0016199999999741976,valid
ootang,2016-11-10,MJ9,255.64875,1.0,True,valid,0.01741000000001236,valid,0.0015100000000245473,valid,0.0015100000000245473,valid
ootang,2016-11-11,MJ9,255.66754,1.0,True,valid,0.018789999999995644,valid,0.0013799999999832835,valid,0.0013799999999832835,valid
ootang,2016-11-12,MJ9,255.68757,1.0,True,valid,0.020029999999991333,valid,0.001239999999995689,valid,0.001239999999995689,valid
ootang,2016-11-13,MJ9,255.70872,1.0,True,valid,0.021150000000005775,valid,0.0011200000000144428,valid,0.0011200000000144428,valid
ootang,2016-11-14,MJ9,255.73085,1.0,True,valid,0.022130000000004202,valid,0.0009799999999984266,valid,0.0009799999999984266,valid
ootang,2016-11-15,MJ9,255.75385,1.0,True,valid,0.022999999999996135,valid,0.0008699999999919328,valid,0.0008699999999919328,valid
ootang,2016-11-16,MJ9,255.77757,1.0,True,valid,0.0237199999999973,valid,0.0007200000000011642,valid,0.0007200000000011642,valid
ootang,2016-11-17,MJ9,255.8019,1.0,True,valid,0.02432999999999197,valid,0.0006099999999946704,valid,0.0006099999999946704,valid
ootang,2016-11-18,MJ9,255.82671,1.0,True,valid,0.02481000000000222,valid,0.00048000000001025,valid,0.00048000000001025,valid
ootang,2016-11-19,MJ9,255.85185,1.0,True,valid,0.0251400000000217,valid,0.0003300000000194814,valid,0.0003300000000194814,valid
ootang,2016-11-20,MJ9,255.87722,1.0,True,valid,0.02536999999998102,valid,0.0002299999999593183,valid,0.0002299999999593183,valid
ootang,2016-11-21,MJ9,255.90267,1.0,True,valid,0.025450000000006412,valid,8.000000002539309e-05,valid,8.000000002539309e-05,valid
ootang,2016-11-22,MJ9,255.92808,1.0,True,valid,0.025409999999993715,valid,-4.0000000012696546e-05,valid,-4.0000000012696546e-05,valid
ootang,2016-11-23,MJ9,255.95332,1.0,True,valid,0.0252399999999966,valid,-0.0001699999999971169,valid,-0.0001699999999971169,valid
ootang,2016-11-24,MJ9,255.97826,1.0,True,valid,0.02494000000001506,valid,-0.00029999999998153726,valid,-0.00029999999998153726,valid
ootang,2016-11-25,MJ9,256.00277,1.0,True,valid,0.02450999999999226,valid,-0.00043000000002280103,valid,-0.00043000000002280103,valid
ootang,2016-11-26,MJ9,256.02673,1.0,True,valid,0.023959999999988213,valid,-0.0005500000000040473,valid,-0.0005500000000040473,valid
ootang,2016-11-27,MJ9,256.05,1.0,True,valid,0.023270000000024993,valid,-0.00068999999996322,valid,-0.00068999999996322,valid
ootang,2016-11-28,MJ9,256.07246,1.0,True,valid,0.02245999999996684,valid,-0.0008100000000581531,valid,-0.0008100000000581531,valid
ootang,2016-11-29,MJ9,256.09398,1.0,True,valid,0.02152000000000953,valid,-0.0009399999999573083,valid,-0.0009399999999573083,valid
ootang,2016-11-30,MJ9,256.11442,1.0,True,valid,0.020440000000007785,valid,-0.0010800000000017462,valid,-0.0010800000000017462,valid
ootang,2016-12-01,MJ9,256.13367,1.0,True,valid,0.019249999999999545,valid,-0.00119000000000824,valid,-0.00119000000000824,valid
ootang,2016-12-02,MJ9,256.15227,1.0,True,valid,0.01859999999999218,valid,-0.0006500000000073669,valid,-0.0006500000000073669,valid
ootang,2016-12-03,MJ9,256.17087,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2016-12-04,MJ9,256.18947,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2016-12-05,MJ9,256.20808,1.0,True,valid,0.018610000000023774,valid,1.0000000031595846e-05,valid,1.0000000031595846e-05,valid
ootang,2016-12-06,MJ9,256.22668,1.0,True,valid,0.01859999999999218,valid,-1.0000000031595846e-05,valid,-1.0000000031595846e-05,valid
ootang,2016-12-07,MJ9,256.24528,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2016-12-08,MJ9,256.26388,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2016-12-09,MJ9,256.28248,1.0,True,valid,0.018600000000049022,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-12-10,MJ9,256.30109,1.0,True,valid,0.01860999999996693,valid,9.999999917909008e-06,valid,9.999999917909008e-06,valid
ootang,2016-12-11,MJ9,256.31969,1.0,True,valid,0.01859999999999218,valid,-9.999999974752427e-06,valid,-9.999999974752427e-06,valid
ootang,2016-12-12,MJ9,256.33829,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2016-12-13,MJ9,256.35689,1.0,True,valid,0.018600000000049022,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-12-14,MJ9,256.37549,1.0,True,valid,0.01859999999999218,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-12-15,MJ9,256.3941,1.0,True,valid,0.01860999999996693,valid,9.999999974752427e-06,valid,9.999999974752427e-06,valid
ootang,2016-12-16,MJ9,256.4127,1.0,True,valid,0.01859999999999218,valid,-9.999999974752427e-06,valid,-9.999999974752427e-06,valid
ootang,2016-12-17,MJ9,256.4313,1.0,True,valid,0.018600000000049022,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-12-18,MJ9,256.4499,1.0,True,valid,0.01859999999999218,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-12-19,MJ9,256.46851,1.0,True,valid,0.01860999999996693,valid,9.999999974752427e-06,valid,9.999999974752427e-06,valid
ootang,2016-12-20,MJ9,256.48711,1.0,True,valid,0.01859999999999218,valid,-9.999999974752427e-06,valid,-9.999999974752427e-06,valid
ootang,2016-12-21,MJ9,256.50571,1.0,True,valid,0.018600000000049022,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2016-12-22,MJ9,256.52431,1.0,True,valid,0.01859999999999218,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-12-23,MJ9,256.54291,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2016-12-24,MJ9,256.56152,1.0,True,valid,0.01860999999996693,valid,9.999999974752427e-06,valid,9.999999974752427e-06,valid
ootang,2016-12-25,MJ9,256.58012,1.0,True,valid,0.018600000000049022,valid,-9.999999917909008e-06,valid,-9.999999917909008e-06,valid
ootang,2016-12-26,MJ9,256.59872,1.0,True,valid,0.01859999999999218,valid,-5.684341886080802e-14,valid,-5.684341886080802e-14,valid
ootang,2016-12-27,MJ9,256.61732,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2016-12-28,MJ9,256.63592,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2016-12-29,MJ9,256.65453,1.0,True,valid,0.018610000000023774,valid,1.0000000031595846e-05,valid,1.0000000031595846e-05,valid
ootang,2016-12-30,MJ9,256.67313,1.0,True,valid,0.01859999999999218,valid,-1.0000000031595846e-05,valid,-1.0000000031595846e-05,valid
ootang,2016-12-31,MJ9,256.69173,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-01,MJ9,256.71033,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-02,MJ9,256.72894,1.0,True,valid,0.018610000000023774,valid,1.0000000031595846e-05,valid,1.0000000031595846e-05,valid
ootang,2017-01-03,MJ9,256.74754,1.0,True,valid,0.01859999999999218,valid,-1.0000000031595846e-05,valid,-1.0000000031595846e-05,valid
ootang,2017-01-04,MJ9,256.76614,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-05,MJ9,256.78474,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-06,MJ9,256.80334,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-07,MJ9,256.82195,1.0,True,valid,0.018610000000023774,valid,1.0000000031595846e-05,valid,1.0000000031595846e-05,valid
ootang,2017-01-08,MJ9,256.84055,1.0,True,valid,0.01859999999999218,valid,-1.0000000031595846e-05,valid,-1.0000000031595846e-05,valid
ootang,2017-01-09,MJ9,256.85915,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-10,MJ9,256.87775,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-11,MJ9,256.89635,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-12,MJ9,256.91496,1.0,True,valid,0.018610000000023774,valid,1.0000000031595846e-05,valid,1.0000000031595846e-05,valid
ootang,2017-01-13,MJ9,256.93356,1.0,True,valid,0.01859999999999218,valid,-1.0000000031595846e-05,valid,-1.0000000031595846e-05,valid
ootang,2017-01-14,MJ9,256.95216,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-15,MJ9,256.97076,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-16,MJ9,256.98937,1.0,True,valid,0.018610000000023774,valid,1.0000000031595846e-05,valid,1.0000000031595846e-05,valid
ootang,2017-01-17,MJ9,257.00797,1.0,True,valid,0.01859999999999218,valid,-1.0000000031595846e-05,valid,-1.0000000031595846e-05,valid
ootang,2017-01-18,MJ9,257.02657,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-19,MJ9,257.04517,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-20,MJ9,257.06377,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-21,MJ9,257.08238,1.0,True,valid,0.018610000000023774,valid,1.0000000031595846e-05,valid,1.0000000031595846e-05,valid
ootang,2017-01-22,MJ9,257.10098,1.0,True,valid,0.01859999999999218,valid,-1.0000000031595846e-05,valid,-1.0000000031595846e-05,valid
ootang,2017-01-23,MJ9,257.11958,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-24,MJ9,257.13818,1.0,True,valid,0.01859999999999218,valid,0.0,valid,0.0,valid
ootang,2017-01-25,MJ9,257.15678,1.0,True,valid,0.018600000000049022,valid,5.684341886080802e-14,valid,5.684341886080802e-14,valid
ootang,2017-01-26,MJ9,257.17539,1.0,True,valid,0.01860999999996693,valid,9.999999917909008e-06,valid,9.999999917909008e-06,valid
