Date,MJ9_disp,MJ9_v,MJ9_a,MJ9_alpha_raw,MJ9_alpha_smooth,MJ9_alpha_daily_level,MJ9_alpha_level,MJ9_alpha,MJ1_disp,MJ1_v,MJ1_a,MJ1_alpha_raw,MJ1_alpha_smooth,MJ1_alpha_daily_level,MJ1_alpha_level,MJ1_alpha,MJ3_disp,MJ3_v,MJ3_a,MJ3_alpha_raw,MJ3_alpha_smooth,MJ3_alpha_daily_level,MJ3_alpha_level,MJ3_alpha,ATU1_disp,ATU1_v,ATU1_a,ATU1_alpha_raw,ATU1_alpha_smooth,ATU1_alpha_daily_level,ATU1_alpha_level,ATU1_alpha,ATU2_disp,ATU2_v,ATU2_a,ATU2_alpha_raw,ATU2_alpha_smooth,ATU2_alpha_daily_level,ATU2_alpha_level,ATU2_alpha,ATU3_disp,ATU3_v,ATU3_a,ATU3_alpha_raw,ATU3_alpha_smooth,ATU3_alpha_daily_level,ATU3_alpha_level,ATU3_alpha,ATU4_disp,ATU4_v,ATU4_a,ATU4_alpha_raw,ATU4_alpha_smooth,ATU4_alpha_daily_level,ATU4_alpha_level,ATU4_alpha,ATU5_disp,ATU5_v,ATU5_a,ATU5_alpha_raw,ATU5_alpha_smooth,ATU5_alpha_daily_level,ATU5_alpha_level,ATU5_alpha,RWL,RWL_rate,Rain,Rain_cum7,Rain_cum15,Rain_cum30
2016-07-30,262.52345,0.003440000000011878,0.0,1.2942736940826207,1.2942736940935249,0,0,1.2942736940935249,679.7702407323326,0.22945010244154673,0.002288489673901495,14.319339229462958,14.250845790514544,0,0,14.250845790514544,950.5739955819192,0.2261609765820367,0.0019141176244374947,11.917823058859181,11.868823039398535,0,0,11.868823039398535,23.17619259411871,0.5708692367770212,-0.02403261244131727,40.137708501305355,40.72688291896139,0,0,40.72688291896139,15.29421,0.3287300000000002,-0.014189999999999259,81.54291526402478,81.71908479634116,2,2,81.71908479634116,35.01151,0.8564399999999992,-0.025060000000003413,83.34016288415624,83.43534927832773,2,2,83.43534927832773,13.05036,0.2974699999999988,-0.01089000000000162,85.65912034220186,85.73685883974201,3,3,85.73685883974201,42.77654062919802,1.1745388187839652,-0.03163308488008454,75.54920088891416,75.7333240734109,1,1,75.7333240734109,156.13,-0.3100000000000023,0.0,20.828,44.45,295.402
2016-07-31,262.52689,0.0034399999999550346,-5.684341886080802e-14,1.2942736940612412,1.29427369406006,0,0,1.29427369406006,680.0020610562219,0.2318203238893375,0.0023702214477907546,14.461085426023084,14.39023482107684,0,0,14.39023482107684,950.8021390374702,0.22814345555093496,0.001982478968898249,12.019266778449627,11.968554437153502,0,0,11.968554437153502,23.72217091086721,0.5459783167484993,-0.02489092002852189,38.88403938848885,39.51652969584786,0,0,39.51652969584786,15.60875,0.31454000000000093,-0.014189999999999259,81.167275966838,81.35914521159758,2,2,81.35914521159758,35.84288,0.8313699999999997,-0.02506999999999948,83.141220699915,83.24214883068379,2,2,83.24214883068379,13.33693,0.2865700000000011,-0.01089999999999769,85.49467766679619,85.57842438746306,3,3,85.57842438746306,43.91831661007049,1.141775980872474,-0.03276283791149126,75.15261810836274,75.35353486700315,1,1,75.35353486700315,155.56,-0.5699999999999932,0.0,20.828,44.45,218.18599999999998
2016-08-01,262.53033,0.003440000000011878,5.684341886080802e-14,1.2942736940826207,1.29427369406006,0,0,1.29427369406006,680.2363333333333,0.23427227711135856,0.002451953222021075,14.607529314338718,14.534331630135297,0,0,14.534331630135297,951.0323333333332,0.2301942958630434,0.0020508403121084484,12.1241281297102,12.071707715032598,0,0,12.071707715032598,24.2424,0.5202290891327905,-0.025749227615708747,37.5388734526565,38.217672543330586,0,0,38.217672543330586,15.9091,0.3003499999999999,-0.014190000000001035,80.75701916529694,80.96676464133328,2,2,80.96676464133328,36.6492,0.8063199999999995,-0.02505000000000024,82.93026277443526,83.03733142417595,2,2,83.03733142417595,13.6126,0.27566999999999986,-0.010900000000001242,85.3173143270628,85.40770422152126,3,3,85.40770422152126,45.0262,1.107883389929512,-0.03389259094296193,74.71934532346683,74.93902508502403,1,1,74.93902508502403,154.76,-0.8000000000000114,0.0,20.828,44.45,218.18599999999998
2016-08-02,262.53377,0.003440000000011878,0.0,1.2942736940826207,1.2942736940791826,0,0,1.2942736940791826,680.4730575636665,0.23672423033326595,0.002451953221907388,14.753778361882373,14.680678288121038,0,0,14.680678288121038,951.2645784695084,0.23224513617515186,0.0020508403121084484,12.228907090869242,12.176527946809573,0,0,12.176527946809573,24.73634584117537,0.4939458411753712,-0.02628324795741932,36.11388340170877,36.83301371391005,0,0,36.83301371391005,16.1904,0.2812999999999999,-0.01905000000000001,80.14297242605736,80.45977490939401,2,2,80.45977490939401,37.42264,0.7734400000000008,-0.03287999999999869,82.63295390768052,82.7846535069842,2,2,82.7846535069842,13.87308,0.2604799999999994,-0.015190000000000481,85.04556358300727,85.18526139060218,3,3,85.18526139060218,46.09938237362321,1.0731823736232045,-0.03470101630630751,74.24941428975816,74.48785071083937,1,1,74.48785071083937,153.86,-0.8999999999999773,0.0,20.828,44.45,218.18599999999998
2016-08-03,262.53722,0.0034499999999866304,9.999999974752427e-06,1.2980348322277253,1.2961542645545805,0,0,1.2961542645545805,680.7119068201256,0.23884925645904787,0.0021250261257819147,14.880368761820227,14.817092058563802,0,0,14.817092058563802,951.498601000621,0.23402253111260052,0.001777394937448662,12.319648413343327,12.274285568688116,0,0,12.274285568688116,25.20477156303351,0.46842572185813935,-0.02552011931723186,34.67894214394479,35.40279742358809,0,0,35.40279742358809,16.44845,0.2580500000000008,-0.023249999999999105,79.27464537020042,79.72692863210786,1,2,79.72692863210786,38.15644,0.7338000000000022,-0.039639999999998565,82.23971211599321,82.44141457399623,2,2,82.44141457399623,14.11465,0.2415699999999994,-0.018909999999999982,84.65989373972401,84.8599335460401,2,3,84.8599335460401,47.138340616249,1.038958242625796,-0.03422413099740851,73.75752991196065,74.00715467644731,1,1,74.00715467644731,153.0,-0.8600000000000136,0.0,20.828,20.828,218.18599999999998
2016-08-04,262.54066,0.003440000000011878,-9.999999974752427e-06,1.2942736940826207,1.2961542645545805,0,0,1.2961542645545805,680.9524724438398,0.2405656237142466,0.0017163672551987474,14.982506518994937,14.931449778761099,0,0,14.931449778761099,951.7340591199522,0.2354581193312697,0.0014355882186691815,12.392893706712645,12.356276188032448,0,0,12.356276188032448,25.6487645814601,0.443993018426589,-0.02443270343155035,33.25689629542748,33.97386422093353,0,0,33.97386422093353,16.68421,0.23575999999999908,-0.022290000000001697,78.28746706818453,78.80249500290645,1,2,78.80249500290645,38.85216,0.6957199999999943,-0.038080000000007885,81.82055682047908,82.03561003455661,2,2,82.03561003455661,14.33817,0.2235200000000006,-0.01804999999999879,84.23146264326472,84.45391410074367,2,3,84.45391410074367,48.14387294085437,1.005532324605369,-0.03342591802042705,73.24740353645628,73.50630063934202,1,1,73.50630063934202,152.31,-0.6899999999999977,0.254,0.762,21.082,218.43999999999997
2016-08-05,262.5441,0.003440000000011878,0.0,1.2942736940826207,1.2942736940648407,0,0,1.2942736940648407,681.1943457759392,0.24187333209931694,0.0013077083850703275,15.060260440445374,15.021390558566345,0,0,15.021390558566345,951.9706110207834,0.2365519008311594,0.001093781499889701,12.44867205130928,12.420785868892029,0,0,12.420785868892029,26.06941231234078,0.4206477308806811,-0.023345287545907922,31.85345464032928,32.56066277621609,0,0,32.56066277621609,16.89865,0.21443999999999974,-0.02131999999999934,77.1599235960656,77.74918997500787,1,1,77.74918997500787,39.51136,0.6592000000000056,-0.036519999999988784,81.37405311739688,81.60319403827214,2,2,81.60319403827214,14.54449,0.20631999999999984,-0.01720000000000077,83.75422092425939,84.00228581359686,2,2,84.00228581359686,49.11677756041625,0.9729046195618807,-0.03262770504348822,72.71854789105507,72.9869631842431,1,1,72.9869631842431,151.49,-0.8199999999999932,15.494,15.748,36.576,233.934
2016-08-06,262.54754,0.003440000000011878,0.0,1.2942736940826207,1.2942736940839632,0,0,1.2942736940839632,681.4371181575533,0.24277238161414516,0.0008990495148282207,15.113683359703904,15.086975257098869,0,0,15.086975257098869,952.2079148963956,0.23730387561215593,0.0007519747809965338,12.48700576756933,12.467840327124415,0,0,12.467840327124415,26.46780217156124,0.3983898592204582,-0.02225787166022286,30.47436843169736,31.168930636596315,0,0,31.168930636596315,17.09276,0.19410999999999845,-0.02033000000000129,75.8666110898716,76.54370075603784,1,1,76.54370075603784,40.13561,0.6242499999999964,-0.03495000000000914,80.8989843154743,81.14283366488475,2,2,81.14283366488475,14.73447,0.18998000000000026,-0.016339999999999577,83.22183025653031,83.49886033734066,2,2,83.49886033734066,50.05785268791163,0.9410751274953739,-0.03182949206650676,72.17050892856132,72.44867089022351,1,1,72.44867089022351,151.05,-0.4399999999999977,18.796,34.544,55.372,252.72999999999996
2016-08-07,262.55098,0.0034399999999550346,-5.684341886080802e-14,1.2942736940612412,1.2942736940648407,0,0,1.2942736940648407,681.6803809298119,0.2432627722586176,0.0004903906444724271,15.142811803616208,15.128248582526783,0,0,15.128248582526783,952.4456289400704,0.23771404367482774,0.0004101680626718007,12.50791028277409,12.497458447789523,0,0,12.497458447789523,26.84502157500714,0.37721940344590266,-0.021170455774555563,29.125359711841206,29.804412024106583,0,0,29.804412024106583,17.26749,0.17473000000000027,-0.019379999999998176,74.37206616094137,75.15602150990863,1,1,75.15602150990863,40.72646,0.5908500000000032,-0.03339999999999321,80.39385312834362,80.65317789860511,2,2,80.65317789860511,14.90898,0.17450999999999972,-0.015470000000000539,82.62730369544063,82.93699270243027,2,2,82.93699270243027,50.96789653631748,0.9100438484058557,-0.031031279089518193,71.60287518221443,71.89099009501611,1,1,71.89099009501611,150.67,-0.3800000000000239,27.178,61.721999999999994,82.55,279.90799999999996
2016-08-08,262.55442,0.003440000000011878,5.684341886080802e-14,1.2942736940826207,1.2942736940696216,0,0,1.2942736940696216,681.9237254338444,0.24334450403250685,8.173177388925978e-05,15.147665765548382,15.145238812410968,0,0,15.145238812410968,952.6834113450886,0.2377824050182653,6.836134343757294e-05,12.51139403980845,12.509652173044953,0,0,12.509652173044953,27.20215793856415,0.3571363635570073,-0.02008303988889537,27.812051830805483,28.472786963363095,0,0,28.472786963363095,17.42382,0.15633000000000052,-0.01839999999999975,72.6378926035891,73.54929966258456,1,1,73.54929966258456,41.28548,0.5590199999999967,-0.031830000000006464,79.85794724148275,80.13309958627991,2,2,80.13309958627991,15.06887,0.15989000000000075,-0.014619999999998967,81.96160945985147,82.30874771044722,2,2,82.30874771044722,51.84770731861077,0.8798107822932906,-0.030233066112565155,71.01528834528136,71.31353485006517,1,1,71.31353485006517,150.37,-0.29999999999998295,32.766,94.488,115.316,312.674
