Date,MJ9_disp,MJ9_v,MJ9_a,MJ9_alpha_raw,MJ9_alpha_smooth,MJ9_alpha_daily_level,MJ9_alpha_level,MJ9_alpha,MJ1_disp,MJ1_v,MJ1_a,MJ1_alpha_raw,MJ1_alpha_smooth,MJ1_alpha_daily_level,MJ1_alpha_level,MJ1_alpha,MJ3_disp,MJ3_v,MJ3_a,MJ3_alpha_raw,MJ3_alpha_smooth,MJ3_alpha_daily_level,MJ3_alpha_level,MJ3_alpha,ATU1_disp,ATU1_v,ATU1_a,ATU1_alpha_raw,ATU1_alpha_smooth,ATU1_alpha_daily_level,ATU1_alpha_level,ATU1_alpha,ATU2_disp,ATU2_v,ATU2_a,ATU2_alpha_raw,ATU2_alpha_smooth,ATU2_alpha_daily_level,ATU2_alpha_level,ATU2_alpha,ATU3_disp,ATU3_v,ATU3_a,ATU3_alpha_raw,ATU3_alpha_smooth,ATU3_alpha_daily_level,ATU3_alpha_level,ATU3_alpha,ATU4_disp,ATU4_v,ATU4_a,ATU4_alpha_raw,ATU4_alpha_smooth,ATU4_alpha_daily_level,ATU4_alpha_level,ATU4_alpha,ATU5_disp,ATU5_v,ATU5_a,ATU5_alpha_raw,ATU5_alpha_smooth,ATU5_alpha_daily_level,ATU5_alpha_level,ATU5_alpha,RWL,RWL_rate,Rain,Rain_cum7,Rain_cum15,Rain_cum30
2016-08-09,262.55786,0.003440000000011878,0.0,1.2942736940826207,1.2942736940791826,0,0,1.2942736940791826,682.1667430107806,0.243017576936154,-0.000326927096352847,15.128248582516918,15.137957619080481,0,0,15.137957619080481,952.9209203047322,0.23750895964360552,-0.00027344537465978647,12.49745844780878,12.504426431726793,0,0,12.504426431726793,27.54029867811793,0.33814073955378277,-0.01899562400322452,26.53990460820358,27.179603853285013,0,0,27.179603853285013,17.56272,0.13889999999999958,-0.017430000000000945,70.6136082819827,71.67959077069787,1,1,71.67959077069787,41.81423,0.5287500000000023,-0.030269999999994468,79.29041135383233,79.58181752871992,1,2,79.58181752871992,15.21501,0.14613999999999905,-0.013750000000001705,81.21659266095848,81.60548078301905,2,2,81.60548078301905,52.69808324776847,0.8503759291576998,-0.0294348531355908,70.40745513909182,70.7159781331204,1,1,70.7159781331204,149.79,-0.5800000000000125,34.036,128.524,149.352,346.71
2016-08-10,262.5613,0.003440000000011878,0.0,1.2942736940826207,1.2942736940839632,0,0,1.2942736940839632,682.4090250017504,0.24228199096978642,-0.0007355859663675801,15.084546914717455,15.106399998091536,0,0,15.106399998091536,953.157814012282,0.2368937075497115,-0.0006152520938940143,12.466097873699551,12.481779110670765,0,0,12.481779110670765,27.86053120955416,0.3202325314362291,-0.01790820811755367,25.314156258574414,25.930217783170658,0,0,25.930217783170658,17.68517,0.12245000000000061,-0.016449999999998965,68.24001535173656,69.49232482340626,1,1,69.49232482340626,42.31427,0.5000399999999985,-0.028710000000003788,78.69094893171021,78.99873986266125,1,2,78.99873986266125,15.34824,0.13323000000000107,-0.012909999999997979,80.38069969050238,80.81746744198169,2,2,80.81746744198169,53.51982253676753,0.8217392889990549,-0.028636640158644866,69.77916051421555,70.09806437364229,1,1,70.09806437364229,149.05,-0.7399999999999807,35.052,163.576,184.404,381.762
2016-08-11,262.56474,0.0034399999999550346,-5.684341886080802e-14,1.2942736940612412,1.2942736940696216,0,0,1.2942736940696216,682.6501627478831,0.241137746132722,-0.0011442448370644343,15.016530827293657,15.050544298795193,0,0,15.050544298795193,953.3937506610196,0.23593664873760645,-0.0009570588121050605,12.417299675412814,12.441701066926154,0,0,12.441701066926154,28.16394294875849,0.3034117392043285,-0.016820792231900583,24.139773746603954,24.729736499626846,0,0,24.729736499626846,17.79213,0.10696000000000083,-0.015489999999999782,65.44110005414633,66.92049808918055,1,1,66.92049808918055,42.78717,0.47290000000000276,-0.027139999999995723,78.06006020318328,78.38394691844522,1,1,78.38394691844522,15.46943,0.12118999999999858,-0.012040000000002493,79.44557441310289,79.93458685339073,1,2,79.93458685339073,54.31372339858495,0.7939008618174199,-0.027838427181634984,69.13028220239258,69.45962332311927,1,1,69.45962332311927,148.33,-0.7199999999999989,0.0,163.322,184.404,381.0
2016-08-12,262.56818,0.003440000000011878,5.684341886080802e-14,1.2942736940826207,1.29427369406006,0,0,1.29427369406006,682.8897475903087,0.23958484242564282,-0.0015529037070791674,14.924153975466437,14.970352357640873,0,0,14.970352357640873,953.6283884442256,0.23463778320603979,-0.001298865531566662,12.351044276099906,12.384176181487119,0,0,12.384176181487119,28.45162131161661,0.2876783628581201,-0.015733376346208416,23.0214127006734,23.58297542950744,0,0,23.58297542950744,17.88458,0.09244999999999948,-0.014510000000001355,62.1350671812697,63.88500629812518,1,1,63.88500629812518,43.23449,0.4473199999999977,-0.025580000000005043,77.39851980286902,77.73806972741131,1,1,77.73806972741131,15.57943,0.11000000000000121,-0.011189999999997369,78.3997120584928,78.9470223637533,1,2,78.9470223637533,55.08058404619767,0.7668606476127238,-0.027040214204696156,68.46080660102878,68.80058527108955,1,1,68.80058527108955,148.47,0.13999999999998636,0.0,147.828,164.084,377.444
2016-08-13,262.57162,0.003440000000011878,0.0,1.2942736940826207,1.294273694088744,0,0,1.294273694088744,683.1273708701567,0.23762327984798048,-0.0019615625776623347,14.807353894641638,14.865769735501033,0,0,14.865769735501033,953.8613855551824,0.2329971109568305,-0.001640672249209274,12.267305280751708,12.309181454694437,0,0,12.309181454694437,28.72465371401417,0.2730324023975612,-0.014645960460558882,21.963387440947354,22.49442260321513,0,0,22.49442260321513,17.96349,0.07891000000000048,-0.013539999999998997,58.22567434718862,60.29680917256769,1,1,60.29680917256769,43.65778,0.4232900000000015,-0.02402999999999622,76.70788626734188,77.06225624300022,1,1,77.06225624300022,15.67912,0.09968999999999895,-0.010310000000002262,77.23754064199963,77.8459287276196,1,1,77.8459287276196,55.82120269258267,0.740618646385002,-0.0262420012277218,67.7708459266331,68.12099756719175,1,1,68.12099756719175,148.4,-0.06999999999999318,0.0,129.03199999999998,163.576,292.862
2016-08-14,262.57506,0.003440000000011878,0.0,1.2942736940826207,1.2942736940839632,0,0,1.2942736940839632,683.3626239285568,0.23525305840007604,-0.0023702214479044414,14.666052399310768,14.736726061792854,0,0,14.736726061792854,954.09240018717,0.2310146319875912,-0.0019824789692393097,12.166049634805711,12.216687143649677,0,0,12.216687143649677,28.98412757183684,0.25947385782266963,-0.013558544574891584,20.96965111995742,21.46821375214411,0,0,21.46821375214411,18.02983,0.06634000000000029,-0.012570000000000192,53.61831939482249,56.0590616921106,1,1,56.0590616921106,44.05863,0.4008499999999984,-0.022440000000003124,75.99234723804027,76.35931620871472,1,1,76.35931620871472,15.76934,0.09022000000000041,-0.009469999999998535,75.94861553394624,76.62349209455088,1,1,76.62349209455088,56.53637755071694,0.7151748581342687,-0.025443788250733235,67.06065651761885,67.42104235896933,1,1,67.42104235896933,148.05,-0.3499999999999943,0.0,101.85400000000001,163.576,208.02599999999998
2016-08-15,262.57851,0.0034499999999866304,9.999999974752427e-06,1.2980348322277253,1.2961542645545805,0,0,1.2961542645545805,683.5950981066387,0.2324741780819295,-0.0027788803181465482,14.500156094630997,14.583135489148383,0,0,14.583135489148383,954.3210905334709,0.22869034630082297,-0.002324285686768235,12.047237827189413,12.106656943035153,0,0,12.106656943035153,29.23113030097029,0.2470027291334489,-0.012471128689220734,20.043785470384574,20.508117318997623,0,0,20.508117318997623,18.08456,0.05472999999999928,-0.011610000000001008,48.23314081164763,51.08180617107991,1,1,51.08180617107991,44.43857,0.3799399999999977,-0.02091000000000065,75.25421031476587,75.63255380185248,1,1,75.63255380185248,15.85095,0.08160999999999952,-0.008610000000000895,74.53398588923812,75.27444926659767,1,1,75.27444926659767,57.22690683357741,0.6905292828604672,-0.024645575273801512,66.33065810023686,66.70105539389665,1,1,66.70105539389665,147.43,-0.6200000000000045,0.0,69.088,163.576,208.026
2016-08-16,262.58195,0.003440000000011878,-9.999999974752427e-06,1.2942736940826207,1.2961542645593613,0,0,1.2961542645593613,683.824384745532,0.22928663889331347,-0.0031875391886160287,14.309557006448406,14.404897263614334,0,0,14.404897263614334,954.5471147873654,0.22602425389459313,-0.0026660924062298363,11.91082413723673,11.979048209858739,0,0,11.979048209858739,29.46674931730018,0.2356190163298919,-0.011383712803556989,19.188999237128012,19.61752865638034,0,0,19.61752865638034,18.12867,0.04410999999999987,-0.010619999999999408,42.06509343020595,45.316307602224086,1,1,45.316307602224086,44.79918,0.3606100000000012,-0.019329999999996517,74.50088580146688,74.88671116217151,1,1,74.88671116217151,15.92482,0.07387000000000121,-0.007739999999998304,73.00283175576195,73.80355090900837,1,1,73.80355090900837,57.89358875414108,0.6666819205636685,-0.023847362296798735,65.58145375427148,65.96154566216319,1,1,65.96154566216319,146.75,-0.6800000000000068,0.0,35.052,163.576,208.026
2016-08-17,262.58539,0.003440000000011878,0.0,1.2942736940826207,1.294273694098305,0,0,1.294273694098305,684.0500751863666,0.22569044083456902,-0.0035961980587444486,14.09413333627619,14.201896416341613,0,0,14.201896416341613,954.7701311421356,0.22301635477015225,-0.0030078991244408826,11.756756928728304,11.833812233845421,0,0,11.833812233845421,29.6920720367122,0.22532271941201998,-0.010296296917871928,18.408134056389468,18.799472321592326,0,0,18.799472321592326,18.16313,0.03445999999999927,-0.009650000000000603,35.18499550959907,38.790468927088654,0,1,38.790468927088654,45.14203,0.34284999999999854,-0.017760000000002663,73.73947442916216,74.12907257914988,1,1,74.12907257914988,15.99179,0.06696999999999953,-0.0069000000000016826,71.3673921996113,72.2214335732217,1,1,72.2214335732217,58.5372215253849,0.6436327712438228,-0.023049149319845696,64.81385022869657,65.20321557481977,1,1,65.20321557481977,146.85,0.09999999999999432,0.0,0.0,163.576,208.026
2016-08-18,262.58883,0.0034399999999550346,-5.684341886080802e-14,1.2942736940612412,1.2942736940696216,0,0,1.2942736940696216,684.271760770272,0.2216855839053551,-0.004004856929213929,13.853750348640094,13.974004583971192,0,0,13.974004583971192,954.9897977910624,0.2196666489268182,-0.00334970584333405,11.584978991205041,11.670894554887271,0,0,11.670894554887271,29.90818587509199,0.21611383837979048,-0.009208881032229499,17.703676339049036,18.05661111555349,0,0,18.05661111555349,18.18889,0.02576000000000178,-0.008699999999997488,27.790740019227076,31.634397209962625,0,1,31.634397209962625,45.46866,0.32663000000000153,-0.016219999999997015,72.97767416495833,73.36704629670152,1,1,73.36704629670152,16.05274,0.06095000000000006,-0.00601999999999947,69.67168912376088,70.55501403989904,1,1,70.55501403989904,59.15860336028584,0.6213818349009372,-0.022250936342885552,64.02887816411095,64.42698128170393,1,1,64.42698128170393,146.95,0.09999999999999432,0.0,0.0,163.576,184.404
2016-08-19,262.59227,0.003440000000011878,5.684341886080802e-14,1.2942736940826207,1.2942736940744022,0,0,1.2942736940744022,684.4890328383776,0.21727206810567168,-0.00441351579968341,13.588261399584697,13.721080965509318,0,0,13.721080965509318,955.2057729274268,0.2159751363643636,-0.003691512562454591,11.39542793145978,11.490235329199013,0,0,11.490235329199013,30.11617824832524,0.2079923732332496,-0.008121465146540885,17.077773614224455,17.391260361314973,0,0,17.391260361314973,18.20695,0.01805999999999841,-0.007700000000003371,20.27909120685116,24.145025864907932,0,0,24.145025864907932,45.78066,0.3119999999999976,-0.014630000000003918,72.22867917709111,72.61098933753065,1,1,72.61098933753065,16.10852,0.05577999999999861,-0.005170000000001451,67.96137752791829,68.84947252011035,1,1,68.84947252011035,59.75853247182089,0.5999291115350545,-0.021452723365882775,63.227811681821024,63.6339926379362,1,1,63.6339926379362,146.79,-0.1599999999999966,0.0,0.0,163.322,184.404
2016-08-20,262.59571,0.003440000000011878,0.0,1.2942736940826207,1.2942736940791826,0,0,1.2942736940791826,684.7014827318137,0.21244989343608722,-0.004822174669584456,13.297509115568559,13.442973425035012,0,0,13.442973425035012,955.4177147445106,0.21194181708381166,-0.00403331928055195,11.188036616799005,11.291769746541114,0,0,11.291769746541114,30.3171365722976,0.20095832397235824,-0.007034049260891351,16.532253778908313,16.805405863595293,0,0,16.805405863595293,18.21826,0.011310000000001708,-0.006749999999996703,13.028685989259378,16.722686079063227,0,0,16.722686079063227,46.07956,0.2989000000000033,-0.013099999999994338,71.5018171729891,71.87228687877003,1,1,71.87228687877003,16.15999,0.0514700000000019,-0.004309999999996705,66.31252385240373,67.16508799245415,1,1,67.16508799245415,60.337807072967,0.5792746011461105,-0.020654510388943947,62.412186704003354,62.82565223099261,1,1,62.82565223099261,146.6,-0.18999999999999773,0.0,0.0,147.828,184.404
2016-08-21,262.59915,0.003440000000011878,0.0,1.2942736940826207,1.2942736940935249,0,0,1.2942736940935249,684.9087017917095,0.2072190598958059,-0.00523083354028131,12.981326732845558,13.139519749692791,0,0,13.139519749692791,955.6252814355948,0.20756669108425285,-0.004375125999558804,10.962733672170815,11.075428500101461,0,0,11.075428500101461,30.51214826289475,0.19501169059715195,-0.005946633375206289,16.068645764193743,16.300724020140855,0,0,16.300724020140855,18.22381,0.0055499999999995,-0.005760000000002208,6.478163922172546,9.785678251508278,0,0,9.785678251508278,46.36695,0.28739000000000203,-0.011510000000001241,70.81418758959211,71.1640483993703,1,1,71.1640483993703,16.208,0.04800999999999789,-0.0034600000000040154,64.81119601661301,65.5835049459107,1,1,65.5835049459107,60.89722537670114,0.5594183037341338,-0.019856297411976698,61.583817281758954,62.00363278799293,1,1,62.00363278799293,146.6,0.0,0.0,0.0,129.03199999999998,184.404
2016-08-22,262.60259,0.003440000000011878,0.0,1.2942736940826207,1.2942736940791826,0,0,1.2942736940791826,685.1102813591949,0.20157956748539618,-0.00563949241040973,12.639539608558044,12.810549073765616,0,0,12.810549073765616,955.8281311939606,0.20284975836580088,-0.004716932718451972,10.719444034035474,10.84113831180143,0,0,10.84113831180143,30.70230073600234,0.1901524731075881,-0.004859217489563861,15.688200248801127,15.878602650216877,0,0,15.878602650216877,18.22455,0.000740000000000407,-0.004809999999999093,0.8673885187145642,3.6816075258553123,0,0,3.6816075258553123,46.64438,0.2774299999999954,-0.00996000000000663,70.1782367769124,70.50119452374017,1,1,70.50119452374017,16.25342,0.045420000000000016,-0.0025899999999978718,63.56595425340079,64.20256502602588,1,1,64.20256502602588,61.43758559600028,0.5403602192991457,-0.019058084434988132,60.74480913563495,61.16989220202174,1,1,61.16989220202174,146.62,0.020000000000010232,0.0,0.0,101.85400000000001,184.404
2016-08-23,262.60603,0.0034399999999550346,-5.684341886080802e-14,1.2942736940612412,1.2942736940696216,0,0,1.2942736940696216,685.3058127753994,0.19553141620451697,-0.00604815128087921,12.271966914238051,12.45588347976799,0,0,12.45588347976799,956.0259222128896,0.1977910189289105,-0.0050587394368903915,10.45808956293681,10.58882251521199,0,0,10.58882251521199,30.88868140750606,0.18638067150371995,-0.0037718016038681412,15.391909208904107,15.540161246671412,0,0,15.540161246671412,18.22147,-0.003080000000000638,-0.0038200000000010448,-3.6057199171944125,-1.3712544836268798,0,0,-1.3712544836268798,46.91341,0.26903000000000077,-0.008399999999994634,69.60960983246598,69.89777735387696,1,1,69.89777735387696,16.2971,0.04368000000000194,-0.0017399999999980764,62.66334099221025,63.12165933905023,1,1,63.12165933905023,61.95968594384139,0.5221003478411106,-0.018259871458035093,59.89756956502182,60.32668535499486,1,1,60.32668535499486,146.49,-0.12999999999999545,0.0,0.0,69.088,184.404
2016-08-24,262.60947,0.003440000000011878,5.684341886080802e-14,1.2942736940826207,1.29427369406006,0,0,1.29427369406006,685.4948873814528,0.18907460605339566,-0.006456810151121317,11.878423523781118,12.075339787942891,0,0,12.075339787942891,956.2183126856628,0.19239047277324062,-0.005400546155669872,10.178589717464078,10.31840169856183,0,0,10.31840169856183,31.07237769329157,0.183696285785512,-0.002684385718207949,15.180523273782155,15.286269529025088,0,0,15.286269529025088,18.21553,-0.005939999999998946,-0.0028599999999983083,-6.929103840027876,-5.27185739861725,0,0,-5.27185739861725,47.17561,0.2622,-0.00683000000000078,69.12373645723551,69.36940878204834,1,1,69.36940878204834,16.33991,0.04280999999999935,-0.0008700000000025909,62.19038615331477,62.42873267336439,1,1,62.42873267336439,62.46432463320144,0.5046386893600499,-0.017461658481060738,59.04481286747527,59.47657188180977,1,1,59.47657188180977,146.45,-0.040000000000020464,0.0,0.0,35.052,184.404
