model,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
BPLUS_CONTINUOUS,376,33.265136851961998,41.36837187193975,31.035123015862421,0.4833776595744681,75.008991503086563,270.07389911418721,0.4980053191489362,96.272998328704489,460.60022671443937,0.50664893617021278,114.71635306398764,801.43493375161052
DRIFT1,376,5.4246456008308144,6.5413179707791249,6.4505083991397481,0.9667553191489362,59.109581859581283,59.41751999070663,0.99734042553191493,75.866326976862837,75.879365922073717,1,90.400304366035556,90.400304366035556
RR_COND,376,38.181959671411015,45.899829150075504,32.693411126797599,0.47273936170212766,91.560493407760362,274.09852885322312,0.50265957446808507,117.51662103679877,430.65319378206948,0.52792553191489366,140.02969081440517,682.30730786446543
TRANSFORMER_BRES_COND,376,39.837264745072233,48.18661688434247,35.162140232549689,0.46808510638297873,77.15454427836498,304.66897681904544,0.48470744680851063,99.026785502873167,523.59675392236431,0.52127659574468088,117.9976928707777,917.02099673079624
TRANSFORMER_BRES_REG1,376,36.1469361196758,44.413553402194736,32.755307270153672,0.47872340425531912,75.671148668949343,284.41240103901009,0.51928191489361697,97.122867850278141,487.00799817926014,0.53058510638297873,115.72903505984995,851.70017638657521
