fit_days,strategy,seed,station,lead,history_gradient_norm
342,IN_CARRY,0,ATU1,0,0.6489395393902186
342,IN_CARRY,0,ATU5,0,0.8382133068668843
342,IN_CARRY,0,MJ3,0,0.19590744407594182
342,IN_CARRY,0,MJ1,0,0.24117481319735457
342,IN_CARRY,0,ATU1,29,0.00011721537102296238
342,IN_CARRY,0,ATU5,29,2.920188948831333e-05
342,IN_CARRY,0,MJ3,29,3.903806048911287e-05
342,IN_CARRY,0,MJ1,29,4.1851132029752416e-05
342,IN_CARRY,0,ATU1,179,2.7609129401478007e-18
342,IN_CARRY,0,ATU5,179,4.623546750313312e-19
342,IN_CARRY,0,MJ3,179,7.490109556919825e-19
342,IN_CARRY,0,MJ1,179,4.800886027649839e-19
