model,horizon,point,n,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,mae,rmse
B_ANCHOR,1,ATU1,376,0.21700826401,0.723404255319,0.731145722168,1.78804890494,0.835106382979,1.14902016257,2.6195945384,0.896276595745,1.81518372741,4.00870506101,0.265010890428,0.521885441099
B_ANCHOR,1,ATU5,376,0.176590714105,0.797872340426,0.579147402928,1.46251555171,0.851063829787,0.819499465322,2.20385750204,0.88829787234,1.79711133292,4.12798410894,0.218684496937,0.568615924845
B_ANCHOR,1,MJ3,376,0.22142326683,0.832446808511,0.954509462158,1.62987863415,0.920212765957,1.19960299096,1.91804834638,0.94414893617,1.32609025876,2.10706135224,0.265150899902,0.472188753227
B_ANCHOR,1,MJ1,376,0.165756557861,0.848404255319,0.681627985477,1.0186932658,0.885638297872,0.812007176718,1.15124495834,0.917553191489,0.886479202801,1.24000626473,0.240820093362,0.32078579677
B_ANCHOR,2,ATU1,375,0.422941926609,0.712,1.44781553524,3.46642811551,0.834666666667,2.223925196,5.05677052309,0.890666666667,3.75518876465,7.99691721362,0.51677054046,0.983880873196
B_ANCHOR,2,ATU5,375,0.351398808194,0.802666666667,1.13003535131,2.90024717632,0.850666666667,1.64308204971,4.43222506554,0.88,3.07746717861,7.83591974535,0.4344113102,1.10629554594
B_ANCHOR,2,MJ3,375,0.448935535026,0.837333333333,1.90877862413,3.3198216046,0.922666666667,2.39106741832,3.96789257856,0.936,2.67819163624,4.53750028214,0.531118588475,0.945156218725
B_ANCHOR,2,MJ1,375,0.333730222403,0.850666666667,1.36189934885,2.07057724192,0.888,1.61787779443,2.3625719784,0.912,1.77583369217,2.61398620082,0.481731886133,0.641859549539
B_ANCHOR,3,ATU1,374,0.60837181101,0.708556149733,2.17197865314,5.03048275914,0.820855614973,3.11610533044,7.09442947591,0.885026737968,5.33175062639,11.281147508,0.746000471858,1.39288145424
B_ANCHOR,3,ATU5,374,0.522289709507,0.79679144385,1.71263563732,4.36069939481,0.839572192513,2.4409500302,6.62008898675,0.871657754011,5.35380091541,12.4345909773,0.643202919616,1.6001174807
B_ANCHOR,3,MJ3,374,0.682017919279,0.839572192513,2.88443205503,5.08700780946,0.919786096257,3.60362233727,6.17350764874,0.927807486631,4.00332502068,7.21915281251,0.797934369424,1.41864818542
B_ANCHOR,3,MJ1,374,0.503779500301,0.844919786096,2.02739490742,3.14323847309,0.882352941176,2.41043545455,3.63090946632,0.909090909091,2.65991587567,4.12505061864,0.722723139953,0.963098289817
B_ANCHOR,4,ATU1,373,0.776861046691,0.710455764075,2.82887529269,6.46586114006,0.806970509383,3.91550850053,9.03972622225,0.868632707775,6.25969292181,13.8967881742,0.954701874804,1.75495478099
B_ANCHOR,4,ATU5,373,0.689524746721,0.777479892761,2.2654736677,5.77433395723,0.839142091153,3.20749661063,8.79542499281,0.868632707775,6.8698146826,16.3268015255,0.84760483902,2.04726345129
B_ANCHOR,4,MJ3,373,0.920499111695,0.844504021448,3.84552970951,6.888594099,0.914209115282,4.77202438084,8.47226079283,0.924932975871,5.30734271223,10.1844037993,1.06550723559,1.89246659985
B_ANCHOR,4,MJ1,373,0.675668186565,0.844504021448,2.69279641399,4.2435517031,0.882037533512,3.19451523988,4.96777717697,0.898123324397,3.56639260905,5.80441806996,0.963751875097,1.28440224855
B_ANCHOR,5,ATU1,372,0.932845389932,0.701612903226,3.48923721322,7.84710489335,0.80376344086,4.7706842477,10.8970602707,0.849462365591,8.15746822904,17.2424861753,1.15199865683,2.076320812
B_ANCHOR,5,ATU5,372,0.853364109602,0.774193548387,2.84569302163,7.20497961475,0.833333333333,3.93615528388,10.8879756326,0.876344086022,8.99902992533,20.9036782906,1.04703320784,2.45151556301
B_ANCHOR,5,MJ3,372,1.16408741351,0.844086021505,4.81313549182,8.75067574627,0.911290322581,5.9646235216,10.9229384399,0.922043010753,6.63983269798,13.4432722776,1.33383533731,2.36647259531
B_ANCHOR,5,MJ1,372,0.849100805783,0.841397849462,3.31616362854,5.33682250349,0.873655913978,3.97242566663,6.37310413503,0.89247311828,4.43190475406,7.60643995996,1.20486486498,1.60570243617
B_ANCHOR,6,ATU1,371,1.07977190646,0.700808625337,4.03959615871,9.10599128176,0.789757412399,5.4573952232,12.7060874974,0.843665768194,8.72638945568,19.3994042379,1.33639350503,2.36551301032
B_ANCHOR,6,ATU5,371,1.01427349648,0.757412398922,3.31054023219,8.49495698919,0.840970350404,5.10343144715,13.4207431978,0.865229110512,10.0726071077,24.4167510845,1.24082683422,2.82100799124
B_ANCHOR,6,MJ3,371,1.41261238877,0.851752021563,5.77273909555,10.6562934032,0.908355795148,7.12118268809,13.4600158848,0.919137466307,7.912213218,16.916019421,1.60291887223,2.84055961732
B_ANCHOR,6,MJ1,371,1.02393880257,0.838274932615,3.9552163451,6.46973152814,0.870619946092,4.72544541091,7.81306337675,0.89218328841,5.31263044294,9.5666063748,1.44616167809,1.92695144472
B_ANCHOR,7,ATU1,370,1.22058813255,0.702702702703,4.4912293242,10.2033773525,0.791891891892,6.27388291833,14.6297854503,0.832432432432,9.77913571157,22.1169289859,1.51574129829,2.63261335327
B_ANCHOR,7,ATU5,370,1.17328987189,0.759459459459,3.83891988813,9.83748182748,0.82972972973,6.64593630899,16.4087849744,0.862162162162,12.3590097733,29.3321663537,1.43088922317,3.16513894392
B_ANCHOR,7,MJ3,370,1.6658354096,0.856756756757,6.71647925341,12.6060811385,0.905405405405,8.22739097264,16.0775197055,0.916216216216,9.14730603588,20.5999189147,1.87272252532,3.3146273386
B_ANCHOR,7,MJ1,370,1.19999195525,0.840540540541,4.55279864165,7.58576494156,0.87027027027,5.42217765294,9.27950530186,0.889189189189,6.15586133914,11.6220397498,1.68743364745,2.24809009918
B_ANCHOR,8,ATU1,369,1.35707898293,0.680216802168,4.88482859946,11.2079786945,0.785907859079,7.19316011111,16.658870502,0.837398373984,11.1205315339,25.0196008349,1.69050854308,2.88474831465
B_ANCHOR,8,ATU5,369,1.33073684,0.761517615176,4.44003680278,11.1869981546,0.818428184282,7.88507567374,19.0547659143,0.853658536585,13.9716746905,33.2343031515,1.61783756545,3.49142003118
B_ANCHOR,8,MJ3,369,1.92347267913,0.859078590786,7.68582992987,14.6298677804,0.90243902439,9.34670929452,18.822574976,0.910569105691,10.3716862245,24.5354122521,2.14347167829,3.78858604268
B_ANCHOR,8,MJ1,369,1.37764560141,0.834688346883,5.13968466536,8.73536637101,0.861788617886,6.14425438192,10.8306748733,0.878048780488,7.03560811453,13.9302637194,1.92875797266,2.56906162235
B_ANCHOR,9,ATU1,368,1.49078631047,0.657608695652,5.35290449246,12.3841746602,0.766304347826,8.33282500882,18.9733807307,0.823369565217,11.9503169852,27.7382498727,1.85618211273,3.1281012807
B_ANCHOR,9,ATU5,368,1.48722484403,0.755434782609,5.05558554635,12.4987842157,0.807065217391,9.59587429861,22.1734811479,0.853260869565,14.804158142,36.6235901339,1.8029526294,3.80527872708
B_ANCHOR,9,MJ3,368,2.18525870812,0.866847826087,8.58071708749,16.635590424,0.899456521739,10.4501328206,21.6674873735,0.907608695652,11.5494600667,28.6725538442,2.4149999467,4.26235837344
B_ANCHOR,9,MJ1,368,1.55643336537,0.828804347826,5.69538165272,9.88890036591,0.85597826087,6.87149340472,12.4996317111,0.875,7.85878549505,16.2449488121,2.16997695143,2.88981367247
B_ANCHOR,10,ATU1,367,1.62270519949,0.643051771117,5.92403588274,13.6409188638,0.74659400545,9.32126963958,20.8751307186,0.801089918256,12.6240584159,30.0496811027,2.019406819,3.36794896036
B_ANCHOR,10,ATU5,367,1.64321136292,0.743869209809,5.63613304682,13.816313276,0.811989100817,11.1274965857,25.1220998479,0.83651226158,15.5947999382,40.0496967203,1.98972419101,4.11056259353
B_ANCHOR,10,MJ3,367,2.45086599397,0.863760217984,9.51473258524,18.7365123266,0.893732970027,11.5018924329,24.5844137811,0.901907356948,12.8011515692,33.1179342172,2.68732156015,4.73588077418
B_ANCHOR,10,MJ1,367,1.73658089351,0.822888283379,6.21642913114,11.0764302615,0.850136239782,7.62487662538,14.1978290261,0.877384196185,8.74103803084,18.6333398013,2.41101441246,3.2102979567
B_ANCHOR,11,ATU1,366,1.75504321379,0.644808743169,6.43576242139,14.8145068866,0.745901639344,10.3045440126,22.7892097489,0.792349726776,13.1737767615,33.0162773537,2.18556373151,3.60766904985
B_ANCHOR,11,ATU5,366,1.79843738251,0.734972677596,6.17598257347,15.0764196402,0.811475409836,12.5480305822,28.0451402831,0.838797814208,16.3605231238,43.759933123,2.17657889041,4.40973947395
B_ANCHOR,11,MJ3,366,2.71976062462,0.868852459016,10.4005089855,20.8424694331,0.890710382514,12.5557707252,27.6179950521,0.901639344262,13.9941053578,37.7682866111,2.96037346817,5.20909216254
B_ANCHOR,11,MJ1,366,1.91887842735,0.819672131148,6.77522384275,12.2657093132,0.846994535519,8.35305132889,15.9488577743,0.874316939891,9.57822175137,21.078141241,2.65175575857,3.53046553706
B_ANCHOR,12,ATU1,365,1.88844268988,0.638356164384,6.89004625129,15.8568748995,0.756164383562,11.0983223428,24.5252726872,0.8,13.9210527377,35.4248913079,2.35160003237,3.84741701797
B_ANCHOR,12,ATU5,365,1.9528026674,0.742465753425,6.71944983934,16.3634434894,0.805479452055,13.6325323493,30.6316759233,0.838356164384,17.2199727328,47.2680741439,2.36392733551,4.70392460715
B_ANCHOR,12,MJ3,365,2.99167793052,0.871232876712,11.3261553674,23.0510175829,0.890410958904,13.6094480161,30.7653737951,0.898630136986,15.0695221603,42.5353552751,3.23424272336,5.68192082017
B_ANCHOR,12,MJ1,365,2.10381891312,0.813698630137,7.33406722205,13.4870301416,0.843835616438,9.0677539366,17.7361534638,0.860273972603,10.3326293402,23.6693322709,2.89206602088,3.85026320559
B_ANCHOR,13,ATU1,364,2.02326641022,0.618131868132,7.35979463305,16.966186504,0.747252747253,11.687435452,26.1273453728,0.807692307692,14.7295921131,37.9086468842,2.51534516382,4.08537588457
B_ANCHOR,13,ATU5,364,2.1064788073,0.744505494505,7.27823406313,17.6190295523,0.799450549451,14.7289006736,33.2488784892,0.82967032967,17.9433678064,51.0404617986,2.54905356501,4.99324805961
B_ANCHOR,13,MJ3,364,3.26660503159,0.868131868132,12.1901219547,25.2512040603,0.887362637363,14.6783065403,34.0442420179,0.895604395604,16.1504302082,47.5319465759,3.50874687115,6.15427855024
B_ANCHOR,13,MJ1,364,2.29119418442,0.81043956044,7.88337329067,14.7225181819,0.837912087912,9.85847552363,19.6626498061,0.851648351648,11.1186313131,26.623074599,3.13198994526,4.16962969913
B_ANCHOR,14,ATU1,363,2.15747417196,0.619834710744,7.80756025209,18.0794257451,0.735537190083,12.2552955505,27.8164613505,0.796143250689,15.6489081674,40.334922513,2.67827320668,4.31980292763
B_ANCHOR,14,ATU5,363,2.2595985939,0.743801652893,7.94633929018,19.0173190461,0.790633608815,15.4940194022,35.52993548,0.831955922865,18.6243686576,54.5007212958,2.73325725665,5.27743404756
B_ANCHOR,14,MJ3,363,3.54505386091,0.867768595041,13.0929613577,27.534413693,0.884297520661,15.711083193,37.4034124536,0.892561983471,17.2088630684,52.7542176285,3.783794626,6.62607456143
B_ANCHOR,14,MJ1,363,2.48046957744,0.804407713499,8.42450580023,16.0082670086,0.829201101928,10.6095363509,21.7204290589,0.842975206612,11.8754701695,29.7828323945,3.37139923736,4.4885385717
B_ANCHOR,15,ATU1,362,2.29043342713,0.627071823204,8.28473943468,19.1950940376,0.718232044199,12.8356398491,29.4778732551,0.781767955801,16.5149251872,43.0269139747,2.83947036637,4.54964206286
B_ANCHOR,15,ATU5,362,2.41221680125,0.737569060773,8.52092190169,20.3138785734,0.78453038674,16.1396896802,37.7009140514,0.825966850829,19.266068417,58.052145039,2.91742591548,5.55629357428
B_ANCHOR,15,MJ3,362,3.82693493869,0.864640883978,13.9788922249,29.8494726341,0.881215469613,16.7477774171,40.8798622433,0.889502762431,18.2492310497,58.1735445337,4.05934842411,7.09720581444
B_ANCHOR,15,MJ1,362,2.67176869481,0.795580110497,8.99655187383,17.4485634284,0.825966850829,11.3723681108,23.7951681663,0.839779005525,12.6245398588,32.8072224291,3.61050866966,4.80693743624
