fit_days,strategy,lead,target,station,candidate_origin,candidate_target,distance,mse_displacement,mse_hydrology,mse_static,mse_history,mse_lead,candidate_demand_mm,query_demand_mm,demand_difference_mm,nonzero_pair,same_direction
342,IN,29,371,MJ1,252,281,2.39664679097812,3.3590719178538717,8.29600293496531,0.0,4.623939705504743,0.0,1.0290805328490933,-1.3723272380580056,-2.401407770907099,True,False
342,IN,30,372,ATU1,252,282,2.4498469229992157,3.3736033829966043,8.717511613139859,0.0,4.623939705504743,0.0,-23.889967677857015,30.311148524686843,54.20111620254386,True,False
342,IN,30,372,ATU5,252,282,2.4498469229992157,3.3736033829966043,8.717511613139859,0.0,4.623939705504743,0.0,-28.158113228142057,36.78419903653895,64.94231226468101,True,False
342,IN,30,372,MJ3,252,282,2.4498469229992157,3.3736033829966043,8.717511613139859,0.0,4.623939705504743,0.0,-2.588112847071102,4.38895325546946,6.977066102540562,True,False
342,IN,30,372,MJ1,252,282,2.4498469229992157,3.3736033829966043,8.717511613139859,0.0,4.623939705504743,0.0,0.9763569947614315,-1.0615156577043763,-2.0378726524658077,True,False
342,IN,31,373,ATU1,252,283,2.4881202187015496,3.350762652235025,9.03126188620598,0.0,4.623939705504743,0.0,-23.72535747993215,31.47659001298119,55.20194749291334,True,False
342,IN,31,373,ATU5,252,283,2.4881202187015496,3.350762652235025,9.03126188620598,0.0,4.623939705504743,0.0,-28.34545737618822,38.063916001557374,66.4093733777456,True,False
342,IN,31,373,MJ3,252,283,2.4881202187015496,3.350762652235025,9.03126188620598,0.0,4.623939705504743,0.0,-2.9634296341689605,4.9365579326292846,7.899987566798245,True,False
342,IN,31,373,MJ1,252,283,2.4881202187015496,3.350762652235025,9.03126188620598,0.0,4.623939705504743,0.0,0.9492431552801008,-0.754346297005668,-1.7035894522857689,True,False
342,IN,32,374,ATU1,252,284,2.5154898439541276,3.251418936578546,9.270438091547838,0.0,4.623939705504743,0.0,-23.515420714068142,32.68215185665396,56.1975725707221,True,False
342,IN,32,374,ATU5,252,284,2.5154898439541276,3.251418936578546,9.270438091547838,0.0,4.623939705504743,0.0,-28.49097517321806,39.38650081249531,67.87747598571337,True,False
342,IN,32,374,MJ3,252,284,2.5154898439541276,3.251418936578546,9.270438091547838,0.0,4.623939705504743,0.0,-3.3016948643455635,5.505478499907895,8.807173364253458,True,False
342,IN,32,374,MJ1,252,284,2.5154898439541276,3.251418936578546,9.270438091547838,0.0,4.623939705504743,0.0,0.9437688147589824,-0.46542541323071873,-1.4091942279897012,True,False
342,IN,33,375,ATU1,252,285,2.540665924240367,3.2230419149072826,9.483618110491973,0.0,4.623939705504743,0.0,-23.260616870628752,33.91727068193687,57.17788755256562,True,False
342,IN,33,375,ATU5,252,285,2.540665924240367,3.2230419149072826,9.483618110491973,0.0,4.623939705504743,0.0,-28.593044141586006,40.74323445253901,69.33627859412502,True,False
