fit_days,strategy,lead,target,station,candidate_origin,candidate_target,distance,past_distance_min,past_distance_median,past_distance_max,query_demand_mm,probe_correction_mm,norm_correction_mm,nonzero_pair,same_direction
612,IN,39,651,MJ3,252,291,0.6651871650633241,1.4674252085466635,2.132213032462522,2.2279232686058137,-15.03309009926079,1.3553631391765748,3.4111353072948987,True,False
612,IN,39,651,MJ1,252,291,0.6651871650633241,1.4674252085466635,2.132213032462522,2.2279232686058137,6.983569065066604,10.440352798172626,2.3773990622111114,True,True
612,IN,40,652,ATU1,252,292,0.6542894365029999,1.4677802882696622,2.1193898949257233,2.217416022211744,4.818009306745637,5.715351751061512,-1.4849518871246232,True,True
612,IN,40,652,ATU5,252,292,0.6542894365029999,1.4677802882696622,2.1193898949257233,2.217416022211744,-5.547749361000456,-6.646773860610338,0.46022354208821525,True,True
612,IN,40,652,MJ3,252,292,0.6542894365029999,1.4677802882696622,2.1193898949257233,2.217416022211744,-15.273630222923202,1.544215142111284,3.4678024467255,True,False
612,IN,40,652,MJ1,252,292,0.6542894365029999,1.4677802882696622,2.1193898949257233,2.217416022211744,7.3950239009424195,10.846816136068696,2.50497151386935,True,True
612,IN,41,653,ATU1,252,293,0.65127843336397,1.4721328966884983,2.084431313376279,2.1868897237118645,5.181069832084461,6.249221647654792,-1.7127222442672974,True,True
612,IN,41,653,ATU5,252,293,0.65127843336397,1.4721328966884983,2.084431313376279,2.1868897237118645,-5.473324212173679,-6.572994701949611,1.071247704983648,True,True
612,IN,41,653,MJ3,252,293,0.65127843336397,1.4721328966884983,2.084431313376279,2.1868897237118645,-15.518645817271818,1.5062448634009797,3.647743059954564,True,False
612,IN,41,653,MJ1,252,293,0.65127843336397,1.4721328966884983,2.084431313376279,2.1868897237118645,7.788670427357943,11.02904196003476,2.6934382388946005,True,True
612,IN,42,654,ATU1,252,294,0.6517797260388783,1.479125068355298,2.0449593126913554,2.1476909393038066,5.526507708439567,6.762541553060785,-1.6891046706311954,True,True
612,IN,42,654,ATU5,252,294,0.6517797260388783,1.479125068355298,2.0449593126913554,2.1476909393038066,-5.404101878912911,-6.5101473076483956,1.4837447804384283,True,True
612,IN,42,654,MJ3,252,294,0.6517797260388783,1.479125068355298,2.0449593126913554,2.1476909393038066,-15.82326383320833,1.3833770233302403,3.8089192042789364,True,False
612,IN,42,654,MJ1,252,294,0.6517797260388783,1.479125068355298,2.0449593126913554,2.1476909393038066,8.123546893938737,11.145377443158395,2.8632270943835465,True,True
612,IN,43,655,ATU1,252,295,0.646939622239633,1.48407430607044,1.9940226031324693,2.096532083581338,5.853442807635588,7.394236819952823,-1.4342211604784438,True,True
612,IN,43,655,ATU5,252,295,0.646939622239633,1.48407430607044,1.9940226031324693,2.096532083581338,-5.343124750696802,-6.3544833472943765,1.484773547264922,True,True
612,IN,43,655,MJ3,252,295,0.646939622239633,1.48407430607044,1.9940226031324693,2.096532083581338,-16.20970981713299,1.4003180914377253,3.973592710020057,True,False
612,IN,43,655,MJ1,252,295,0.646939622239633,1.48407430607044,1.9940226031324693,2.096532083581338,8.390242546108539,11.456710022242191,2.9532420413538603,True,True
612,IN,44,656,ATU1,252,296,0.6396642482717786,1.4878056106233304,1.935893148187121,2.0377973726177996,6.171095441316027,8.067119269478091,-1.114029472986715,True,True
612,IN,44,656,ATU5,252,296,0.6396642482717786,1.4878056106233304,1.935893148187121,2.0377973726177996,-5.28331171414186,-6.144107880646658,1.0351924267928325,True,True
612,IN,44,656,MJ3,252,296,0.6396642482717786,1.4878056106233304,1.935893148187121,2.0377973726177996,-16.663800362689926,1.506650972878333,4.060215082098466,True,False
612,IN,44,656,MJ1,252,296,0.6396642482717786,1.4878056106233304,1.935893148187121,2.0377973726177996,8.608502785121118,11.841431031041111,2.9455380882037616,True,True
612,IN,45,657,ATU1,252,297,0.641125529252593,1.49143322404007,1.8713764238614736,1.9829965146371245,6.4806420279351755,8.751310420467043,-0.8269132013243166,True,True
612,IN,45,657,ATU5,252,297,0.641125529252593,1.49143322404007,1.8713764238614736,1.9829965146371245,-5.2215130440474695,-5.898994918275449,0.3566540480023832,True,True
612,IN,45,657,MJ3,252,297,0.641125529252593,1.49143322404007,1.8713764238614736,1.9829965146371245,-17.17580009866424,1.6845880149228378,4.1097137081603705,True,False
612,IN,45,657,MJ1,252,297,0.641125529252593,1.49143322404007,1.8713764238614736,1.9829965146371245,8.785997181197445,12.261916653506773,2.899917598384036,True,True
612,IN,46,658,ATU1,252,298,0.6450469717001245,1.4957467115210887,1.7888264479549498,1.908808861116395,6.776325043784311,9.425944162148632,-0.6023930741791332,True,True
612,IN,46,658,ATU5,252,298,0.6450469717001245,1.4957467115210887,1.7888264479549498,1.908808861116395,-5.1592008609624145,-5.635445589010729,-0.5069727674335809,True,True
612,IN,46,658,MJ3,252,298,0.6450469717001245,1.4957467115210887,1.7888264479549498,1.908808861116395,-17.742776409872477,1.8970202237660487,4.083183530617816,True,False
612,IN,46,658,MJ1,252,298,0.6450469717001245,1.4957467115210887,1.7888264479549498,1.908808861116395,8.919901154812692,12.679954126931534,2.887640520531477,True,True
612,IN,47,659,ATU1,252,299,0.6464840596067374,1.4989717992931026,1.672736641222626,1.8016515035293483,7.1660602605801955,10.10991580559375,-1.0265200589523715,True,True
612,IN,47,659,ATU5,252,299,0.6464840596067374,1.4989717992931026,1.672736641222626,1.8016515035293483,-5.020669019269235,-5.340136507448861,-1.1784827236285764,True,True
612,IN,47,659,MJ3,252,299,0.6464840596067374,1.4989717992931026,1.672736641222626,1.8016515035293483,-18.202836386674335,2.059412446973738,4.072602782340482,True,False
612,IN,47,659,MJ1,252,299,0.6464840596067374,1.4989717992931026,1.672736641222626,1.8016515035293483,9.209393216024296,12.681827417966815,2.6476463415496028,True,True
612,IN,48,660,ATU1,252,300,0.6481284127266992,1.4998770275472466,1.5277629756161781,1.6586118175252735,7.587103819647609,10.795933463197663,-1.430578426778709,True,True
612,IN,48,660,ATU5,252,300,0.6481284127266992,1.4998770275472466,1.5277629756161781,1.6586118175252735,-4.838419665511424,-5.0154646430135585,-1.6650873196465454,True,True
612,IN,48,660,MJ3,252,300,0.6481284127266992,1.4998770275472466,1.5277629756161781,1.6586118175252735,-18.599325313720783,2.194811653887541,3.899548497742444,True,False
612,IN,48,660,MJ1,252,300,0.6481284127266992,1.4998770275472466,1.5277629756161781,1.6586118175252735,9.55583280284759,12.36864908816608,2.4501033370910363,True,True
612,IN,49,661,ATU1,252,301,0.6488203852472415,1.4222502700767632,1.465693960976592,1.4703671906305757,8.015577766584215,11.48038794894547,-1.7005999747805731,True,True
612,IN,49,661,ATU5,252,301,0.6488203852472415,1.4222502700767632,1.465693960976592,1.4703671906305757,-4.629121753801769,-4.662369758800281,-1.6860371582605467,True,True
612,IN,49,661,MJ3,252,301,0.6488203852472415,1.4222502700767632,1.465693960976592,1.4703671906305757,-18.94903156755936,2.524283324241992,3.9052662176122794,True,False
612,IN,49,661,MJ1,252,301,0.6488203852472415,1.4222502700767632,1.465693960976592,1.4703671906305757,9.92861547380926,12.588687331135702,2.417324588112251,True,True
612,IN,50,662,ATU1,252,302,0.648022293597518,1.3765141159894514,1.3941913779817114,1.4315027743937845,8.444973355087598,12.161571578699423,-1.9690143818904744,True,True
612,IN,50,662,ATU5,252,302,0.648022293597518,1.3765141159894514,1.3941913779817114,1.4315027743937845,-4.398310296837963,-4.280603654945253,-1.8684186871819293,True,True
