model,horizon,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse,candidate_number,phase,source
DRIFT3,2,375,0.0122224404857,0.0160567234827,0.0185738507681,0.950666666667,0.176750908492,0.181750730849,0.97,0.226857335059,0.232081099502,0.98,0.270317187536,0.275495706235,0.0163527373359,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,3,374,0.0219745111525,0.0288561340249,0.0336435248453,0.951203208556,0.320393581262,0.329797165482,0.969919786096,0.411220709614,0.421455632129,0.980614973262,0.489999698049,0.500725749573,0.0293892314256,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,4,373,0.0341189655559,0.0447968225926,0.0526715961327,0.951072386059,0.502412587711,0.517415855997,0.968498659517,0.6448395752,0.661645844307,0.977882037534,0.768373746144,0.786628822737,0.0456256901524,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,5,372,0.0486280432568,0.0638406204539,0.0756731744201,0.950940860215,0.722295111271,0.744680800147,0.967741935484,0.927055738876,0.953049225575,0.977150537634,1.10465504656,1.13460526245,0.0650230028098,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,6,371,0.0654784192882,0.0859426165272,0.102680983649,0.949460916442,0.981489659394,1.01211397956,0.966981132075,1.25972833983,1.29551171507,0.97641509434,1.50105890027,1.54249409555,0.0875350046745,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,7,370,0.08460540563,0.111051181207,0.133714881297,0.949324324324,1.27875334561,1.32010761972,0.966891891892,1.64126215055,1.6908921826,0.975675675676,1.95568447645,2.01549624438,0.113108520938,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,8,369,0.105968909731,0.13910796958,0.168879627016,0.94918699187,1.61654076829,1.67004669033,0.965447154472,2.07480761393,2.14076796634,0.974932249322,2.47228575936,2.55429485142,0.141683390182,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,9,368,0.129537938838,0.170048292065,0.208062821433,0.947690217391,1.99404820053,2.06064613727,0.964673913043,2.55933315766,2.6418761835,0.974864130435,3.04963355478,3.15307105033,0.17319285506,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,10,367,0.155212831299,0.203803273513,0.251275766546,0.946866485014,2.41010587941,2.492006369,0.963896457766,3.0933374073,3.19596026016,0.975476839237,3.68593886471,3.81681069103,0.20756573021,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,11,366,0.182950430494,0.240302147355,0.298573134275,0.948087431694,2.86630745114,2.96530238803,0.963114754098,3.6788657856,3.80519322163,0.975409836066,4.38363896068,4.54822425686,0.244728686171,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,12,365,0.212734570961,0.279473654598,0.34986147191,0.945890410959,3.36289603441,3.47934256428,0.962328767123,4.31623033203,4.46481288649,0.97397260274,5.14310566068,5.33757929234,0.284607635359,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,13,364,0.244431541575,0.321244439455,0.405084553577,0.945054945055,3.89692775411,4.03332855885,0.961538461538,5.00165262378,5.17679724289,0.973901098901,5.9598366962,6.19215644707,0.327126142119,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,14,363,0.278006890001,0.365538522657,0.464003051393,0.942837465565,4.46549930911,4.62465377072,0.962121212121,5.7314063142,5.93704960437,0.973829201102,6.82939185137,7.10590696525,0.372204912877,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,15,362,0.313469378564,0.412277397413,0.527222592634,0.944060773481,5.0817972676,5.26163600525,0.960635359116,6.52241618034,6.7550912695,0.973066298343,7.77193824191,8.08479013325,0.419761905625,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,16,361,0.350618340207,0.461380159081,0.594036745402,0.943905817175,5.73063481317,5.93450760118,0.959833795014,7.35519015434,7.62018458904,0.972299168975,8.76424963641,9.12348935046,0.469712473427,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,17,360,0.389457559634,0.512763658096,0.664261449046,0.941666666667,6.41094302701,6.64196523808,0.960416666667,8.22835629378,8.52952919401,0.972222222222,9.80469126463,10.2161899119,0.521969531789,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,18,359,0.430002825831,0.566342671097,0.738518441039,0.942896935933,7.13670735698,7.39207028846,0.959610027855,9.15986472666,9.49132536866,0.971448467967,10.9146520233,11.3656609464,0.576443745042,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,19,358,0.472003429713,0.622030087944,0.816130773172,0.942039106145,7.89224786763,8.17634849289,0.959497206704,10.1295904737,10.4996151932,0.970670391061,12.0701515206,12.5760487235,0.633043729583,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,20,357,0.515468960042,0.679737113893,0.897062114074,0.941176470588,8.68013656239,8.99410910414,0.959383753501,11.1408346655,11.5489766808,0.969887955182,13.2751232963,13.834813344,0.69167627338,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,21,356,0.560460257131,0.73937348706,0.981745607817,0.940308988764,9.51140443981,9.85193321289,0.95856741573,12.2077554356,12.6472854421,0.970505617978,14.5464378068,15.1450945778,0.752246572001,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,22,355,0.606652264798,0.8008477119,1.06975958989,0.940845070423,10.3736768057,10.7446984708,0.957746478873,13.3144700358,13.7949686181,0.970422535211,15.8651695906,16.5199614098,0.814658482025,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,23,354,0.654118669208,0.864067309811,1.16044275088,0.939971751412,11.2600456444,11.6630633748,0.957627118644,14.4521121239,14.9724277975,0.968926553672,17.2207537493,17.9300836726,0.878814793065,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,24,353,0.702800076171,0.928939088251,1.25426634103,0.939801699717,12.1786274112,12.6148203821,0.957507082153,15.6310990577,16.1942294023,0.968838526912,18.6256033302,19.3921083547,0.944617519936,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,25,352,0.752449242849,0.995369430024,1.35080150597,0.9375,13.1229609109,13.5931582861,0.957386363636,16.8431379828,17.4477461314,0.96875,20.0698367879,20.8912657995,1.01196821675,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,26,351,0.803217286464,1.06326460456,1.45066359146,0.938746438746,14.1093831842,14.6073443775,0.956552706553,18.1091972642,18.7430820369,0.967236467236,21.5784394703,22.4277962124,1.08076831492,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,27,350,0.8549097741,1.13253110308,1.55233033879,0.937857142857,15.1045806241,15.638014139,0.957142857143,19.3865193498,20.0625181413,0.967142857143,23.1004626117,24.0035393161,1.15091948705,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,28,349,0.907389687669,1.20307599814,1.65633470355,0.93553008596,16.1230827101,16.69251261,0.958452722063,20.6937526249,21.4109495789,0.96776504298,24.6581271337,25.6146822158,1.22232403747,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,29,348,0.960676189855,1.27480732462,1.76355184387,0.935344827586,17.1789583039,17.7827661773,0.957614942529,22.0489542779,22.8090008828,0.966954022989,26.2729495034,27.2829300359,1.29488531637,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT3,30,347,1.0148201407,1.34763447301,1.87172379437,0.935158501441,18.2358599884,18.8781607853,0.958933717579,23.4054729041,24.2088103664,0.966858789625,27.8893411434,28.9535301573,1.36850814816,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,1,376,0.00975291238909,0.0127879595788,0.0146336941827,0.95079787234,0.138983200142,0.142810336789,0.970744680851,0.178383006182,0.182200553495,0.981382978723,0.212556462072,0.216158588721,0.0130166250423,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,2,375,0.0219063037599,0.0287209598672,0.0331309203863,0.952,0.315074063958,0.323916447635,0.969333333333,0.40439318307,0.413545124034,0.981333333333,0.481864198385,0.490786455549,0.0292349748613,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,3,374,0.0364288882506,0.0477601322968,0.0555335291404,0.949197860963,0.52858467407,0.543959885249,0.968582887701,0.678431084375,0.695059076994,0.979278074866,0.808400498124,0.825612106915,0.0486152116148,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,4,373,0.053293041317,0.0698594894575,0.0818841666926,0.951072386059,0.780410209013,0.803651413137,0.967828418231,1.00164565931,1.02741416939,0.97855227882,1.19353441871,1.22105598388,0.0711100800493,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,5,372,0.0724385194646,0.0949663967192,0.112219853685,0.949596774194,1.07047483895,1.10346092105,0.967069892473,1.37393958132,1.41203512531,0.977822580645,1.63714998842,1.68052289111,0.0966653952865,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,6,371,0.0938223723676,0.123022119719,0.146522710794,0.948787061995,1.39881119291,1.44312982059,0.966307277628,1.79535472933,1.84774896622,0.97641509434,2.13929710906,2.20092286013,0.125220610185,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,7,370,0.117411620791,0.153962573376,0.184830619346,0.948648648649,1.76670751969,1.82355700017,0.965540540541,2.26754455275,2.33555071893,0.976351351351,2.70194598711,2.78306919466,0.156709577962,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,8,369,0.143111946163,0.187719177182,0.22715462038,0.949864498645,2.17313123642,2.24478362117,0.964769647696,2.78918374584,2.87722871992,0.976964769648,3.32351742339,3.43233454134,0.191061415401,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,9,368,0.170876293088,0.224219805412,0.273454908226,0.947690217391,2.61895684794,2.70663870278,0.963994565217,3.36139472339,3.47026932282,0.976222826087,4.00534885762,4.14191567423,0.228201456549,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,10,367,0.200681425198,0.263389785296,0.323642600684,0.946866485014,3.10245899543,3.2076505203,0.963215258856,3.98196301132,4.11350104994,0.975476839237,4.74480158117,4.91194511988,0.268052251116,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,11,366,0.232394212314,0.305152889009,0.37770899749,0.946721311475,3.62279269019,3.74845485285,0.963114754098,4.6498040784,4.80918078945,0.975409836066,5.54058329538,5.74752484821,0.310534554763,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,12,365,0.265979807419,0.349431848646,0.43574320739,0.946575342466,4.18437869248,4.33036433202,0.962328767123,5.37059190899,5.5565370335,0.975342465753,6.39945496961,6.6430770046,0.355567846358,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,13,364,0.301441470451,0.396147324729,0.497522600531,0.945054945055,4.78199514941,4.95003397451,0.961538461538,6.13762432746,6.35241915494,0.973901098901,7.31343046903,7.59759466832,0.403069318077,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,14,363,0.338576777091,0.445217675493,0.562993104513,0.945592286501,5.41459873475,5.60784611851,0.961432506887,6.94956223908,7.19898346287,0.973140495868,8.28091416387,8.6157586035,0.452953662615,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,15,362,0.377402369762,0.49655910064,0.631915798554,0.942679558011,6.0798850513,6.30042996556,0.962016574586,7.80344798207,8.08935619949,0.972375690608,9.29838178273,9.68697015562,0.505133232114,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,16,361,0.417918275407,0.550085808533,0.704792372431,0.943213296399,6.78959986351,7.03478766246,0.961218836565,8.71435708191,9.03159322916,0.971606648199,10.3837969222,10.8145663606,0.559518221301,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,17,360,0.459865418036,0.605710202222,0.781385155476,0.94375,7.53559671683,7.80812538372,0.959722222222,9.67183367737,10.0267856522,0.971527777778,11.5247006551,12.0095718962,0.616016870396,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,18,359,0.503303928344,0.663343082401,0.860995118587,0.942200557103,8.31168995537,8.61118344346,0.959610027855,10.6679385651,11.0554406144,0.970752089136,12.7116328372,13.2387720847,0.674535686055,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,19,358,0.548222864332,0.722893866839,0.94395065834,0.942039106145,9.11857296348,9.44938198981,0.959497206704,11.7035616942,12.1333212622,0.970670391061,13.9456539084,14.5334263646,0.734979680045,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,20,357,0.594331890201,0.784270826729,1.03026362115,0.941176470588,9.9603478816,10.3222966574,0.958683473389,12.7839681049,13.2548948756,0.969887955182,15.2330375509,15.8790592259,0.7972526262,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,21,356,0.641750897164,0.847381340888,1.11949658162,0.938904494382,10.8336725275,11.2245951539,0.95856741573,13.9048681529,14.4090145955,0.969101123596,16.5686723384,17.2546994662,0.861257336743,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,22,355,0.690301861007,0.912132169164,1.21172396147,0.940845070423,11.7339052175,12.1584910007,0.958450704225,15.0603043016,15.6086677262,0.969014084507,17.9454594279,18.6927964834,0.926895959432,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,23,354,0.739861103298,0.978429746563,1.30662362099,0.938559322034,12.6596594944,13.1189384809,0.958333333333,16.2484970524,16.8396607685,0.968220338983,19.3612784164,20.166553627,0.994070297199,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,24,353,0.790522378945,1.04618049927,1.40481558798,0.938385269122,13.6268285206,14.1147369401,0.957507082153,17.4898450585,18.1124411869,0.968130311615,20.8404357982,21.678342437,1.06268215155,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,25,352,0.842052397092,1.11529118236,1.50480336222,0.938210227273,14.6026980778,15.1269664971,0.958096590909,18.7423600754,19.4090267437,0.968039772727,22.332899494,23.2282744988,1.13263368964,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,26,351,0.894394164375,1.18566923654,1.6079390106,0.93660968661,15.6151536398,16.1737807174,0.957264957265,20.0418327209,20.7507834468,0.967948717949,23.8813166555,24.8315724243,1.20382783225,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,27,350,0.947512080697,1.25722315432,1.71266993869,0.935714285714,16.6386251576,17.2346624686,0.957857142857,21.3554441926,22.1090535915,0.967142857143,25.4465812675,26.4530973674,1.27616865239,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,28,349,1.00148177448,1.32986283911,1.8195518728,0.934097421203,17.6836813231,18.3170073136,0.958452722063,22.6967592598,23.4939444088,0.967048710602,27.0448567496,28.1068349607,1.34956176706,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,29,348,1.05590469056,1.40349993955,1.92896230899,0.932471264368,18.7630592972,19.425750681,0.958333333333,24.0821258914,24.9035326464,0.967672413793,28.6956229082,29.7735154951,1.42391470321,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT7,30,347,1.11104705898,1.47804814274,2.03955562949,0.931556195965,19.8424708542,20.5457456335,0.958933717579,25.4675356261,26.3319740642,0.96613832853,30.3464404275,31.4762636219,1.49913722077,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,1,376,0.0325870215597,0.0430021119228,0.048047183022,0.94414893617,0.452817173877,0.46546236947,0.970744680851,0.581184550682,0.592365858193,0.98204787234,0.692524106123,0.702082137095,0.0435402830274,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,2,375,0.0668940596748,0.0883478382073,0.0994191438961,0.944666666667,0.938058384145,0.964962416691,0.97,1.20398490153,1.22961439845,0.981333333333,1.43463649669,1.45890155024,0.0894425768815,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,3,374,0.102879774364,0.135954716384,0.154092642279,0.945187165775,1.45565896385,1.49872838302,0.969251336898,1.86831805341,1.91155355141,0.979946524064,2.22623827212,2.26991832501,0.137621382014,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,4,373,0.140439744599,0.185738037694,0.212038235805,0.945710455764,2.00545074614,2.06635524222,0.967828418231,2.57396816652,2.63815686276,0.97855227882,3.06707224343,3.13507269208,0.187988854072,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,5,372,0.179515799761,0.237611543581,0.2731518526,0.944220430108,2.58662836197,2.66688380204,0.967069892473,3.31990156085,3.40640709907,0.977822580645,3.95590670493,4.05012818819,0.240455518666,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,6,371,0.220061694127,0.291487911862,0.337499818819,0.946091644205,3.19886487907,3.30161574568,0.965633423181,4.10569862339,4.22101746122,0.977088948787,4.89224165687,5.02511784209,0.294930776065,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,7,370,0.261952820736,0.347279212605,0.404785363395,0.94527027027,3.84183319315,3.96582555409,0.964864864865,4.93093952034,5.07081097832,0.977027027027,5.87557683641,6.03711188366,0.351323375648,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,8,369,0.305201184791,0.404897329559,0.475273863418,0.945799457995,4.51414831489,4.66478095231,0.963414634146,5.79384663713,5.96921846596,0.975609756098,6.90379408517,7.11409594874,0.409541855986,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,9,368,0.349628978504,0.464254342056,0.548424167652,0.944972826087,5.21081987137,5.39059561994,0.963315217391,6.68801489948,6.9020965199,0.974864130435,7.96926128639,8.23402148279,0.46949494556,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,10,367,0.39518789163,0.525262861391,0.62443901953,0.944822888283,5.94056813983,6.14543908171,0.962534059946,7.62463666205,7.86819952435,0.974795640327,9.08531495323,9.38714636573,0.531091918131,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,11,366,0.441911914731,0.587836314734,0.703233607296,0.945355191257,6.69281778863,6.92999135457,0.96174863388,8.59013863362,8.87712946055,0.974726775956,10.2357815116,10.59980097,0.594242895852,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,12,365,0.48962188342,0.651889016986,0.784499375744,0.943150684932,7.46888156271,7.73979192415,0.961643835616,9.58620570408,9.91876229204,0.972602739726,11.4226686317,11.8543601547,0.658858944478,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,13,364,0.538246919107,0.717335700102,0.868558389881,0.943681318681,8.27973803105,8.57830159665,0.960164835165,10.6269287142,10.9922339448,0.972527472527,12.6627665859,13.1357770303,0.724851639675,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,14,363,0.58781295243,0.784091348193,0.954744333523,0.943526170799,9.10438794124,9.43909578514,0.960055096419,11.6853554152,12.1001461908,0.972451790634,13.923959789,14.4697665399,0.792132931644,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,15,362,0.638200515533,0.85207132574,1.04314403524,0.941988950276,9.95442997204,10.3209513265,0.959944751381,12.7763725502,13.2291135457,0.971685082873,15.2239868893,15.8198294008,0.860615300929,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,16,361,0.689318145584,0.921191585295,1.13389785897,0.940443213296,10.8263213892,11.2280894198,0.959141274238,13.8954330691,14.3951061779,0.970914127424,16.5574297425,17.2208309299,0.930211994746,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,17,360,0.741221650538,0.991368911254,1.22620710343,0.939583333333,11.7087015064,12.150006062,0.959722222222,15.0279556886,15.5807820396,0.970833333333,17.9069136781,18.647934571,1.00083730031,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,18,359,0.793767662802,1.06252119715,1.3207847206,0.938022284123,12.6203621903,13.0948513665,0.959610027855,16.1980595087,16.7888151023,0.970055710306,19.3011783762,20.0896703121,1.07240685241,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,19,358,0.846844695483,1.13456775353,1.41737451824,0.937849162011,13.5501161552,14.061536331,0.958798882682,17.3913858035,18.0309614558,0.969273743017,20.7231143595,21.5799859146,1.14483797202,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,20,357,0.900586569077,1.20742964303,1.51465541166,0.93487394958,14.4775613812,15.032536248,0.960084033613,18.581748864,19.2757860881,0.96918767507,22.1415194315,23.075434426,1.21805003227,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,21,356,0.954755060261,1.28103003833,1.6143802661,0.934691011236,15.4406427439,16.029205694,0.959971910112,19.8178504108,20.547654218,0.968398876404,23.6144252715,24.5873510808,1.29196484707,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,22,355,1.00945741623,1.35529459837,1.71511927603,0.932394366197,16.4053490472,17.0364498436,0.960563380282,21.0560375463,21.8391651111,0.968309859155,25.0898162436,26.1344631561,1.36650707735,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,23,354,1.06467391658,1.43015185666,1.81656842384,0.930084745763,17.3703941271,18.0483146829,0.96186440678,22.2946594969,23.1278015271,0.967514124294,26.5657253299,27.6740928314,1.44160464837,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,24,353,1.12023964043,1.50553361539,1.92083338361,0.929886685552,18.382863621,19.0907280755,0.96104815864,23.5941500239,24.4591552107,0.967422096317,28.1141637985,29.2472903338,1.517189171,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,25,352,1.17612662886,1.58137533707,2.02571877357,0.928977272727,19.3923736092,20.1400310705,0.9609375,24.8898420663,25.8062765922,0.966619318182,29.6580760936,30.8532680022,1.59319635854,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,26,351,1.23259810381,1.65761652506,2.13186051687,0.929487179487,20.4164281182,21.2016431404,0.960113960114,26.2042017992,27.1680006504,0.966524216524,31.2242323137,32.4738358803,1.6695664293,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,27,350,1.28934402442,1.73420108245,2.23884234378,0.928571428571,21.447797624,22.2710729597,0.96,27.5279502288,28.5408831999,0.966428571429,32.8015758561,34.1059452691,1.74624448407,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,28,349,1.34623496021,1.81107763768,2.34656695153,0.928366762178,22.4859018765,23.3474121525,0.959885386819,28.8603426122,29.9205796641,0.964899713467,34.3892193047,35.7459163846,1.82318084593,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,29,348,1.40355793352,1.88819982345,2.45525538125,0.92816091954,23.5354458011,24.4328542938,0.959051724138,30.2074176559,31.312292486,0.965517241379,35.9943582221,37.3994278965,1.90033134825,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
DRIFT30,30,347,1.46135020785,1.96552649414,2.56444886895,0.927233429395,24.5886223806,25.522268183,0.958933717579,31.5591551615,32.7083033252,0.96469740634,37.6050528056,39.0557820416,1.97765755524,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,1,376,0.0178496295823,0.0234492117814,0.0265031211364,0.950132978723,0.251157917366,0.25807594411,0.970744680851,0.322357697048,0.329027715753,0.981382978723,0.384112887616,0.390045725545,0.0238420953249,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,2,375,0.0379601001,0.0498531829912,0.0568214113319,0.950666666667,0.539311855831,0.554357660801,0.969333333333,0.692199273108,0.707406623359,0.980666666667,0.824806306888,0.839223700055,0.0506850262984,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,3,374,0.0602778390652,0.0791530171391,0.0909741011819,0.950534759358,0.864540208787,0.889496110909,0.968582887701,1.10962534501,1.1360631483,0.979946524064,1.32220015017,1.34892729161,0.0804685497708,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,4,373,0.0847317883433,0.111285457322,0.128975229665,0.951072386059,1.22675525157,1.2637616441,0.967828418231,1.57452331936,1.61576672062,0.977882037534,1.87616025415,1.92088949032,0.113127528709,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,5,372,0.111296603035,0.146183061259,0.170789877646,0.950940860215,1.62671193125,1.67657604253,0.967069892473,2.08786216026,2.14443436466,0.977822580645,2.48784121076,2.55121857024,0.148592253925,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,6,371,0.139903168103,0.183774496932,0.216481537594,0.950134770889,2.06422425065,2.1291804967,0.965633423181,2.64940314289,2.72519271739,0.977762803235,3.15695856185,3.24465597715,0.186788846888,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,7,370,0.170468747866,0.223984162922,0.265937509353,0.949324324324,2.53892150973,2.62011140404,0.964864864865,3.2586704789,3.3545558658,0.977027027027,3.88294537062,3.99575193716,0.227638841685,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,8,369,0.202961756837,0.266733362576,0.319166392771,0.948509485095,3.04882942799,3.14968033827,0.964092140921,3.91313020671,4.03515644966,0.975609756098,4.66278223564,4.81148266423,0.271060527088,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,9,368,0.237302716765,0.311941962801,0.376198657989,0.948369565217,3.59758435653,3.71839451491,0.962635869565,4.61744953243,4.76610431189,0.975543478261,5.50203047596,5.68743106165,0.316970729847,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,10,367,0.273368225582,0.359527120338,0.436754286402,0.948228882834,4.18136321546,4.32306154979,0.962534059946,5.36672158614,5.54190121987,0.974795640327,6.39484319549,6.61528894842,0.36528330964,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,11,366,0.311154367599,0.40940472586,0.501000353889,0.948087431694,4.79912551395,4.96583427455,0.96174863388,6.1596109123,6.36892048439,0.974726775956,7.33962910078,7.60911582307,0.415910690908,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,12,365,0.350582032507,0.461489393804,0.568667693738,0.946575342466,5.45020610576,5.64358177973,0.961643835616,6.995263805,7.24089878356,0.973287671233,8.33537093849,8.65834532778,0.46876381561,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,13,364,0.391506575675,0.515693264839,0.640022217633,0.945741758242,6.14288889663,6.35947941319,0.960164835165,7.88431254211,8.15840733561,0.973214285714,9.39473784913,9.75485728217,0.52375089811,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,14,363,0.433949202025,0.571928885686,0.714518418126,0.945592286501,6.86158724472,7.10777454893,0.960055096419,8.80675188541,9.12159194958,0.973140495868,10.4938921211,10.9134953703,0.580780669427,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
EXPERT_INIT,15,362,0.477840578198,0.630107110666,0.792279065239,0.944751381215,7.61258812242,7.8896482969,0.959944751381,9.77065107664,10.1278659616,0.971685082873,11.6424488489,12.1245625315,0.639760085435,5,development,results/ootang_rolling_v3/20260913/c5_crossfit/development
