stage,model,component,phase,valid_days,mask_sha256,station,metric,value,unit,status
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,interval_score_90,61.82392206588021,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,interval_score_90,73.1162829161285,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,interval_score_90,53.72047569985527,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,interval_score_90,43.50183614124842,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,interval_score_90,58.0406292057781,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,picp_95,0.9553805774278216,fraction,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,picp_95,0.9330708661417324,fraction,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,picp_95,0.968503937007874,fraction,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,picp_95,1.0,fraction,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,picp_95,0.964238845144357,fraction,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,width_95,51.83563567929635,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,width_95,51.835635679296466,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,width_95,51.835635679296665,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,width_95,51.835635679296665,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,width_95,51.83563567929654,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,interval_score_95,79.7925160766402,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,interval_score_95,97.45381633592012,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,interval_score_95,52.73928919069236,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,interval_score_95,51.835635679296665,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,interval_score_95,70.45531432063734,mm,valid
development,M1,mixture,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,pooled,rmse,13.223619283436893,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,rmse,40.328442814079295,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,rmse,48.518020357563614,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,rmse,36.377155092530664,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,rmse,40.24986922358542,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,rmse,41.36837187193975,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,mae,35.97756723316945,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,mae,43.55499084906868,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,mae,20.525886341157616,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,mae,33.00210298445224,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,mae,33.265136851962,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,crps,29.680364798935223,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,crps,37.37794887783971,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,crps,18.60902121840634,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,crps,26.79504843175213,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,crps,28.11559583173335,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,picp_80,0.2047872340425532,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,picp_80,0.2074468085106383,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,picp_80,0.7287234042553191,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,picp_80,0.2180851063829787,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,picp_80,0.3397606382978723,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,width_80,33.89350009961365,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,width_80,33.893500099613895,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,width_80,33.893500099613505,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,width_80,33.893500099613725,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,width_80,33.893500099613696,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,interval_score_80,245.3486213918415,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,interval_score_80,323.2928791131418,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,interval_score_80,167.376848026069,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,interval_score_80,214.3221694934543,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,interval_score_80,237.58512950612663,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,picp_90,0.2101063829787234,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,picp_90,0.2127659574468085,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,picp_90,0.7393617021276596,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,picp_90,0.2872340425531915,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,picp_90,0.3623670212765957,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,width_90,43.50183614124907,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,width_90,43.50183614124911,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,width_90,43.50183614124767,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,width_90,43.50183614124874,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,width_90,43.501836141248646,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,interval_score_90,390.37215448761174,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,interval_score_90,546.5177285589542,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,interval_score_90,284.8938805946844,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,interval_score_90,331.9710558459845,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,interval_score_90,388.4387048718087,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,picp_95,0.2154255319148936,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,picp_95,0.2154255319148936,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,picp_95,0.7446808510638298,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,picp_95,0.3696808510638298,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,picp_95,0.3863031914893617,fraction,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,width_95,51.835635679297035,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,width_95,51.835635679297134,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,width_95,51.8356356792971,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,width_95,51.83563567929722,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,width_95,51.83563567929712,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,interval_score_95,614.3918689631907,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,interval_score_95,926.9038959353436,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,interval_score_95,491.6077796731497,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,interval_score_95,516.5515044442225,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,interval_score_95,637.3637622539766,mm,valid
development,M1,mixture,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,pooled,rmse,41.604479880077754,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,rmse,12.12061220337945,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,rmse,16.622195814887352,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,rmse,14.546922536462928,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,rmse,8.039703889952271,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,rmse,12.8323586111705,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,mae,7.991466305348948,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,mae,12.371456182607602,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,mae,11.41887299723195,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,mae,6.543584625410901,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,mae,9.58134502764985,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,crps,6.098811647234667,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,crps,8.891175617286315,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,crps,8.363246865286941,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,crps,4.905674619629015,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,crps,7.064727187359234,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,picp_80,0.9251968503937008,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,picp_80,0.7440944881889764,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,picp_80,0.65748031496063,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,picp_80,0.9671916010498688,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,picp_80,0.823490813648294,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,width_80,33.89350009961352,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,width_80,33.89350009961352,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,width_80,33.89350009961363,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,width_80,33.893500099613625,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,width_80,33.893500099613576,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,interval_score_80,46.17878651826304,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,interval_score_80,57.58421492074796,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,interval_score_80,53.54590724803451,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,interval_score_80,34.2482269909722,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,interval_score_80,47.88928391950443,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,picp_90,0.9422572178477692,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,picp_90,0.8871391076115486,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,picp_90,0.7545931758530183,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,picp_90,1.0,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,picp_90,0.895997375328084,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,width_90,43.50183614124835,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,width_90,43.50183614124835,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,width_90,43.501836141248226,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,width_90,43.50183614124842,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,width_90,43.50183614124833,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,interval_score_90,61.82392206588021,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,interval_score_90,73.1162829161285,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,interval_score_90,53.72047569985527,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,interval_score_90,43.50183614124842,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,interval_score_90,58.0406292057781,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,picp_95,0.9553805774278216,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,picp_95,0.9330708661417324,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,picp_95,0.968503937007874,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,picp_95,1.0,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,picp_95,0.964238845144357,fraction,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,width_95,51.83563567929635,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,width_95,51.835635679296466,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,width_95,51.835635679296665,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,width_95,51.835635679296665,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,width_95,51.83563567929654,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU1,interval_score_95,79.7925160766402,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,ATU5,interval_score_95,97.45381633592012,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ3,interval_score_95,52.73928919069236,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,MJ1,interval_score_95,51.835635679296665,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,four_point_mean,interval_score_95,70.45531432063734,mm,valid
development,M2,seed_0,train,762,00dd6fe7635650a9df5e3eac17975f70eeb501e8d32ba19a9c689f505c339194,pooled,rmse,13.223619283436893,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,rmse,40.328442814079295,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,rmse,48.518020357563614,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,rmse,36.377155092530664,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,rmse,40.24986922358542,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,rmse,41.36837187193975,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,mae,35.97756723316945,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,mae,43.55499084906868,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,mae,20.525886341157616,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,mae,33.00210298445223,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,mae,33.26513685196199,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,crps,29.680364798935223,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,crps,37.37794887783971,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,crps,18.60902121840634,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,crps,26.79504843175213,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,crps,28.11559583173335,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,picp_80,0.2047872340425532,fraction,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,picp_80,0.2074468085106383,fraction,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,picp_80,0.7287234042553191,fraction,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,picp_80,0.2180851063829787,fraction,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,four_point_mean,picp_80,0.3397606382978723,fraction,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU1,width_80,33.89350009961365,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,ATU5,width_80,33.893500099613895,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ3,width_80,33.893500099613505,mm,valid
development,M2,seed_0,prediction,376,7b10e40baff549228c42d5925740fcc2dbdbc9cd8ca5ae14458558f6bc2c5dd2,MJ1,width_80,33.893500099613725,mm,valid
