component,outer_days,strategy,part,station,days,rmse_mm,mae_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm
seed_0,432,IN_CARRY,train,ATU1,402,1.8341909419727236,1.3677587987399844,9.077599857721932,1.0,99.18055648360958,99.18055648360958,1.0,127.29686661141749,127.29686661141749,1.0,151.68357202718948,151.68357202718948
seed_0,432,IN_CARRY,train,ATU5,402,1.2738606623774604,0.9947832842086594,13.066636210510401,1.0,143.18424663640664,143.18424663640664,1.0,183.7749917035715,183.7749917035715,1.0,218.9814088351223,218.9814088351223
seed_0,432,IN_CARRY,train,MJ3,402,1.3358022429284915,1.0103660265187533,5.792796879198178,1.0,63.21760734562084,63.21760734562084,1.0,81.13892092446915,81.13892092446915,1.0,96.68298744402284,96.68298744402284
seed_0,432,IN_CARRY,train,MJ1,402,1.0310912487762356,0.7563513513669317,1.1363149317291896,0.9975124378109452,11.45170207362514,11.462528867187308,1.0,14.698100545350487,14.698100545350487,1.0,17.513867010875515,17.513867010875515
seed_0,432,IN_CARRY,prediction,ATU1,180,64.8768910882035,63.894270556140185,44.117340926700734,0.044444444444444446,99.18055648360979,253.0897862750665,0.2722222222222222,127.2968666114175,198.7749347278298,0.9555555555555556,151.68357202718946,175.48563685554598
seed_0,432,IN_CARRY,prediction,ATU5,180,146.28786738194106,141.53439432085463,111.53215775483525,0.06111111111111111,143.18424663640673,863.8576759163103,0.09444444444444444,183.77499170357146,1249.7815287977442,0.14444444444444443,218.9814088351224,1737.115168847209
seed_0,432,IN_CARRY,prediction,MJ3,180,11.097791377071157,8.163346562834482,7.648509847107559,1.0,63.217607345620976,63.217607345620976,1.0,81.13892092446962,81.13892092446962,1.0,96.68298744402249,96.68298744402249
seed_0,432,IN_CARRY,prediction,MJ1,180,14.454635513539596,11.558369260276395,9.687588830172846,0.35,11.45170207362515,80.73027291078793,0.40555555555555556,14.698100545350478,133.2991611134453,0.4388888888888889,17.513867010875522,221.91190098952754
seed_1,432,IN_CARRY,train,ATU1,402,2.082729627295155,1.6271372416915597,9.334372603038837,1.0,101.89976444440275,101.89976444440275,1.0,130.7869322588208,130.7869322588208,1.0,155.84224174231701,155.84224174231701
seed_1,432,IN_CARRY,train,ATU5,402,1.3066416659590439,1.0609174693795596,12.897072465779264,1.0,141.3161171219556,141.3161171219556,1.0,181.37727342041973,181.37727342041973,1.0,216.12435128465205,216.12435128465205
seed_1,432,IN_CARRY,train,MJ3,402,1.5321044250813551,1.185345874675415,5.411113069700064,1.0,58.90122592883613,58.90122592883613,1.0,75.59890533131926,75.59890533131926,1.0,90.08165171106694,90.08165171106694
seed_1,432,IN_CARRY,train,MJ1,402,1.4893800411278075,1.0340014402695732,1.173384344709222,0.9900497512437811,10.668021550504026,10.696929782167826,1.0,13.69225747938447,13.69225747938447,1.0,16.31533107510779,16.31533107510779
seed_1,432,IN_CARRY,prediction,ATU1,180,60.780964454390755,59.810052182343334,40.18122546414622,0.14444444444444443,101.89976444440269,205.48088167049687,0.7333333333333333,130.78693225882097,149.7423119674172,0.9722222222222222,155.84224174231693,161.4174654199754
seed_1,432,IN_CARRY,prediction,ATU5,180,145.7173023510674,140.32646779286836,110.82876175326261,0.06666666666666667,141.31611712195573,859.4015923494023,0.1388888888888889,181.37727342041967,1252.423063384597,0.18333333333333332,216.12435128465196,1770.9115907545959
seed_1,432,IN_CARRY,prediction,MJ3,180,10.491225422844378,9.113986139895955,7.224020551387957,1.0,58.901225928836325,58.901225928836325,1.0,75.59890533131944,75.59890533131944,1.0,90.08165171106683,90.08165171106683
seed_1,432,IN_CARRY,prediction,MJ1,180,17.87434666489455,14.47488919910568,12.544733213550785,0.2222222222222222,10.668021550504031,108.98587321752206,0.3277777777777778,13.692257479384473,187.89772757369246,0.36666666666666664,16.315331075107785,330.7404422306108
seed_2,432,IN_CARRY,train,ATU1,402,1.77890959310148,1.4150314388552105,8.835771409409023,1.0,96.54098819309867,96.54098819309867,1.0,123.9090173746124,123.9090173746124,1.0,147.64670067750555,147.64670067750555
seed_2,432,IN_CARRY,train,ATU5,402,1.2849442087816234,0.9457389540106497,12.188049724706085,1.0,133.53659383541827,133.53659383541827,1.0,171.39236334108958,171.39236334108958,1.0,204.22659710169683,204.22659710169683
seed_2,432,IN_CARRY,train,MJ3,402,1.1322907559959878,0.8682574003724768,5.2563812309241325,1.0,57.40031685925405,57.40031685925405,1.0,73.67250938840039,73.67250938840039,1.0,87.78620936799197,87.78620936799197
seed_2,432,IN_CARRY,train,MJ1,402,1.1089263471867092,0.8753690162069223,1.0084536789350416,0.9975124378109452,9.67649586370942,9.70940233649939,1.0,12.419648032849295,12.419648032849295,1.0,14.798923391364156,14.798923391364156
seed_2,432,IN_CARRY,prediction,ATU1,180,65.68743372093785,64.9506180618598,45.333672175802725,0.03888888888888889,96.54098819309867,271.20743062733584,0.22777777777777777,123.90901737461233,225.61610278535832,0.9555555555555556,147.6467006775054,167.4661685469108
seed_2,432,IN_CARRY,prediction,ATU5,180,145.89094192322892,140.81381976139673,112.71206756130721,0.05555555555555555,133.53659383541824,891.3467492496184,0.11666666666666667,171.39236334108958,1336.8061923124144,0.15555555555555556,204.22659710169683,1969.3458050255715
seed_2,432,IN_CARRY,prediction,MJ3,180,12.28857438589821,11.098140130409657,7.823443459917997,1.0,57.40031685925373,57.40031685925373,1.0,73.67250938840037,73.67250938840037,1.0,87.78620936799167,87.78620936799167
seed_2,432,IN_CARRY,prediction,MJ1,180,18.413894464037163,14.357606397298337,12.825313746094242,0.3611111111111111,9.676495863709428,115.52406502359311,0.37777777777777777,12.419648032849288,206.8471173908205,0.39444444444444443,14.798923391364148,374.3839758588959
seed_0,432,IN_RESET,train,ATU1,402,2.953236892207297,2.169844838589812,8.936112930848191,1.0,97.00254193277135,97.00254193277135,1.0,124.50141518842013,124.50141518842013,1.0,148.35258620989444,148.35258620989444
seed_0,432,IN_RESET,train,ATU5,402,1.565501166780163,1.1609406587031945,12.738227688238721,1.0,139.51248126835128,139.51248126835128,1.0,179.0623318551363,179.0623318551363,1.0,213.36592827705135,213.36592827705135
seed_0,432,IN_RESET,train,MJ3,402,1.7321523839751303,1.2418514319529819,5.639226111589862,1.0,61.301841913136364,61.301841913136364,1.0,78.68006260219278,78.68006260219278,1.0,93.75307704355593,93.75307704355593
seed_0,432,IN_RESET,train,MJ1,402,1.6210843801799346,1.1472590137720833,1.2012547964174796,0.9850746268656716,10.566684850626297,10.670385030197789,0.9975124378109452,13.56219323267613,13.604575646567694,1.0,16.160349966310715,16.160349966310715
seed_0,432,IN_RESET,prediction,ATU1,180,66.92495865062241,65.92051584634835,46.2996634374337,0.044444444444444446,97.00254193277146,281.73090015347117,0.23333333333333334,124.50141518842018,251.7281215568023,0.9555555555555556,148.35258620989453,171.207038529223
seed_0,432,IN_RESET,prediction,ATU5,180,151.67117942878997,146.36295940289492,117.09011806687356,0.06111111111111111,139.5124812683513,926.398281305922,0.08888888888888889,179.06233185513636,1386.2050314753533,0.1388888888888889,213.36592827705138,2021.865729231242
seed_0,432,IN_RESET,prediction,MJ3,180,11.21620599485813,8.577878190830981,7.561249538520469,1.0,61.3018419131365,61.3018419131365,1.0,78.68006260219343,78.68006260219343,1.0,93.75307704355625,93.75307704355625
seed_0,432,IN_RESET,prediction,MJ1,180,12.019185747469004,9.467631856425305,7.773183223766935,0.36666666666666664,10.566684850626306,63.69906631253741,0.39444444444444443,13.56219323267612,101.38687891059473,0.4888888888888889,16.160349966310722,162.07792982082628
seed_1,432,IN_RESET,train,ATU1,402,2.8083698793719725,2.2695184441488556,9.512220863884021,1.0,103.47347944217428,103.47347944217428,1.0,132.80677359928362,132.80677359928362,1.0,158.2490311441711,158.2490311441711
seed_1,432,IN_RESET,train,ATU5,402,1.461906568052098,1.1393596977817013,13.082532285634036,1.0,143.31846138123527,143.31846138123527,1.0,183.94725446429277,183.94725446429277,1.0,219.18667257467078,219.18667257467078
seed_1,432,IN_RESET,train,MJ3,402,1.3907914041359828,0.9793037823554566,5.4262023282825185,1.0,59.14733589024227,59.14733589024227,1.0,75.91478404827372,75.91478404827372,1.0,90.45804441727002,90.45804441727002
seed_1,432,IN_RESET,train,MJ1,402,2.0816914900918824,1.2130018100481308,1.3651089196473642,0.9502487562189055,11.26901665393178,12.168169128437071,0.9751243781094527,14.463626346706965,15.07124054635001,0.9900497512437811,17.234473770922808,17.369036093015854
seed_1,432,IN_RESET,prediction,ATU1,180,64.09714066402614,63.29575373175784,42.947090054963546,0.05555555555555555,103.47347944217401,228.90925672459372,0.55,132.80677359928364,155.83115234579412,0.9611111111111111,158.2490311441711,167.49681918792828
seed_1,432,IN_RESET,prediction,ATU5,180,144.3724848356181,139.37952956588816,109.39838194299227,0.06111111111111111,143.31846138123535,840.0142565554411,0.1388888888888889,183.94725446429268,1208.0079823060792,0.18333333333333332,219.18667257467072,1674.6883460818888
seed_1,432,IN_RESET,prediction,MJ3,180,13.186277407576474,11.812374451450594,8.268925125794809,1.0,59.147335890242395,59.147335890242395,1.0,75.91478404827399,75.91478404827399,1.0,90.45804441727,90.45804441727
seed_1,432,IN_RESET,prediction,MJ1,180,17.64536509032038,14.72652087124104,12.62131980505319,0.2,11.269016653931795,108.62616342824812,0.24444444444444444,14.46362634670695,183.86058920094538,0.32222222222222224,17.234473770922797,316.2367249887177
seed_2,432,IN_RESET,train,ATU1,402,2.465510812883172,1.9201208003575339,8.919874512882206,1.0,97.12957781462393,97.12957781462393,1.0,124.6644639782272,124.6644639782272,1.0,148.54687082593412,148.54687082593412
seed_2,432,IN_RESET,train,ATU5,402,1.9239809120294755,1.4722433981213239,12.478777120646324,1.0,136.5599548284954,136.5599548284954,1.0,175.2728051806906,175.2728051806906,1.0,208.85042873984048,208.85042873984048
seed_2,432,IN_RESET,train,MJ3,402,1.5275516511721452,1.121445005656499,5.454226045947073,1.0,59.38079436814922,59.38079436814922,1.0,76.21442476188858,76.21442476188858,1.0,90.81508834910998,90.81508834910998
seed_2,432,IN_RESET,train,MJ1,402,2.3431407086815375,1.6038740486108467,1.3890829304320709,0.9328358208955224,9.661539097922393,10.60854166199619,0.972636815920398,12.400451231713866,12.937275062710135,0.9975124378109452,14.776048991975692,15.102167235859037
seed_2,432,IN_RESET,prediction,ATU1,180,66.48291342534789,65.58836484154094,45.9389920312483,0.044444444444444446,97.12957781462387,277.54857035044705,0.24444444444444444,124.66446397822712,238.37681133941797,0.9611111111111111,148.54687082593426,165.21401777598044
seed_2,432,IN_RESET,prediction,ATU5,180,147.31653809320645,142.17642725762892,113.48964862984616,0.05555555555555555,136.55995482849548,894.1422498285793,0.12222222222222222,175.27280518069063,1332.0037550616207,0.15555555555555556,208.85042873984048,1944.743972207359
seed_2,432,IN_RESET,prediction,MJ3,180,10.420192128119314,8.86645120783211,7.227087212496614,1.0,59.38079436814884,59.38079436814884,1.0,76.21442476188804,76.21442476188804,1.0,90.81508834910959,90.81508834910959
seed_2,432,IN_RESET,prediction,MJ1,180,12.647638185066114,9.616449097138108,8.022807886939919,0.45,9.661539097922397,66.80390681081568,0.5277777777777778,12.400451231713872,112.75025807452366,0.5277777777777778,14.776048991975697,193.03946160845564
seed_0,432,OOF_CARRY,train,ATU1,402,2.3014013018233554,1.7535647291275909,9.199330529332682,1.0,100.30425139410033,100.30425139410033,1.0,128.7391134207133,128.7391134207133,1.0,153.4021150958622,153.4021150958622
seed_0,432,OOF_CARRY,train,ATU5,402,1.3176507592193227,1.023853193788751,12.823875524190797,1.0,140.51025594991154,140.51025594991154,1.0,180.3429617996539,180.3429617996539,1.0,214.891892973593,214.891892973593
seed_0,432,OOF_CARRY,train,MJ3,402,1.4700586916582257,1.122162568220274,5.510843205678544,1.0,60.03828241937627,60.03828241937627,1.0,77.05830154301414,77.05830154301414,1.0,91.82062955306357,91.82062955306357
seed_0,432,OOF_CARRY,train,MJ1,402,1.16457418379102,0.9394162680887048,1.905797796046392,1.0,20.153349135524536,20.153349135524536,1.0,25.866543681897042,25.866543681897042,1.0,30.821887813188024,30.821887813188024
seed_0,432,OOF_CARRY,prediction,ATU1,180,65.95269245524167,65.20376619186108,45.021380515095565,0.03888888888888889,100.30425139410038,259.07177850717693,0.26666666666666666,128.73911342071324,199.0051413896961,0.9611111111111111,153.4021150958623,172.0640434957101
seed_0,432,OOF_CARRY,prediction,ATU5,180,146.02939874611667,141.17599442938115,111.68586821495276,0.06111111111111111,140.51025594991162,869.5698032718249,0.1111111111111111,180.3429617996539,1271.3843452667022,0.15555555555555556,214.89189297359295,1801.478875831695
