horizon_days,split,evaluation_role,estimator,subset,actual_level,actual_color,predicted_level,predicted_color,count
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,0,green,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,0,green,197
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,1,blue,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,0,green,80
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,2,yellow,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,0,green,45
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,3,orange,4,red,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,0,green,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,1,blue,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,2,yellow,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,3,orange,0
7,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,4,red,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,0,green,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,1,blue,128
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,2,yellow,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,3,orange,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,0,green,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,0,green,153
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,1,blue,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,2,yellow,41
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,3,orange,3
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,1,blue,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,0,green,3
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,1,blue,34
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,2,yellow,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,3,orange,43
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,2,yellow,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,0,green,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,1,blue,3
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,2,yellow,42
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,3,orange,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,3,orange,4,red,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,0,green,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,1,blue,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,2,yellow,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,3,orange,0
7,calibration,chronological_evaluation_only,current_state_persistence,transition_only,4,red,4,red,0
7,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,473
7,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,73
7,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,0
7,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,1
7,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,166
7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,848
7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,19
7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,1
7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,5
7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,46
7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,123
7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,0
7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,2
7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,2
7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,1
7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,129
7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,0
7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,1
7,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
7,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,8
7,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,275
7,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,0
7,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,67
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,0,green,547
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,0,green,4,red,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,0,green,1034
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,1,blue,4,red,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,0,green,176
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,2,yellow,4,red,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,0,green,133
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,3,orange,4,red,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,0,green,350
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,all,4,red,4,red,0
7,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,0,green,438
7,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,1,blue,103
7,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,2,yellow,2
7,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,3,orange,1
7,test,historical_holdout_evaluation_only,current_state_persistence,all,0,green,4,red,3
7,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,0,green,137
7,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,1,blue,868
7,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,2,yellow,25
7,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,3,orange,3
7,test,historical_holdout_evaluation_only,current_state_persistence,all,1,blue,4,red,1
7,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,0,green,5
7,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,1,blue,66
7,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,2,yellow,92
7,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,3,orange,10
7,test,historical_holdout_evaluation_only,current_state_persistence,all,2,yellow,4,red,3
7,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,0,green,1
7,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,1,blue,2
7,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,2,yellow,47
7,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,3,orange,56
7,test,historical_holdout_evaluation_only,current_state_persistence,all,3,orange,4,red,27
7,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,0,green,0
7,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,1,blue,3
7,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,2,yellow,10
7,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,3,orange,59
7,test,historical_holdout_evaluation_only,current_state_persistence,all,4,red,4,red,278
7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,56
7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,52
7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,1
7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,94
7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,52
7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,19
7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,1
7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,5
7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,46
7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,31
7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,2
7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,2
7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,1
7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,73
7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,1
7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,2
7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,67
7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,3
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,0,green,109
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,0,green,4,red,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,0,green,166
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,1,blue,4,red,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,0,green,84
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,2,yellow,4,red,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,0,green,77
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,3,orange,4,red,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,0,green,72
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,1,blue,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,2,yellow,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,3,orange,0
7,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,4,red,4,red,0
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,0,green,0
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,1,blue,103
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,2,yellow,2
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,3,orange,1
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,0,green,4,red,3
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,0,green,137
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,1,blue,0
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,2,yellow,25
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,3,orange,3
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,1,blue,4,red,1
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,0,green,5
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,1,blue,66
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,2,yellow,0
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,3,orange,10
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,2,yellow,4,red,3
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,0,green,1
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,1,blue,2
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,2,yellow,47
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,3,orange,0
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,3,orange,4,red,27
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,0,green,0
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,1,blue,3
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,2,yellow,10
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,3,orange,59
7,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,4,red,4,red,0
