horizon_days,split,evaluation_role,estimator,subset,reliability_kind,class_level,class_color,bin_index,bin_lower,bin_upper,count,mean_predicted_probability,observed_frequency,class_support,calibration_status
1,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,350,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,350,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,4,0.4,0.5,0,,,350,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,350,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,350,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,0,,,350,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,8,0.8,0.9,0,,,350,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,9,0.9,1.0,0,,,350,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,0,0.0,0.1,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,1,0.1,0.2,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,2,0.2,0.30000000000000004,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,3,0.30000000000000004,0.4,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,4,0.4,0.5,1,0.4999410181855273,0.0,110,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,5,0.5,0.6000000000000001,30,0.5578013026913342,0.3333333333333333,110,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,6,0.6000000000000001,0.7000000000000001,21,0.6497604639747119,0.0,110,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,7,0.7000000000000001,0.8,27,0.7225102830022831,0.48148148148148145,110,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,8,0.8,0.9,21,0.8598178286270937,0.0,110,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label,,,9,0.9,1.0,10,0.9447175444519503,0.0,110,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,0,0.0,0.1,53,0.007642172130083258,0.07547169811320754,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,1,0.1,0.2,6,0.17025038558140385,1.0,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,2,0.2819313890890751,1.0,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,8,0.34473672962523005,1.0,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,4,0.4,0.5,10,0.4421257055373354,0.5,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,14,0.5708428434494464,0.2857142857142857,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,5,0.6609178259560432,0.0,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,3,0.7236515269832101,0.0,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,8,0.8,0.9,6,0.8640449360858086,0.0,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,9,0.9,1.0,3,0.955097058608346,0.0,29,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,0,0.0,0.1,38,0.016589419074273352,0.13157894736842105,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,1,0.1,0.2,6,0.135116112982938,1.0,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,3,0.2748838121039134,1.0,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,8,0.35341294363007436,1.0,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,4,0.4,0.5,16,0.4361860554187046,0.625,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,14,0.5512953411990582,0.35714285714285715,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,12,0.6523986480414309,0.0,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,2,0.7372280454146546,0.0,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,8,0.8,0.9,7,0.8284251213701956,0.0,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,9,0.9,1.0,4,0.9470830856327777,0.0,37,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,0,0.0,0.1,83,0.0010660065554038752,0.012048192771084338,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,1,0.1,0.2,1,0.15936305282308866,1.0,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,1,0.25424767115170965,1.0,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,3,0.35963007005603104,1.0,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,4,0.4,0.5,5,0.4644624933384926,1.0,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,1,0.5028058323175411,1.0,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,4,0.6278992092978908,0.0,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,9,0.7493500305443447,0.2222222222222222,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,8,0.8,0.9,1,0.8383469738696556,0.0,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,9,0.9,1.0,2,0.9139854440706802,0.0,14,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,0,0.0,0.1,83,0.006743007416485137,0.07228915662650602,17,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,1,0.1,0.2,1,0.1373889491304413,1.0,17,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,22,0.2669998082073153,0.4090909090909091,17,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,1,0.3193677756793388,1.0,17,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,4,0.4,0.5,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,1,0.521298663343421,0.0,17,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,8,0.8,0.9,1,0.8634406246217542,0.0,17,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,9,0.9,1.0,1,0.9655810380219937,0.0,17,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,0,0.0,0.1,89,8.907725570045351e-05,0.0,13,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,1,0.1,0.2,1,0.10611546394390167,1.0,13,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,4,0.4,0.5,1,0.4605287017590111,1.0,13,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,13,0.7014012841833536,0.8461538461538461,13,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,8,0.8,0.9,6,0.8951902227618893,0.0,13,ok
1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,9,0.9,1.0,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,0,0.0,0.1,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,1,0.1,0.2,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,2,0.2,0.30000000000000004,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,3,0.30000000000000004,0.4,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,4,0.4,0.5,110,0.48598901098901076,0.2636363636363636,110,ok
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,5,0.5,0.6000000000000001,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,6,0.6000000000000001,0.7000000000000001,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,7,0.7000000000000001,0.8,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,8,0.8,0.9,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label,,,9,0.9,1.0,0,,,110,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,0,0.0,0.1,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,1,0.1,0.2,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,4,0.4,0.5,110,0.48598901098901076,0.2636363636363636,29,ok
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,8,0.8,0.9,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,0.0,green,9,0.9,1.0,0,,,29,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,0,0.0,0.1,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,1,0.1,0.2,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,110,0.3942307692307691,0.33636363636363636,37,ok
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,4,0.4,0.5,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,8,0.8,0.9,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,1.0,blue,9,0.9,1.0,0,,,37,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,0,0.0,0.1,110,0.09629120879120882,0.12727272727272726,14,ok
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,1,0.1,0.2,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,4,0.4,0.5,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,8,0.8,0.9,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,2.0,yellow,9,0.9,1.0,0,,,14,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,0,0.0,0.1,110,0.011401098901098897,0.15454545454545454,17,ok
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,1,0.1,0.2,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,4,0.4,0.5,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,8,0.8,0.9,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,9,0.9,1.0,0,,,17,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,0,0.0,0.1,110,0.012087912087912087,0.11818181818181818,13,ok
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,1,0.1,0.2,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,4,0.4,0.5,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,8,0.8,0.9,0,,,13,empty_bin
1,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,9,0.9,1.0,0,,,13,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,0,0.0,0.1,0,,,1792,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,1,0.1,0.2,0,,,1792,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,2,0.2,0.30000000000000004,0,,,1792,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,3,0.30000000000000004,0.4,2,0.37162174143902704,0.0,1792,ok
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,4,0.4,0.5,20,0.46016204889796997,0.15,1792,ok
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,5,0.5,0.6000000000000001,156,0.5503031170656416,0.47435897435897434,1792,ok
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,6,0.6000000000000001,0.7000000000000001,225,0.6594914562978446,0.5511111111111111,1792,ok
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,7,0.7000000000000001,0.8,220,0.7503780943637927,0.6681818181818182,1792,ok
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,8,0.8,0.9,449,0.8603660611221517,0.8552338530066815,1792,ok
3,calibration,chronological_evaluation_only,ngboost,all,top_label,,,9,0.9,1.0,720,0.9511801810518474,0.9277777777777778,1792,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,0,0.0,0.1,943,0.021691570624263693,0.021208907741251327,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,1,0.1,0.2,118,0.15575397658923004,0.1016949152542373,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,89,0.24350487423095754,0.21348314606741572,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,60,0.3419401625578443,0.31666666666666665,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,4,0.4,0.5,32,0.46777627029012103,0.5,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,75,0.5532297182953804,0.5733333333333334,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,45,0.6586025911267359,0.5555555555555556,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,65,0.7486545282073372,0.6307692307692307,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,8,0.8,0.9,87,0.8615386687163407,0.8390804597701149,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,9,0.9,1.0,278,0.9475016718277446,0.9028776978417267,519,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,0,0.0,0.1,396,0.05989909150676195,0.0707070707070707,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,1,0.1,0.2,319,0.1332961365487474,0.07523510971786834,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,97,0.2524488815067675,0.29896907216494845,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,98,0.33839472931017694,0.30612244897959184,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,4,0.4,0.5,74,0.44666773721045194,0.43243243243243246,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,51,0.5408447703304391,0.5294117647058824,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,62,0.6578494878603685,0.6774193548387096,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,95,0.7544472091702651,0.7789473684210526,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,8,0.8,0.9,158,0.8528661345905095,0.8987341772151899,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,9,0.9,1.0,442,0.9534938135502649,0.9434389140271493,845,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,0,0.0,0.1,1313,0.004576410966861773,0.003808073115003808,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,1,0.1,0.2,41,0.15646807291104892,0.0975609756097561,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,13,0.2678832524145704,0.15384615384615385,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,4,0.35859063798192126,0.25,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,4,0.4,0.5,35,0.44738396024958227,0.3142857142857143,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,27,0.5638466361993535,0.14814814814814814,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,95,0.6537070557395416,0.6,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,60,0.7458025259230386,0.5333333333333333,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,8,0.8,0.9,204,0.865674745099137,0.8284313725490197,285,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,9,0.9,1.0,0,,,285,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,0,0.0,0.1,1703,0.0020647319701299054,0.04462712859659425,143,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,1,0.1,0.2,41,0.1556093226172089,0.7317073170731707,143,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,38,0.25648763178237755,0.7894736842105263,143,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,10,0.33278233902990434,0.7,143,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,4,0.4,0.5,0,,,143,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,0,,,143,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,0,,,143,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,0,,,143,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,8,0.8,0.9,0,,,143,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,9,0.9,1.0,0,,,143,empty_bin
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,0,0.0,0.1,1725,0.000980748594087884,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,1,0.1,0.2,3,0.14609397361752743,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,33,0.2522992200238578,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,1,0.34834235536367786,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,4,0.4,0.5,4,0.454811893248251,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,3,0.5160383086172103,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,23,0.6895488053788096,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,0,,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,8,0.8,0.9,0,,,0,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,9,0.9,1.0,0,,,0,no_positive_examples
3,calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,0,0.0,0.1,0,,,1792,empty_bin
3,calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,1,0.1,0.2,0,,,1792,empty_bin
3,calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,2,0.2,0.30000000000000004,0,,,1792,empty_bin
3,calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,3,0.30000000000000004,0.4,0,,,1792,empty_bin
3,calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,4,0.4,0.5,1792,0.4856828193832598,0.2896205357142857,1792,ok
