horizon_days,split,evaluation_role,subset,row_count,metric,metric_direction,ngboost_value,current_state_persistence_value,ngboost_minus_current_state_persistence,fit_majority_prior_value,ngboost_minus_fit_majority_prior,ngboost_status,current_state_persistence_status,fit_majority_prior_status
1,calibration,chronological_evaluation_only,all,1808,accuracy,higher_is_better,0.9059734513274337,0.9164823008849557,-0.01050884955752207,0.2936946902654867,0.6122787610619469,ok,ok,ok
1,calibration,chronological_evaluation_only,all,1808,macro_f1_fixed_five,higher_is_better,0.7238658695205313,0.7383832299148396,-0.014517360394308287,0.09080803762291577,0.6330578318976156,ok,ok,ok
1,calibration,chronological_evaluation_only,all,1808,macro_f1_supported_classes,higher_is_better,0.9048323369006641,0.9229790373935495,-0.01814670049288536,0.11351004702864471,0.7913222898720194,ok,ok,ok
1,calibration,chronological_evaluation_only,all,1808,balanced_accuracy_supported_classes,higher_is_better,0.8951970920665724,0.9232029271207745,-0.028005835054202066,0.25,0.6451970920665724,ok,ok,ok
1,calibration,chronological_evaluation_only,all,1808,ordinal_mae,lower_is_better,0.09402654867256637,0.08351769911504425,0.010508849557522112,1.0232300884955752,-0.9292035398230089,ok,ok,ok
1,calibration,chronological_evaluation_only,all,1808,quadratic_weighted_kappa,higher_is_better,0.9387926117807495,0.9457066558905161,-0.006914044109766593,0.0,0.9387926117807495,ok,ok,ok
1,calibration,chronological_evaluation_only,all,1808,false_escalation_vs_proxy_rate,lower_is_better,0.03871681415929203,0.04092920353982301,-0.002212389380530977,0.0,0.03871681415929203,ok,ok,ok
1,calibration,chronological_evaluation_only,all,1808,false_deescalation_vs_proxy_rate,lower_is_better,0.05530973451327434,0.042588495575221236,0.012721238938053103,0.7063053097345132,-0.6509955752212389,ok,ok,ok
1,calibration,chronological_evaluation_only,transition_only,151,accuracy,higher_is_better,0.13245033112582782,0.0,0.13245033112582782,0.36423841059602646,-0.23178807947019864,ok,ok,ok
1,calibration,chronological_evaluation_only,transition_only,151,macro_f1_fixed_five,higher_is_better,0.09547732573363293,0.0,0.09547732573363293,0.10679611650485436,-0.01131879077122143,ok,ok,ok
1,calibration,chronological_evaluation_only,transition_only,151,macro_f1_supported_classes,higher_is_better,0.11934665716704117,0.0,0.11934665716704117,0.13349514563106796,-0.01414848846402679,ok,ok,ok
1,calibration,chronological_evaluation_only,transition_only,151,balanced_accuracy_supported_classes,higher_is_better,0.1275154288884266,0.0,0.1275154288884266,0.25,-0.1224845711115734,ok,ok,ok
1,calibration,chronological_evaluation_only,transition_only,151,ordinal_mae,lower_is_better,0.8675496688741722,1.0,-0.13245033112582782,0.8675496688741722,0.0,ok,ok,ok
1,calibration,chronological_evaluation_only,transition_only,151,quadratic_weighted_kappa,higher_is_better,0.32235963139323764,0.27719131399587893,0.045168317397358715,0.0,0.32235963139323764,ok,ok,ok
1,calibration,chronological_evaluation_only,transition_only,151,false_escalation_vs_proxy_rate,lower_is_better,0.40397350993377484,0.4900662251655629,-0.08609271523178808,0.0,0.40397350993377484,ok,ok,ok
1,calibration,chronological_evaluation_only,transition_only,151,false_deescalation_vs_proxy_rate,lower_is_better,0.46357615894039733,0.5099337748344371,-0.046357615894039805,0.6357615894039735,-0.1721854304635762,ok,ok,ok
1,test,historical_holdout_evaluation_only,all,2288,accuracy,higher_is_better,0.9471153846153846,0.9519230769230769,-0.004807692307692291,0.25524475524475526,0.6918706293706294,ok,ok,ok
1,test,historical_holdout_evaluation_only,all,2288,macro_f1_fixed_five,higher_is_better,0.9253936947860399,0.9358478246746348,-0.010454129888594843,0.08133704735376045,0.8440566474322795,ok,ok,ok
1,test,historical_holdout_evaluation_only,all,2288,macro_f1_supported_classes,higher_is_better,0.9253936947860399,0.9358478246746348,-0.010454129888594843,0.08133704735376045,0.8440566474322795,ok,ok,ok
1,test,historical_holdout_evaluation_only,all,2288,balanced_accuracy_supported_classes,higher_is_better,0.915136570698021,0.9345691636467963,-0.019432592948775307,0.2,0.7151365706980211,ok,ok,ok
1,test,historical_holdout_evaluation_only,all,2288,ordinal_mae,lower_is_better,0.052884615384615384,0.04807692307692308,0.0048076923076923045,1.3994755244755244,-1.346590909090909,ok,ok,ok
1,test,historical_holdout_evaluation_only,all,2288,quadratic_weighted_kappa,higher_is_better,0.9852790132353182,0.9864794068817498,-0.0012003936464316523,0.0,0.9852790132353182,ok,ok,ok
1,test,historical_holdout_evaluation_only,all,2288,false_escalation_vs_proxy_rate,lower_is_better,0.026223776223776224,0.019667832167832168,0.006555944055944056,0.0,0.026223776223776224,ok,ok,ok
1,test,historical_holdout_evaluation_only,all,2288,false_deescalation_vs_proxy_rate,lower_is_better,0.02666083916083916,0.028409090909090908,-0.001748251748251748,0.7447552447552448,-0.7180944055944056,ok,ok,ok
1,test,historical_holdout_evaluation_only,transition_only,110,accuracy,higher_is_better,0.20909090909090908,0.0,0.20909090909090908,0.2636363636363636,-0.054545454545454536,ok,ok,ok
1,test,historical_holdout_evaluation_only,transition_only,110,macro_f1_fixed_five,higher_is_better,0.2288503700600475,0.0,0.2288503700600475,0.08345323741007195,0.14539713264997556,ok,ok,ok
1,test,historical_holdout_evaluation_only,transition_only,110,macro_f1_supported_classes,higher_is_better,0.2288503700600475,0.0,0.2288503700600475,0.08345323741007195,0.14539713264997556,ok,ok,ok
1,test,historical_holdout_evaluation_only,transition_only,110,balanced_accuracy_supported_classes,higher_is_better,0.26670114601149086,0.0,0.26670114601149086,0.2,0.06670114601149085,ok,ok,ok
1,test,historical_holdout_evaluation_only,transition_only,110,ordinal_mae,lower_is_better,0.7909090909090909,1.0,-0.2090909090909091,1.5272727272727273,-0.7363636363636364,ok,ok,ok
1,test,historical_holdout_evaluation_only,transition_only,110,quadratic_weighted_kappa,higher_is_better,0.7864125340356203,0.7026442543988991,0.08376827963672118,0.0,0.7864125340356203,ok,ok,ok
1,test,historical_holdout_evaluation_only,transition_only,110,false_escalation_vs_proxy_rate,lower_is_better,0.35454545454545455,0.4090909090909091,-0.054545454545454564,0.0,0.35454545454545455,ok,ok,ok
1,test,historical_holdout_evaluation_only,transition_only,110,false_deescalation_vs_proxy_rate,lower_is_better,0.43636363636363634,0.5909090909090909,-0.1545454545454546,0.7363636363636363,-0.3,ok,ok,ok
3,calibration,chronological_evaluation_only,all,1792,accuracy,higher_is_better,0.78125,0.8325892857142857,-0.0513392857142857,0.2896205357142857,0.4916294642857143,ok,ok,ok
3,calibration,chronological_evaluation_only,all,1792,macro_f1_fixed_five,higher_is_better,0.4859633056808647,0.6664202153373565,-0.1804569096564918,0.08983124188662917,0.39613206379423554,ok,ok,ok
3,calibration,chronological_evaluation_only,all,1792,macro_f1_supported_classes,higher_is_better,0.6074541321010809,0.8330252691716956,-0.2255711370706147,0.11228905235828646,0.49516507974279445,ok,ok,ok
3,calibration,chronological_evaluation_only,all,1792,balanced_accuracy_supported_classes,higher_is_better,0.6487226291607187,0.8335692756534768,-0.18484664649275817,0.25,0.39872262916071866,ok,ok,ok
3,calibration,chronological_evaluation_only,all,1792,ordinal_mae,lower_is_better,0.21875,0.16741071428571427,0.051339285714285726,1.0290178571428572,-0.8102678571428572,ok,ok,ok
3,calibration,chronological_evaluation_only,all,1792,quadratic_weighted_kappa,higher_is_better,0.8498736523199075,0.8912036887130304,-0.041330036393122827,0.0,0.8498736523199075,ok,ok,ok
3,calibration,chronological_evaluation_only,all,1792,false_escalation_vs_proxy_rate,lower_is_better,0.07979910714285714,0.08147321428571429,-0.0016741071428571508,0.0,0.07979910714285714,ok,ok,ok
3,calibration,chronological_evaluation_only,all,1792,false_deescalation_vs_proxy_rate,lower_is_better,0.13895089285714285,0.0859375,0.05301339285714285,0.7103794642857143,-0.5714285714285714,ok,ok,ok
3,calibration,chronological_evaluation_only,transition_only,300,accuracy,higher_is_better,0.23,0.0,0.23,0.33,-0.1,ok,ok,ok
3,calibration,chronological_evaluation_only,transition_only,300,macro_f1_fixed_five,higher_is_better,0.1644581776372521,0.0,0.1644581776372521,0.09924812030075188,0.06521005733650022,ok,ok,ok
3,calibration,chronological_evaluation_only,transition_only,300,macro_f1_supported_classes,higher_is_better,0.20557272204656513,0.0,0.20557272204656513,0.12406015037593984,0.08151257167062528,ok,ok,ok
3,calibration,chronological_evaluation_only,transition_only,300,balanced_accuracy_supported_classes,higher_is_better,0.23831399097356545,0.0,0.23831399097356545,0.25,-0.011686009026434546,ok,ok,ok
3,calibration,chronological_evaluation_only,transition_only,300,ordinal_mae,lower_is_better,0.77,1.0,-0.22999999999999998,0.9733333333333334,-0.20333333333333337,ok,ok,ok
3,calibration,chronological_evaluation_only,transition_only,300,quadratic_weighted_kappa,higher_is_better,0.44844162872878923,0.3686160062857784,0.07982562244301084,0.0,0.44844162872878923,ok,ok,ok
3,calibration,chronological_evaluation_only,transition_only,300,false_escalation_vs_proxy_rate,lower_is_better,0.33,0.4866666666666667,-0.15666666666666668,0.0,0.33,ok,ok,ok
3,calibration,chronological_evaluation_only,transition_only,300,false_deescalation_vs_proxy_rate,lower_is_better,0.44,0.5133333333333333,-0.0733333333333333,0.67,-0.23000000000000004,ok,ok,ok
3,test,historical_holdout_evaluation_only,all,2272,accuracy,higher_is_better,0.860475352112676,0.8763204225352113,-0.015845070422535246,0.25132042253521125,0.6091549295774648,ok,ok,ok
3,test,historical_holdout_evaluation_only,all,2272,macro_f1_fixed_five,higher_is_better,0.716476751726532,0.8349069388248955,-0.1184301870983635,0.0803376714737953,0.6361390802527367,ok,ok,ok
3,test,historical_holdout_evaluation_only,all,2272,macro_f1_supported_classes,higher_is_better,0.716476751726532,0.8349069388248955,-0.1184301870983635,0.0803376714737953,0.6361390802527367,ok,ok,ok
3,test,historical_holdout_evaluation_only,all,2272,balanced_accuracy_supported_classes,higher_is_better,0.7424538841206252,0.8318361005145233,-0.0893822163938981,0.2,0.5424538841206252,ok,ok,ok
3,test,historical_holdout_evaluation_only,all,2272,ordinal_mae,lower_is_better,0.14568661971830985,0.12720070422535212,0.018485915492957722,1.4071302816901408,-1.261443661971831,ok,ok,ok
3,test,historical_holdout_evaluation_only,all,2272,quadratic_weighted_kappa,higher_is_better,0.9562645066532774,0.9620303713194731,-0.005765864666195664,0.0,0.9562645066532774,ok,ok,ok
3,test,historical_holdout_evaluation_only,all,2272,false_escalation_vs_proxy_rate,lower_is_better,0.06426056338028169,0.04709507042253521,0.017165492957746477,0.0,0.06426056338028169,ok,ok,ok
3,test,historical_holdout_evaluation_only,all,2272,false_deescalation_vs_proxy_rate,lower_is_better,0.07526408450704225,0.07658450704225352,-0.0013204225352112658,0.7486795774647887,-0.6734154929577465,ok,ok,ok
3,test,historical_holdout_evaluation_only,transition_only,281,accuracy,higher_is_better,0.3309608540925267,0.0,0.3309608540925267,0.2491103202846975,0.08185053380782917,ok,ok,ok
3,test,historical_holdout_evaluation_only,transition_only,281,macro_f1_fixed_five,higher_is_better,0.3264224349533628,0.0,0.3264224349533628,0.07977207977207977,0.24665035518128303,ok,ok,ok
3,test,historical_holdout_evaluation_only,transition_only,281,macro_f1_supported_classes,higher_is_better,0.3264224349533628,0.0,0.3264224349533628,0.07977207977207977,0.24665035518128303,ok,ok,ok
3,test,historical_holdout_evaluation_only,transition_only,281,balanced_accuracy_supported_classes,higher_is_better,0.36838922832259524,0.0,0.36838922832259524,0.2,0.16838922832259523,ok,ok,ok
3,test,historical_holdout_evaluation_only,transition_only,281,ordinal_mae,lower_is_better,0.7188612099644128,1.0284697508896796,-0.3096085409252668,1.5373665480427046,-0.8185053380782917,ok,ok,ok
3,test,historical_holdout_evaluation_only,transition_only,281,quadratic_weighted_kappa,higher_is_better,0.7694081693289379,0.6672387083247593,0.10216946100417856,0.0,0.7694081693289379,ok,ok,ok
3,test,historical_holdout_evaluation_only,transition_only,281,false_escalation_vs_proxy_rate,lower_is_better,0.2775800711743772,0.3807829181494662,-0.10320284697508897,0.0,0.2775800711743772,ok,ok,ok
3,test,historical_holdout_evaluation_only,transition_only,281,false_deescalation_vs_proxy_rate,lower_is_better,0.3914590747330961,0.6192170818505338,-0.2277580071174377,0.7508896797153025,-0.3594306049822064,ok,ok,ok
7,calibration,chronological_evaluation_only,all,1760,accuracy,higher_is_better,0.7147727272727272,0.7443181818181818,-0.02954545454545454,0.28352272727272726,0.43124999999999997,ok,ok,ok
7,calibration,chronological_evaluation_only,all,1760,macro_f1_fixed_five,higher_is_better,0.4376678113083778,0.5785825134564424,-0.14091470214806462,0.0883576803895529,0.3493101309188249,ok,ok,ok
7,calibration,chronological_evaluation_only,all,1760,macro_f1_supported_classes,higher_is_better,0.5470847641354722,0.7232281418205531,-0.17614337768508082,0.11044710048694112,0.4366376636485311,ok,ok,ok
7,calibration,chronological_evaluation_only,all,1760,balanced_accuracy_supported_classes,higher_is_better,0.591871291235582,0.7261427087080647,-0.13427141747248272,0.25,0.341871291235582,ok,ok,ok
7,calibration,chronological_evaluation_only,all,1760,ordinal_mae,lower_is_better,0.2875,0.26079545454545455,0.026704545454545425,1.0357954545454546,-0.7482954545454547,ok,ok,ok
7,calibration,chronological_evaluation_only,all,1760,quadratic_weighted_kappa,higher_is_better,0.7780335020622882,0.8247699834688663,-0.046736481406578156,0.0,0.7780335020622882,ok,ok,ok
7,calibration,chronological_evaluation_only,all,1760,false_escalation_vs_proxy_rate,lower_is_better,0.0875,0.12215909090909091,-0.03465909090909092,0.0,0.0875,ok,ok,ok
7,calibration,chronological_evaluation_only,all,1760,false_deescalation_vs_proxy_rate,lower_is_better,0.19772727272727272,0.13352272727272727,0.06420454545454546,0.7164772727272727,-0.5187499999999999,ok,ok,ok
7,calibration,chronological_evaluation_only,transition_only,450,accuracy,higher_is_better,0.33555555555555555,0.0,0.33555555555555555,0.28444444444444444,0.05111111111111111,ok,ok,ok
7,calibration,chronological_evaluation_only,transition_only,450,macro_f1_fixed_five,higher_is_better,0.2247038028215548,0.0,0.2247038028215548,0.08858131487889273,0.13612248794266207,ok,ok,ok
7,calibration,chronological_evaluation_only,transition_only,450,macro_f1_supported_classes,higher_is_better,0.2808797535269435,0.0,0.2808797535269435,0.11072664359861592,0.17015310992832758,ok,ok,ok
7,calibration,chronological_evaluation_only,transition_only,450,balanced_accuracy_supported_classes,higher_is_better,0.32985802664974617,0.0,0.32985802664974617,0.25,0.07985802664974617,ok,ok,ok
7,calibration,chronological_evaluation_only,transition_only,450,ordinal_mae,lower_is_better,0.6733333333333333,1.02,-0.3466666666666667,1.0933333333333333,-0.41999999999999993,ok,ok,ok
7,calibration,chronological_evaluation_only,transition_only,450,quadratic_weighted_kappa,higher_is_better,0.545932371663844,0.4092537855644909,0.13667858609935313,0.0,0.545932371663844,ok,ok,ok
7,calibration,chronological_evaluation_only,transition_only,450,false_escalation_vs_proxy_rate,lower_is_better,0.26666666666666666,0.4777777777777778,-0.21111111111111114,0.0,0.26666666666666666,ok,ok,ok
7,calibration,chronological_evaluation_only,transition_only,450,false_deescalation_vs_proxy_rate,lower_is_better,0.3977777777777778,0.5222222222222223,-0.12444444444444447,0.7155555555555555,-0.3177777777777777,ok,ok,ok
7,test,historical_holdout_evaluation_only,all,2240,accuracy,higher_is_better,0.6745535714285714,0.7732142857142857,-0.09866071428571432,0.24419642857142856,0.4303571428571429,ok,ok,ok
7,test,historical_holdout_evaluation_only,all,2240,macro_f1_fixed_five,higher_is_better,0.4591500058863782,0.6805813188521891,-0.22143131296581087,0.07850735557947613,0.3806426503069021,ok,ok,ok
7,test,historical_holdout_evaluation_only,all,2240,macro_f1_supported_classes,higher_is_better,0.4591500058863782,0.6805813188521891,-0.22143131296581087,0.07850735557947613,0.3806426503069021,ok,ok,ok
7,test,historical_holdout_evaluation_only,all,2240,balanced_accuracy_supported_classes,higher_is_better,0.5150249796296511,0.6756510587888785,-0.16062607915922744,0.2,0.3150249796296511,ok,ok,ok
7,test,historical_holdout_evaluation_only,all,2240,ordinal_mae,lower_is_better,0.4625,0.24732142857142858,0.21517857142857144,1.421875,-0.959375,ok,ok,ok
7,test,historical_holdout_evaluation_only,all,2240,quadratic_weighted_kappa,higher_is_better,0.7274933231590996,0.9135580961362483,-0.18606477297714863,0.0,0.7274933231590996,ok,ok,ok
7,test,historical_holdout_evaluation_only,all,2240,false_escalation_vs_proxy_rate,lower_is_better,0.04330357142857143,0.07946428571428571,-0.03616071428571428,0.0,0.04330357142857143,ok,ok,ok
7,test,historical_holdout_evaluation_only,all,2240,false_deescalation_vs_proxy_rate,lower_is_better,0.28214285714285714,0.14732142857142858,0.13482142857142856,0.7558035714285715,-0.4736607142857143,ok,ok,ok
7,test,historical_holdout_evaluation_only,transition_only,508,accuracy,higher_is_better,0.2795275590551181,0.0,0.2795275590551181,0.21456692913385828,0.06496062992125984,ok,ok,ok
7,test,historical_holdout_evaluation_only,transition_only,508,macro_f1_fixed_five,higher_is_better,0.2098596359415516,0.0,0.2098596359415516,0.0706645056726094,0.1391951302689422,ok,ok,ok
7,test,historical_holdout_evaluation_only,transition_only,508,macro_f1_supported_classes,higher_is_better,0.2098596359415516,0.0,0.2098596359415516,0.0706645056726094,0.1391951302689422,ok,ok,ok
7,test,historical_holdout_evaluation_only,transition_only,508,balanced_accuracy_supported_classes,higher_is_better,0.24754575313047736,0.0,0.24754575313047736,0.2,0.04754575313047735,ok,ok,ok
7,test,historical_holdout_evaluation_only,transition_only,508,ordinal_mae,lower_is_better,0.8917322834645669,1.0905511811023623,-0.19881889763779537,1.6791338582677164,-0.7874015748031495,ok,ok,ok
7,test,historical_holdout_evaluation_only,transition_only,508,quadratic_weighted_kappa,higher_is_better,0.5702575182296217,0.6063559312319602,-0.036098413002338514,0.0,0.5702575182296217,ok,ok,ok
7,test,historical_holdout_evaluation_only,transition_only,508,false_escalation_vs_proxy_rate,lower_is_better,0.14960629921259844,0.35039370078740156,-0.20078740157480313,0.0,0.14960629921259844,ok,ok,ok
7,test,historical_holdout_evaluation_only,transition_only,508,false_deescalation_vs_proxy_rate,lower_is_better,0.5708661417322834,0.6496062992125984,-0.07874015748031493,0.7854330708661418,-0.21456692913385833,ok,ok,ok
