horizon_days,split,evaluation_role,estimator,subset,metric,class_level,class_color,value,numerator,denominator,status
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,f1,4.0,red,0.0,,,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,support,4.0,red,13.0,13.0,110.0,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,balanced_accuracy_supported_classes,,,0.0,,,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,ordinal_mae,,,1.0,,,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,quadratic_weighted_kappa,,,0.7026442543988991,,,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,false_escalation_vs_proxy_count,,,45.0,45.0,110.0,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,false_escalation_vs_proxy_rate,,,0.4090909090909091,45.0,110.0,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,false_deescalation_vs_proxy_count,,,65.0,65.0,110.0,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,false_deescalation_vs_proxy_rate,,,0.5909090909090909,65.0,110.0,ok
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,multiclass_log_loss,,,,,,probability_not_available
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,multiclass_brier,,,,,,probability_not_available
1,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,top_label_ece,,,,,,probability_not_available
3,calibration,chronological_evaluation_only,ngboost,all,row_count,,,1792.0,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,accuracy,,,0.78125,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.4859633056808647,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.6074541321010809,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,precision,0.0,green,0.7872727272727272,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,recall,0.0,green,0.8342967244701349,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,f1,0.0,green,0.8101028999064547,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,support,0.0,green,519.0,519.0,1792.0,ok
3,calibration,chronological_evaluation_only,ngboost,all,precision,1.0,blue,0.8688118811881188,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,recall,1.0,blue,0.8307692307692308,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,f1,1.0,blue,0.8493647912885662,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,support,1.0,blue,845.0,845.0,1792.0,ok
3,calibration,chronological_evaluation_only,ngboost,all,precision,2.0,yellow,0.6575682382133995,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,recall,2.0,yellow,0.9298245614035088,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,f1,2.0,yellow,0.7703488372093024,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,support,2.0,yellow,285.0,285.0,1792.0,ok
3,calibration,chronological_evaluation_only,ngboost,all,precision,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,recall,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,f1,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,support,3.0,orange,143.0,143.0,1792.0,ok
3,calibration,chronological_evaluation_only,ngboost,all,precision,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,ngboost,all,recall,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,ngboost,all,f1,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,ngboost,all,support,4.0,red,0.0,0.0,1792.0,absent_target_class
3,calibration,chronological_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.6487226291607187,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,ordinal_mae,,,0.21875,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.8498736523199075,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,143.0,143.0,1792.0,ok
3,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.07979910714285714,143.0,1792.0,ok
3,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,249.0,249.0,1792.0,ok
3,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.13895089285714285,249.0,1792.0,ok
3,calibration,chronological_evaluation_only,ngboost,all,multiclass_log_loss,,,0.6200069377512517,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,multiclass_brier,,,0.3151015404276597,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,top_label_ece,,,0.04487534651300402,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.022444410856815263,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.945704244218518,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.8670804050176633,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.02642038411519975,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.9179551745468406,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9059025112716697,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.02604415795710951,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.967390772884434,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.8092007366974402,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.06698070637808806,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9799263804721658,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.7199991976994575,,,ok
3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,fit_majority_prior,all,row_count,,,1792.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,accuracy,,,0.2896205357142857,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,macro_f1_fixed_five,,,0.08983124188662917,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,macro_f1_supported_classes,,,0.11228905235828646,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,precision,0.0,green,0.2896205357142857,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,recall,0.0,green,1.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,f1,0.0,green,0.4491562094331458,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,support,0.0,green,519.0,519.0,1792.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,precision,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,recall,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,f1,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,support,1.0,blue,845.0,845.0,1792.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,precision,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,recall,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,f1,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,support,2.0,yellow,285.0,285.0,1792.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,precision,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,recall,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,f1,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,support,3.0,orange,143.0,143.0,1792.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,precision,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,fit_majority_prior,all,recall,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,fit_majority_prior,all,f1,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,fit_majority_prior,all,support,4.0,red,0.0,0.0,1792.0,absent_target_class
3,calibration,chronological_evaluation_only,fit_majority_prior,all,balanced_accuracy_supported_classes,,,0.25,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,ordinal_mae,,,1.0290178571428572,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,quadratic_weighted_kappa,,,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,false_escalation_vs_proxy_count,,,0.0,0.0,1792.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,false_escalation_vs_proxy_rate,,,0.0,0.0,1792.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,false_deescalation_vs_proxy_count,,,1273.0,1273.0,1792.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,false_deescalation_vs_proxy_rate,,,0.7103794642857143,1273.0,1792.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,multiclass_log_loss,,,1.3767451382294702,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,multiclass_brier,,,0.7152512211721797,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,top_label_ece,,,0.1960622836689741,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,classwise_ece,0.0,green,0.1960622836689741,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,0.0,green,0.5,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,0.0,green,0.2896205357142857,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,classwise_ece,1.0,blue,0.07726705081812457,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,1.0,blue,0.5,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,1.0,blue,0.47154017857142855,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,classwise_ece,2.0,yellow,0.06253687460667089,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,2.0,yellow,0.5,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,2.0,yellow,0.15904017857142858,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,classwise_ece,3.0,orange,0.06837289568911264,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,3.0,orange,0.5,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,3.0,orange,0.07979910714285714,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,all,classwise_ece,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,current_state_persistence,all,row_count,,,1792.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,accuracy,,,0.8325892857142857,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,macro_f1_fixed_five,,,0.6664202153373565,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,macro_f1_supported_classes,,,0.8330252691716956,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,precision,0.0,green,0.7969639468690702,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,recall,0.0,green,0.8092485549132948,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,f1,0.0,green,0.8030592734225621,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,support,0.0,green,519.0,519.0,1792.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,precision,1.0,blue,0.8518518518518519,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,recall,1.0,blue,0.8437869822485207,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,f1,1.0,blue,0.8478002378121284,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,support,1.0,blue,845.0,845.0,1792.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,precision,2.0,yellow,0.8350877192982457,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,recall,2.0,yellow,0.8350877192982457,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,f1,2.0,yellow,0.8350877192982457,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,support,2.0,yellow,285.0,285.0,1792.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,precision,3.0,orange,0.8461538461538461,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,recall,3.0,orange,0.8461538461538461,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,f1,3.0,orange,0.8461538461538461,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,support,3.0,orange,143.0,143.0,1792.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,precision,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,current_state_persistence,all,recall,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,current_state_persistence,all,f1,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,current_state_persistence,all,support,4.0,red,0.0,0.0,1792.0,absent_target_class
3,calibration,chronological_evaluation_only,current_state_persistence,all,balanced_accuracy_supported_classes,,,0.8335692756534768,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,ordinal_mae,,,0.16741071428571427,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,quadratic_weighted_kappa,,,0.8912036887130304,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,false_escalation_vs_proxy_count,,,146.0,146.0,1792.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,false_escalation_vs_proxy_rate,,,0.08147321428571429,146.0,1792.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,false_deescalation_vs_proxy_count,,,154.0,154.0,1792.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,false_deescalation_vs_proxy_rate,,,0.0859375,154.0,1792.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,all,multiclass_log_loss,,,,,,probability_not_available
3,calibration,chronological_evaluation_only,current_state_persistence,all,multiclass_brier,,,,,,probability_not_available
3,calibration,chronological_evaluation_only,current_state_persistence,all,top_label_ece,,,,,,probability_not_available
3,calibration,chronological_evaluation_only,ngboost,transition_only,row_count,,,300.0,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,accuracy,,,0.23,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.1644581776372521,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.20557272204656513,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,0.0,green,0.21052631578947367,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,0.0,green,0.24242424242424243,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,0.0,green,0.22535211267605634,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,support,0.0,green,99.0,99.0,300.0,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.1592920353982301,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.13636363636363635,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.1469387755102041,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,support,1.0,blue,132.0,132.0,300.0,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.3698630136986301,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.574468085106383,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.45,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,support,2.0,yellow,47.0,47.0,300.0,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,support,3.0,orange,22.0,22.0,300.0,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,ngboost,transition_only,support,4.0,red,0.0,0.0,300.0,absent_target_class
3,calibration,chronological_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.23831399097356545,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.77,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.44844162872878923,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,99.0,99.0,300.0,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.33,99.0,300.0,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,132.0,132.0,300.0,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.44,132.0,300.0,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.6332773340408784,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_brier,,,1.0311053448022487,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,top_label_ece,,,0.519817146859264,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.3690535003133304,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.5179406000301523,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.30649262138787303,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.4552719544908508,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.25525342712842713,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.3126082632368134,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.1606146679999763,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8191489361702127,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.34420994349845635,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.06675534229944913,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.9454708960104643,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.4065166970228909,,,ok
3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,row_count,,,300.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,accuracy,,,0.33,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,macro_f1_fixed_five,,,0.09924812030075188,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,macro_f1_supported_classes,,,0.12406015037593984,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,precision,0.0,green,0.33,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,recall,0.0,green,1.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,f1,0.0,green,0.49624060150375937,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,support,0.0,green,99.0,99.0,300.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,precision,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,recall,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,f1,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,support,1.0,blue,132.0,132.0,300.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,precision,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,recall,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,f1,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,support,2.0,yellow,47.0,47.0,300.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,precision,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,recall,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,f1,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,support,3.0,orange,22.0,22.0,300.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,precision,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,recall,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,f1,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,support,4.0,red,0.0,0.0,300.0,absent_target_class
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,balanced_accuracy_supported_classes,,,0.25,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,ordinal_mae,,,0.9733333333333334,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,quadratic_weighted_kappa,,,0.0,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,false_escalation_vs_proxy_count,,,0.0,0.0,300.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,false_escalation_vs_proxy_rate,,,0.0,0.0,300.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,false_deescalation_vs_proxy_count,,,201.0,201.0,300.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,false_deescalation_vs_proxy_rate,,,0.67,201.0,300.0,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,multiclass_log_loss,,,1.3420887300667186,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,multiclass_brier,,,0.7015047488428845,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,top_label_ece,,,0.1556828193832599,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,classwise_ece,0.0,green,0.1556828193832599,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,0.0,green,0.5,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,0.0,green,0.33,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,classwise_ece,1.0,blue,0.04572687224669608,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,1.0,blue,0.5,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,1.0,blue,0.44,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,classwise_ece,2.0,yellow,0.06016336270190896,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.5,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.15666666666666668,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,classwise_ece,3.0,orange,0.06190712187958884,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,3.0,orange,0.5,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,3.0,orange,0.07333333333333333,,,ok
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,classwise_ece,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,row_count,,,300.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,accuracy,,,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,macro_f1_fixed_five,,,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,macro_f1_supported_classes,,,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,precision,0.0,green,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,recall,0.0,green,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,f1,0.0,green,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,support,0.0,green,99.0,99.0,300.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,precision,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,recall,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,f1,1.0,blue,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,support,1.0,blue,132.0,132.0,300.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,precision,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,recall,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,f1,2.0,yellow,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,support,2.0,yellow,47.0,47.0,300.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,precision,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,recall,3.0,orange,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,f1,3.0,orange,0.0,,,ok
