model,seed,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
TRANSFORMER_DIRECT_COND,0,ATU1,376,18.159888618795627,23.941948638597605,16.96148705523845,0.99734042553191493,143.11252347094594,143.15783805794209,1,183.68293529673875,183.68293529673875,1,218.87171712868184,218.87171712868184
TRANSFORMER_DIRECT_COND,0,ATU5,376,54.332683308617646,59.496411662526882,37.049925642609359,1,261.58701240997334,261.58701240997334,1,335.74329562236397,335.74329562236397,1,400.06281208755365,400.06281208755365
TRANSFORMER_DIRECT_COND,0,MJ3,376,10.971683383172484,13.916864744722488,8.0840335834827766,0.875,47.745375451465861,51.046441319450793,0.99468085106382975,61.280525960053637,61.399664492230258,1,73.020250475406556,73.020250475406556
TRANSFORMER_DIRECT_COND,0,MJ1,376,48.370487895136094,50.916935888312416,30.549398796031493,1,189.46058230516041,189.46058230516041,1,243.17002479455465,243.17002479455465,1,289.75495625125336,289.75495625125336
TRANSFORMER_DIRECT_COND,1,ATU1,376,18.254692951635658,22.529112925035651,16.570251614625747,1,143.11252347094592,143.11252347094592,1,183.68293529673875,183.68293529673875,1,218.87171712868184,218.87171712868184
TRANSFORMER_DIRECT_COND,1,ATU5,376,55.525205988756056,59.7651551261078,37.222921877671361,1,261.58701240997334,261.58701240997334,1,335.74329562236397,335.74329562236397,1,400.06281208755365,400.06281208755365
TRANSFORMER_DIRECT_COND,1,MJ3,376,12.364389779245007,16.576937563561042,9.4033927875110166,0.78191489361702127,47.745375451465861,59.897792957846463,0.90957446808510634,61.280525960053637,65.440898340213892,1,73.020250475406556,73.020250475406556
TRANSFORMER_DIRECT_COND,1,MJ1,376,50.724530628180318,53.731129468969478,31.94571270453833,1,189.46058230516041,189.46058230516041,1,243.17002479455465,243.17002479455465,1,289.75495625125336,289.75495625125336
TRANSFORMER_DIRECT_COND,2,ATU1,376,16.811034988859145,19.932207759179306,15.822376813528729,1,143.11252347094592,143.11252347094592,1,183.68293529673875,183.68293529673875,1,218.87171712868184,218.87171712868184
TRANSFORMER_DIRECT_COND,2,ATU5,376,53.754945311623594,56.931702636962846,36.06218117364655,1,261.58701240997334,261.58701240997334,1,335.74329562236397,335.74329562236397,1,400.06281208755365,400.06281208755365
TRANSFORMER_DIRECT_COND,2,MJ3,376,11.314075023728172,14.415460257680596,8.3204562362402559,0.87765957446808507,47.745375451465861,52.596024956331703,0.98404255319148937,61.280525960053637,61.653859869431038,1,73.020250475406556,73.020250475406556
TRANSFORMER_DIRECT_COND,2,MJ1,376,49.005403369127208,51.615965183360125,30.897258562544508,1,189.46058230516041,189.46058230516041,1,243.17002479455465,243.17002479455465,1,289.75495625125336,289.75495625125336
TRANSFORMER_BRES_COND,0,ATU1,376,43.887856824203908,53.173728678818541,40.420138751570732,0.21010638297872342,18.034696701390427,376.46185364695083,0.21542553191489361,23.147282620380338,699.7444654622501,0.21808510638297873,27.581688444824678,1311.2494888181004
TRANSFORMER_BRES_COND,0,ATU5,376,46.800564234477676,57.221854723386301,45.231550456103619,0.10106382978723404,7.7167875500110767,439.26013352562239,0.13297872340425532,9.9043895940744733,853.67563632275403,0.15957446808510639,11.801808121502745,1667.0231624396899
TRANSFORMER_BRES_COND,0,MJ3,376,30.89183782759233,43.018730385209857,27.971518394712138,1,218.28333905400629,218.28333905400629,1,280.16363258351021,280.16363258351021,1,333.83555876597939,333.83555876597939
TRANSFORMER_BRES_COND,0,MJ1,376,34.384270076284331,43.548632762052321,25.530577631493127,0.68882978723404253,64.583353808052109,183.94672902142716,0.71276595744680848,82.891837213527651,266.70318037838854,0.73670212765957444,98.771716150803982,379.25770655668691
TRANSFORMER_BRES_COND,1,ATU1,376,38.661656301860049,44.698919828897814,35.039022140120743,0.18085106382978725,18.03469670139043,320.20429206314361,0.20212765957446807,23.147282620380338,586.38526658632145,0.21010638297872342,27.581688444824668,1083.677489687447
TRANSFORMER_BRES_COND,1,ATU5,376,45.86480556860247,54.326005688302217,44.344014772011171,0.16755319148936171,7.7167875500110767,430.85680470859245,0.19946808510638298,9.9043895940744733,838.27189333306899,0.21276595744680851,11.801808121502745,1638.4285468275752
TRANSFORMER_BRES_COND,1,MJ3,376,28.380990930254391,40.233481106174096,27.018285406077275,1,218.28333905400629,218.28333905400629,1,280.16363258351021,280.16363258351021,1,333.83555876597939,333.83555876597939
TRANSFORMER_BRES_COND,1,MJ1,376,39.32124378873354,46.871447342216776,28.996964726305627,0.59042553191489366,64.583353808052109,194.88447230611629,0.69148936170212771,82.891837213527666,281.06512595156437,0.72606382978723405,98.771716150803982,401.827416952607
TRANSFORMER_BRES_COND,2,ATU1,376,48.356322737412761,52.26470903816729,44.625473274708348,0.079787234042553196,18.034696701390423,415.5375896890987,0.085106382978723402,23.147282620380327,771.25570920175483,0.085106382978723402,27.581688444824685,1442.6583499262499
TRANSFORMER_BRES_COND,2,ATU5,376,52.6060963794542,56.336685333323757,50.924265626931181,0.013297872340425532,7.7167875500110767,495.46546415897728,0.026595744680851064,9.9043895940744733,963.96509511261252,0.029255319148936171,11.801808121502745,1883.0724734128153
TRANSFORMER_BRES_COND,2,MJ3,376,36.948056633419831,47.170236810058768,29.617114825352143,1,218.28333905400629,218.28333905400629,1,280.16363258351021,280.16363258351021,1,333.83555876597939,333.83555876597939
TRANSFORMER_BRES_COND,2,MJ1,376,34.945625751701691,43.615380759383775,25.954534052500872,0.68882978723404253,64.583353808052109,183.97829045929049,0.7021276595744681,82.891837213527651,265.63793600825284,0.7207446808510638,98.771716150803954,372.14505246804009
CNN_MAMBA_DIRECT_COND,0,ATU1,376,32.207525340519702,37.793739619200672,22.761624429324058,0.96542553191489366,151.69304722799598,155.91444947968606,0.99468085106382975,194.69591831075377,194.81651004573513,1,231.99449578578694,231.99449578578694
CNN_MAMBA_DIRECT_COND,0,ATU5,376,64.143342787621933,68.710715297489031,41.21076270169177,0.98670212765957444,258.90165922188334,259.8700749405304,1,332.29668211899059,332.29668211899059,1,395.95591879045151,395.95591879045151
CNN_MAMBA_DIRECT_COND,0,MJ3,376,14.909722631578033,16.295031499814517,10.635793206326687,0.30585106382978722,24.567808075965331,64.891913593948587,0.53457446808510634,31.532440290708564,73.42929188440003,0.76063829787234039,37.573220073686116,77.686184995386441
CNN_MAMBA_DIRECT_COND,0,MJ1,376,52.03352145985675,53.450727167527418,31.672761846100052,1,164.41180798369919,164.41180798369919,1,211.02027101087808,211.02027101087808,1,251.44616178142451,251.44616178142451
CNN_MAMBA_DIRECT_COND,1,ATU1,376,35.456615225423299,43.201860426957396,25.096696953661407,0.91755319148936165,151.69304722799598,165.20334628278368,0.9707446808510638,194.69591831075377,199.45850204418994,1,231.99449578578694,231.99449578578694
CNN_MAMBA_DIRECT_COND,1,ATU5,376,67.511625262828346,75.157870940754364,44.127405987127162,0.94148936170212771,258.90165922188334,268.29444390212137,0.99734042553191493,332.29668211899059,332.32428406265427,1,395.95591879045151,395.95591879045151
CNN_MAMBA_DIRECT_COND,1,MJ3,376,11.375418043511653,14.032916004366093,8.2582686181788389,0.61968085106382975,24.567808075965331,56.901361042412134,0.65691489361702127,31.532440290708564,70.59379949171884,0.76063829787234039,37.573220073686116,79.72903734562756
CNN_MAMBA_DIRECT_COND,1,MJ1,376,48.290211132743238,50.276861551835928,29.759981991271939,1,164.41180798369919,164.41180798369919,1,211.02027101087808,211.02027101087808,1,251.44616178142451,251.44616178142451
CNN_MAMBA_DIRECT_COND,2,ATU1,376,42.958058766940923,52.301388196623243,29.663514240992097,0.8271276595744681,151.69304722799598,188.20851127688988,0.93085106382978722,194.69591831075374,215.311011720366,0.97606382978723405,231.99449578578694,245.69557740480431
CNN_MAMBA_DIRECT_COND,2,ATU5,376,75.733043685486692,84.078853279367337,48.844607240823805,0.88563829787234039,258.90165922188334,281.45139542741299,0.97606382978723405,332.29668211899059,338.1486613281636,1,395.95591879045151,395.95591879045151
CNN_MAMBA_DIRECT_COND,2,MJ3,376,18.450419530713027,20.738647557911722,13.894032915570634,0.19680851063829788,24.567808075965331,97.531889622096813,0.43085106382978722,31.532440290708564,127.3176957989045,0.6542553191489362,37.573220073686116,178.5336994451869
CNN_MAMBA_DIRECT_COND,2,MJ1,376,54.991192117708742,56.852758137495954,33.664927965464102,0.98670212765957444,164.41180798369919,164.70594370067286,1,211.02027101087808,211.02027101087808,1,251.44616178142451,251.44616178142451
CNN_MAMBA_BRES_COND,0,ATU1,376,41.418251646998115,46.27302601766123,36.73526162381355,0.11436170212765957,23.849861005303413,328.3053596113113,0.1276595744680851,30.610965201537578,580.17384849648715,0.14095744680851063,36.475214781401753,1034.282097427277
CNN_MAMBA_BRES_COND,0,ATU5,376,44.325214476305661,49.983386153788061,37.047405521506612,0.26329787234042551,41.453717662740701,310.50029246267383,0.27393617021276595,53.205270612116017,505.49722942381777,0.28191489361702127,63.397990239851879,821.05000848574014
CNN_MAMBA_BRES_COND,0,MJ3,376,33.956373819047343,42.10203165302012,27.765384562476008,1,218.20849370968608,218.20849370968608,1,280.06756962406735,280.06756962406735,1,333.72109268968461,333.72109268968461
CNN_MAMBA_BRES_COND,0,MJ1,376,33.763473590318434,41.651831432248301,24.83445292433716,0.68351063829787229,62.092017743392908,168.20873916540509,0.73404255319148937,79.694241992169466,241.21043812282804,0.75265957446808507,94.961546438247311,339.01005039618815
