origin,seed,point,metric,data,physics,difference,relative_change
972,1,MJ1,width90,94.9768340395362,6.2045393608295853,-88.772294678706615,-0.93467312925753232
972,2,average,mae,35.400490183934316,22.926952946000178,-12.473537237934138,-0.35235492992113882
972,2,average,rmse,41.00029629034502,24.564757775440249,-16.435538514904771,-0.40086389616591878
972,2,average,crps,24.369977864401218,17.190751854912449,-7.1792260094887688,-0.29459304597793345
972,2,average,interval_score90,140.60740958994757,171.04229957200116,30.434889982053591,0.21645295984621749
972,2,average,coverage90,0.96757679180887368,0.44795221843003413,-0.5196245733788396,-0.53703703703703698
972,2,average,width90,139.14912280969349,48.561148427274929,-90.587974382418565,-0.65101362159724641
972,2,ATU1,mae,43.340593431667124,29.125655006419709,-14.214938425247414,-0.32798209022355396
972,2,ATU1,rmse,50.122789073705952,32.128207385624037,-17.994581688081915,-0.3590099836946572
972,2,ATU1,crps,29.33596384415992,20.097869861047489,-9.2380939831124316,-0.31490678241177039
972,2,ATU1,interval_score90,168.05601661298897,102.54455813611791,-65.511458476871056,-0.38981917932599452
972,2,ATU1,coverage90,1,0.64163822525597269,-0.35836177474402731,-0.35836177474402731
972,2,ATU1,width90,168.05601661298897,75.809074093366689,-92.24694251962228,-0.54890592064939225
972,2,ATU5,mae,68.230878829410216,20.493807147906242,-47.737071681503977,-0.69964028751345064
972,2,ATU5,rmse,78.103163062338496,22.019115936261464,-56.084047126077031,-0.71807651479253432
972,2,ATU5,crps,45.890154861474684,13.001836801198923,-32.888318060275765,-0.71667481096007113
972,2,ATU5,interval_score90,252.58515195626231,78.27205298256149,-174.31309897370082,-0.69011617517361001
972,2,ATU5,coverage90,1,1,0,0
972,2,ATU5,width90,252.58515195626231,78.27205298256149,-174.31309897370082,-0.69011617517361001
972,2,MJ3,mae,2.6441454997356644,25.000730530332174,22.356585030596509,8.4551266308270474
972,2,MJ3,rmse,3.5718465611463883,26.459279505978195,22.887432944831808,6.4077312821315759
972,2,MJ3,crps,3.3118202824469316,19.633070305489824,16.321250023042893,4.9281810699534612
972,2,MJ3,interval_score90,40.978488629986515,217.13226233808618,176.15377370809966,4.2986888876911129
972,2,MJ3,coverage90,1,0.13651877133105803,-0.86348122866894195,-0.86348122866894195
972,2,MJ3,width90,40.978488629986515,33.958927272341953,-7.0195613576445623,-0.1712986884662191
972,2,MJ1,mae,27.386342974924268,17.087619099342596,-10.298723875581672,-0.37605327169865221
972,2,MJ1,rmse,32.203386464189244,17.6524282738973,-14.550958190291944,-0.4518455910366096
972,2,MJ1,crps,18.941972469523336,16.030230451913564,-2.9117420176097717,-0.15371905023590415
972,2,MJ1,interval_score90,100.80998116055255,286.22032483123905,185.4103436706865,1.8392062128788345
972,2,MJ1,coverage90,0.87030716723549484,0.013651877133105802,-0.85665529010238906,-0.98431372549019613
972,2,MJ1,width90,94.976834039536215,6.2045393608295853,-88.772294678706629,-0.93467312925753232
1168,ensemble,average,mae,5.264628339560403,5.6454814777720159,0.38085313821161293,0.07234188505762873
1168,ensemble,average,rmse,7.2789844937688271,8.9217788099907676,1.6427943162219405,0.22569004201454934
1168,ensemble,average,crps,8.3663050945649804,5.1265350767429867,-3.2397700178219937,-0.38724024299886606
1168,ensemble,average,interval_score90,114.55235527424473,48.062954876682554,-66.489400397562179,-0.58042805177058865
1168,ensemble,average,coverage90,0.91894197952218426,0.96843003412969286,0.049488054607508603,0.053853296193129063
1168,ensemble,average,width90,97.918474056777058,43.677323187382768,-54.241150869394289,-0.55394195418060832
1168,ensemble,ATU1,mae,4.7768021878975784,4.1632076522111063,-0.61359453568647204,-0.12845299251475484
1168,ensemble,ATU1,rmse,6.5262387860545248,7.7383578553785908,1.212119069324066,0.18573011332563572
1168,ensemble,ATU1,crps,8.6345417070674753,4.284241892381047,-4.3502998146864282,-0.50382521299603611
1168,ensemble,ATU1,interval_score90,114.79727660948821,48.866307601325261,-65.930969008162947,-0.57432520139344168
1168,ensemble,ATU1,coverage90,1,0.95221843003412965,-0.047781569965870352,-0.047781569965870352
1168,ensemble,ATU1,width90,114.79727660948821,39.499737727154645,-75.297538882333555,-0.65591746691410691
1168,ensemble,ATU5,mae,8.2656442866114919,4.0045540590734197,-4.2610902275380722,-0.51551821972790335
1168,ensemble,ATU5,rmse,10.289435348614239,5.5654906320661013,-4.7239447165481376,-0.4591063121052944
1168,ensemble,ATU5,crps,14.247528753207185,2.9893479730651382,-11.258180780142046,-0.79018480854848439
1168,ensemble,ATU5,interval_score90,190.35154439998971,29.029268157757883,-161.32227624223182,-0.84749654514618455
1168,ensemble,ATU5,coverage90,1,0.95563139931740615,-0.044368600682593851,-0.044368600682593851
1168,ensemble,ATU5,width90,190.35154439998971,22.352784337241019,-167.99876006274869,-0.88257103766770262
1168,ensemble,MJ3,mae,5.5223552855712841,9.7289664529840554,4.2066111674127713,0.76174221865147529
1168,ensemble,MJ3,rmse,9.4097482544231426,14.651745974053407,5.2419977196302643,0.55708161131369405
1168,ensemble,MJ3,crps,5.01574451005144,8.4212454190911075,3.4055009090396675,0.67896219638283406
1168,ensemble,MJ3,interval_score90,76.70481934004836,68.443447157184409,-8.2613721828639513,-0.1077034305529041
1168,ensemble,MJ3,coverage90,0.67576791808873715,0.96587030716723554,0.29010238907849839,0.4292929292929295
1168,ensemble,MJ3,width90,10.169294470177647,66.94397409467274,56.774679624495093,5.5829516778171628
1168,ensemble,MJ1,mae,2.4937115981612572,4.6851977468194814,2.1914861486582242,0.87880497098145605
1168,ensemble,MJ1,rmse,2.8905155859834002,7.7315207784649687,4.8410051924815685,1.6747895136619997
1168,ensemble,MJ1,crps,5.5674054079338182,4.8113050224346532,-0.75610038549916503,-0.13580839369478748
1168,ensemble,MJ1,interval_score90,76.35578074745267,45.912796590462676,-30.442984156989993,-0.39869914051013888
1168,ensemble,MJ1,coverage90,1,1,0,0
1168,ensemble,MJ1,width90,76.35578074745267,45.912796590462676,-30.442984156989993,-0.39869914051013888
1168,0,average,mae,5.2876629192291933,5.3267994402887897,0.039136521059596419,0.0074014780551294734
1168,0,average,rmse,7.2313514345601932,7.8440407011141291,0.61268926655393585,0.084726799976247991
1168,0,average,crps,8.6569095796111633,4.860967670112232,-3.7959419094989313,-0.4384869536398035
1168,0,average,interval_score90,120.50279878712408,46.225566868871439,-74.277231918252639,-0.6163942469873096
1168,0,average,coverage90,0.90870307167235498,0.97610921501706482,0.067406143344709846,0.074178403755868594
1168,0,average,width90,97.918474056777058,43.677323187382768,-54.241150869394289,-0.55394195418060832
1168,0,ATU1,mae,5.499948272761479,4.4643534614176685,-1.0355948113438105,-0.18829173657370546
1168,0,ATU1,rmse,7.2520724642931498,7.2762411253143471,0.024168661021197302,0.003332655753261804
1168,0,ATU1,crps,8.748807419489987,4.2175356278413698,-4.5312717916486172,-0.51793022458742932
1168,0,ATU1,interval_score90,114.79727660948819,45.352574697491143,-69.444701911997043,-0.6049333569839872
1168,0,ATU1,coverage90,1,0.96245733788395904,-0.037542662116040959,-0.037542662116040959
1168,0,ATU1,width90,114.79727660948819,39.499737727154653,-75.297538882333541,-0.65591746691410679
1168,0,ATU5,mae,5.5207057909772956,5.0237686821799947,-0.49693710879730091,-0.090013329384345142
1168,0,ATU5,rmse,6.567085014712525,6.3150356457872787,-0.25204936892524632,-0.038380707476843856
1168,0,ATU5,crps,13.818829231621201,3.5529808079809952,-10.265848423640206,-0.74288843516129299
1168,0,ATU5,interval_score90,190.35154439998971,26.185253067909848,-164.16629133207985,-0.86243740154329285
1168,0,ATU5,coverage90,1,0.96245733788395904,-0.037542662116040959,-0.037542662116040959
1168,0,ATU5,width90,190.35154439998971,22.352784337241019,-167.99876006274869,-0.88257103766770262
1168,0,MJ3,mae,7.2581246403992035,8.4256923949712377,1.1675677545720342,0.16086355807025887
1168,0,MJ3,rmse,11.476581541693022,13.497061511789079,2.0204799700960567,0.17605242142495992
1168,0,MJ3,crps,6.4108965500731969,7.8966711885472645,1.4857746384740675,0.23175769985823647
1168,0,MJ3,interval_score90,100.50659339156577,67.451643119622105,-33.054950271943667,-0.32888340114328807
1168,0,MJ3,coverage90,0.6348122866894198,0.97952218430034133,0.34470989761092152,0.543010752688172
1168,0,MJ3,width90,10.169294470177647,66.94397409467274,56.774679624495093,5.5829516778171628
